Namespace(attSize=312, batch_size=256, bc=False, beta1=0.5, class_embedding='att', classifier_lr=0.001, cls_weight=0.01, consistency_weight=1, critic_iter=5, cuda=True, dataroot='/data0/docker/xingyun/mmcgan/data', dataset='CUB', drop_rate=0.2, gzsl=True, image_embedding='res101', lambda1=10.0, lr=0.0001, manualSeed=3483, matdataset=True, nclass_all=200, ndh=4096, nepoch=300, netD='', netD_name='MLP_CRITIC', netG='', netG_name='MLP_G', ngh=4096, ngpu=1, njh=170, nrgh=4096, nrgh1=1024, nrgh2=512, nrgh3=256, nrgh4=128, nrh=4096, nrh1=1024, nrh2=512, nrh3=256, nrh4=128, nz=312, outf='./checkpoint/', outname='cub', preprocessing=True, pretrain_classifier='', print_every=1, r_hl=3, r_iteration=3, r_nz=2048, r_path='/home/xingyun/docker/mmcgan/r_param', r_weight=1, resSize=2048, reverse_iter=5, rg_hl=1, save_every=100, standardization=False, start_epoch=0, syn_num=800, val_every=1, validation=False, workers=2)
Random Seed:  3483
# of training samples:  7057
MLP_G(
  (fc1): Linear(in_features=624, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=2048)
  (lrelu): LeakyReLU(0.2, inplace)
  (relu): ReLU(inplace)
)
MLP_CRITIC(
  (fc1): Linear(in_features=2360, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=1)
  (lrelu): LeakyReLU(0.2, inplace)
)
MLP_3HL_Dropout_R(
  (fc1): Linear(in_features=2048, out_features=1024)
  (fc2): Linear(in_features=1024, out_features=512)
  (fc3): Linear(in_features=512, out_features=256)
  (fc4): Linear(in_features=256, out_features=312)
  (relu): ReLU(inplace)
  (lrelu): LeakyReLU(0.2, inplace)
  (dropout): Dropout(p=0.2)
)
EPOCH          |  D_cost  |  G_cost  |  R_cost  |  Wasserstein_D  |  ACC_unseen  |  ACC_seen  |    H    |
[ 1  /300 ]    | -1.1454  | -0.3868  |  0.7031  |     1.1585      |    0.0225    |   0.2970   | 0.0419  |
[ 2  /300 ]    | -1.9105  | -0.2348  |  0.7308  |     1.9694      |    0.0231    |   0.2230   | 0.0418  |
[ 3  /300 ]    | -2.2194  | -0.3527  |  0.7395  |     2.3595      |    0.0450    |   0.1045   | 0.0629  |
[ 4  /300 ]    | -2.2841  | -0.4284  |  0.7495  |     2.3963      |    0.0594    |   0.1006   | 0.0747  |
[ 5  /300 ]    | -2.2548  | -0.5296  |  0.7591  |     2.3552      |    0.0882    |   0.2833   | 0.1345  |
[ 6  /300 ]    | -2.2137  | -0.5475  |  0.7616  |     2.2912      |    0.0966    |   0.2219   | 0.1346  |
[ 7  /300 ]    | -1.9781  | -0.4706  |  0.7676  |     2.0834      |    0.1075    |   0.3037   | 0.1588  |
[ 8  /300 ]    | -1.9212  | -0.4891  |  0.7919  |     2.0119      |    0.1422    |   0.3373   | 0.2000  |
[ 9  /300 ]    | -1.7060  | -0.4879  |  0.8096  |     1.7534      |    0.1589    |   0.4370   | 0.2331  |
[ 10 /300 ]    | -1.6098  | -0.4986  |  0.8376  |     1.6831      |    0.1772    |   0.4610   | 0.2560  |
[ 11 /300 ]    | -1.5161  | -0.2332  |  0.8445  |     1.5674      |    0.2136    |   0.4455   | 0.2887  |
[ 12 /300 ]    | -1.4328  | -0.1417  |  0.8660  |     1.4967      |    0.2572    |   0.3946   | 0.3114  |
[ 13 /300 ]    | -1.3778  | -0.2711  |  0.8722  |     1.4288      |    0.2638    |   0.4599   | 0.3353  |
[ 14 /300 ]    | -1.3509  | -0.1939  |  0.8845  |     1.3980      |    0.2695    |   0.4262   | 0.3302  |
[ 15 /300 ]    | -1.3244  | -0.1060  |  0.8850  |     1.3793      |    0.2714    |   0.5115   | 0.3546  |
[ 16 /300 ]    | -1.2926  | -0.2480  |  0.8890  |     1.3396      |    0.3048    |   0.4367   | 0.3590  |
[ 17 /300 ]    | -1.2568  | -0.1819  |  0.8941  |     1.3054      |    0.2997    |   0.4610   | 0.3633  |
[ 18 /300 ]    | -1.2115  | -0.1324  |  0.9042  |     1.2709      |    0.3129    |   0.4865   | 0.3808  |
[ 19 /300 ]    | -1.1806  | -0.0911  |  0.9035  |     1.2343      |    0.3245    |   0.4812   | 0.3876  |
[ 20 /300 ]    | -1.2291  | -0.0090  |  0.9087  |     1.2779      |    0.3148    |   0.5198   | 0.3921  |
[ 21 /300 ]    | -1.2019  | -0.0238  |  0.9113  |     1.2481      |    0.3221    |   0.5395   | 0.4034  |
[ 22 /300 ]    | -1.1733  | -0.1419  |  0.9125  |     1.2251      |    0.3387    |   0.5261   | 0.4120  |
