Namespace(attSize=312, batch_size=1024, bc=False, beta1=0.5, class_embedding='att', classifier_lr=0.001, cls_weight=0.01, consistency_weight=1, critic_iter=5, cuda=True, dataroot='/data0/docker/xingyun/mmcgan/data', dataset='CUB', drop_rate=0.2, gzsl=True, image_embedding='res101', lambda1=10.0, lr=0.0001, manualSeed=3483, matdataset=True, nclass_all=200, ndh=4096, nepoch=300, netD='', netD_name='MLP_CRITIC', netG='', netG_name='MLP_G', ngh=4096, ngpu=1, njh=170, nrgh=4096, nrgh1=1024, nrgh2=512, nrgh3=256, nrgh4=128, nrh=4096, nrh1=1024, nrh2=512, nrh3=256, nrh4=128, nz=312, outf='./checkpoint/', outname='cub', preprocessing=True, pretrain_classifier='', print_every=1, r_hl=3, r_iteration=3, r_nz=2048, r_path='/home/xingyun/docker/mmcgan/r_param', r_weight=1, resSize=2048, reverse_iter=5, rg_hl=1, save_every=100, standardization=False, start_epoch=0, syn_num=800, val_every=1, validation=False, workers=2)
Random Seed:  3483
# of training samples:  7057
MLP_G(
  (fc1): Linear(in_features=624, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=2048)
  (lrelu): LeakyReLU(0.2, inplace)
  (relu): ReLU(inplace)
)
MLP_CRITIC(
  (fc1): Linear(in_features=2360, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=1)
  (lrelu): LeakyReLU(0.2, inplace)
)
MLP_3HL_Dropout_R(
  (fc1): Linear(in_features=2048, out_features=1024)
  (fc2): Linear(in_features=1024, out_features=512)
  (fc3): Linear(in_features=512, out_features=256)
  (fc4): Linear(in_features=256, out_features=312)
  (relu): ReLU(inplace)
  (lrelu): LeakyReLU(0.2, inplace)
  (dropout): Dropout(p=0.2)
)
EPOCH          |  D_cost  |  G_cost  |  R_cost  |  Wasserstein_D  |  ACC_unseen  |  ACC_seen  |    H    |
[ 1  /300 ]    | -1.2195  |  1.5369  |  0.5702  |     1.2446      |    0.0286    |   0.0471   | 0.0356  |
[ 2  /300 ]    | -0.7108  | -0.1051  |  0.6541  |     0.7234      |    0.0178    |   0.3280   | 0.0338  |
[ 3  /300 ]    | -1.0732  | -0.6458  |  0.6904  |     1.0884      |    0.0103    |   0.2901   | 0.0200  |
[ 4  /300 ]    | -1.2173  | -0.3575  |  0.7041  |     1.2298      |    0.0209    |   0.2877   | 0.0390  |
[ 5  /300 ]    | -1.4509  | -0.4763  |  0.7170  |     1.4718      |    0.0239    |   0.0305   | 0.0268  |
[ 6  /300 ]    | -1.6383  | -0.4436  |  0.7154  |     1.6731      |    0.0182    |   0.2406   | 0.0339  |
[ 7  /300 ]    | -1.8930  | -0.3399  |  0.7269  |     1.9537      |    0.0184    |   0.2155   | 0.0340  |
[ 8  /300 ]    | -2.0370  | -0.2555  |  0.7264  |     2.1178      |    0.0343    |   0.2236   | 0.0594  |
[ 9  /300 ]    | -2.1116  | -0.3142  |  0.7303  |     2.1977      |    0.0289    |   0.2605   | 0.0520  |
[ 10 /300 ]    | -2.1436  | -0.3519  |  0.7350  |     2.2467      |    0.0499    |   0.0947   | 0.0653  |
[ 11 /300 ]    | -2.1801  | -0.3852  |  0.7403  |     2.2692      |    0.0489    |   0.1193   | 0.0694  |
[ 12 /300 ]    | -2.2120  | -0.3670  |  0.7437  |     2.3595      |    0.0465    |   0.1368   | 0.0694  |
[ 13 /300 ]    | -2.2244  | -0.4272  |  0.7440  |     2.3266      |    0.0639    |   0.1275   | 0.0852  |
[ 14 /300 ]    | -2.2346  | -0.3902  |  0.7500  |     2.4080      |    0.0495    |   0.3428   | 0.0865  |
[ 15 /300 ]    | -2.2441  | -0.4828  |  0.7550  |     2.3493      |    0.0528    |   0.3228   | 0.0908  |
[ 16 /300 ]    | -2.2297  | -0.4629  |  0.7523  |     2.3914      |    0.0625    |   0.3133   | 0.1042  |
[ 17 /300 ]    | -2.2256  | -0.5069  |  0.7506  |     2.3406      |    0.0650    |   0.2912   | 0.1063  |
[ 18 /300 ]    | -2.1998  | -0.4747  |  0.7509  |     2.3087      |    0.0896    |   0.2677   | 0.1343  |
[ 19 /300 ]    | -2.1625  | -0.5656  |  0.7585  |     2.2450      |    0.0709    |   0.2410   | 0.1096  |
[ 20 /300 ]    | -2.1345  | -0.5378  |  0.7555  |     2.2378      |    0.0983    |   0.2229   | 0.1364  |
[ 21 /300 ]    | -2.0839  | -0.5350  |  0.7585  |     2.1761      |    0.1008    |   0.1972   | 0.1334  |
[ 22 /300 ]    | -2.0610  | -0.5438  |  0.7582  |     2.1511      |    0.1034    |   0.3400   | 0.1586  |
[ 23 /300 ]    | -2.0313  | -0.5231  |  0.7632  |     2.1267      |    0.1535    |   0.1492   | 0.1513  |
[ 24 /300 ]    | -1.9730  | -0.5258  |  0.7662  |     2.0751      |    0.1252    |   0.2933   | 0.1755  |
[ 25 /300 ]    | -1.9018  | -0.4991  |  0.7773  |     2.0004      |    0.1514    |   0.2642   | 0.1925  |
[ 26 /300 ]    | -1.8478  | -0.5432  |  0.7909  |     1.9222      |    0.1546    |   0.3635   | 0.2169  |
[ 27 /300 ]    | -1.8149  | -0.5620  |  0.7988  |     1.8681      |    0.1739    |   0.3060   | 0.2218  |
[ 28 /300 ]    | -1.7809  | -0.5739  |  0.8033  |     1.8451      |    0.1467    |   0.3959   | 0.2141  |
[ 29 /300 ]    | -1.7396  | -0.5559  |  0.8075  |     1.8078      |    0.1752    |   0.3519   | 0.2339  |
[ 30 /300 ]    | -1.7025  | -0.5820  |  0.8187  |     1.7683      |    0.1676    |   0.4300   | 0.2412  |
[ 31 /300 ]    | -1.6698  | -0.5280  |  0.8234  |     1.7223      |    0.1720    |   0.4613   | 0.2506  |
[ 32 /300 ]    | -1.6306  | -0.4301  |  0.8301  |     1.7038      |    0.1962    |   0.4311   | 0.2697  |
[ 33 /300 ]    | -1.5738  | -0.4275  |  0.8380  |     1.6330      |    0.1940    |   0.4144   | 0.2643  |
[ 34 /300 ]    | -1.5407  | -0.4320  |  0.8348  |     1.5948      |    0.2045    |   0.4499   | 0.2811  |
[ 35 /300 ]    | -1.5154  | -0.4075  |  0.8424  |     1.5634      |    0.2082    |   0.4382   | 0.2822  |
[ 36 /300 ]    | -1.4880  | -0.3163  |  0.8503  |     1.5359      |    0.2043    |   0.5035   | 0.2906  |
[ 37 /300 ]    | -1.4802  | -0.3904  |  0.8570  |     1.5341      |    0.2442    |   0.4155   | 0.3076  |
[ 38 /300 ]    | -1.4470  | -0.3898  |  0.8607  |     1.5009      |    0.2232    |   0.4845   | 0.3056  |
[ 39 /300 ]    | -1.4247  | -0.3446  |  0.8610  |     1.4770      |    0.2351    |   0.5111   | 0.3220  |
[ 40 /300 ]    | -1.4234  | -0.3805  |  0.8654  |     1.4641      |    0.2459    |   0.4653   | 0.3217  |
[ 41 /300 ]    | -1.3961  | -0.3670  |  0.8707  |     1.4406      |    0.2468    |   0.5127   | 0.3332  |
[ 42 /300 ]    | -1.3911  | -0.2655  |  0.8782  |     1.4419      |    0.2610    |   0.4552   | 0.3318  |
[ 43 /300 ]    | -1.3516  | -0.3209  |  0.8798  |     1.3877      |    0.2641    |   0.4670   | 0.3374  |
[ 44 /300 ]    | -1.3620  | -0.3300  |  0.8780  |     1.4066      |    0.2690    |   0.4665   | 0.3412  |
[ 45 /300 ]    | -1.3625  | -0.3975  |  0.8774  |     1.4005      |    0.2778    |   0.4426   | 0.3413  |
[ 46 /300 ]    | -1.3199  | -0.2474  |  0.8827  |     1.3619      |    0.2608    |   0.5040   | 0.3437  |
[ 47 /300 ]    | -1.3311  | -0.4196  |  0.8859  |     1.3792      |    0.2746    |   0.5025   | 0.3551  |
[ 48 /300 ]    | -1.3220  | -0.3497  |  0.8853  |     1.3696      |    0.2838    |   0.4957   | 0.3610  |
[ 49 /300 ]    | -1.3276  | -0.2237  |  0.8891  |     1.3664      |    0.3046    |   0.4347   | 0.3582  |
[ 50 /300 ]    | -1.3061  | -0.4165  |  0.8877  |     1.3485      |    0.2895    |   0.4757   | 0.3600  |
[ 51 /300 ]    | -1.2866  | -0.2923  |  0.8898  |     1.3277      |    0.3083    |   0.4585   | 0.3687  |
[ 52 /300 ]    | -1.2878  | -0.4118  |  0.8924  |     1.3319      |    0.2849    |   0.4835   | 0.3586  |
[ 53 /300 ]    | -1.2811  | -0.4657  |  0.8951  |     1.3270      |    0.3122    |   0.4738   | 0.3764  |
[ 54 /300 ]    | -1.2753  | -0.3739  |  0.8957  |     1.3149      |    0.3090    |   0.4519   | 0.3670  |
[ 55 /300 ]    | -1.2864  | -0.3993  |  0.8946  |     1.3285      |    0.3140    |   0.4860   | 0.3816  |
[ 56 /300 ]    | -1.2754  | -0.3877  |  0.8988  |     1.3166      |    0.3134    |   0.4823   | 0.3799  |
[ 57 /300 ]    | -1.2628  | -0.4858  |  0.8989  |     1.3074      |    0.3047    |   0.5144   | 0.3827  |
[ 58 /300 ]    | -1.2464  | -0.4289  |  0.8998  |     1.2854      |    0.3170    |   0.5373   | 0.3987  |
[ 59 /300 ]    | -1.2388  | -0.4174  |  0.9033  |     1.2768      |    0.3255    |   0.4926   | 0.3920  |
[ 60 /300 ]    | -1.2480  | -0.4364  |  0.9011  |     1.2918      |    0.3316    |   0.5031   | 0.3998  |
[ 61 /300 ]    | -1.2333  | -0.4535  |  0.9046  |     1.2754      |    0.3308    |   0.5006   | 0.3983  |
[ 62 /300 ]    | -1.2139  | -0.4326  |  0.9051  |     1.2560      |    0.3346    |   0.4768   | 0.3932  |
[ 63 /300 ]    | -1.2013  | -0.4669  |  0.9052  |     1.2430      |    0.3333    |   0.4980   | 0.3993  |
[ 64 /300 ]    | -1.2060  | -0.5566  |  0.9066  |     1.2513      |    0.3481    |   0.4877   | 0.4062  |
[ 65 /300 ]    | -1.1707  | -0.4174  |  0.9044  |     1.2144      |    0.3414    |   0.5242   | 0.4135  |
[ 66 /300 ]    | -1.1789  | -0.5622  |  0.9115  |     1.2267      |    0.3312    |   0.5307   | 0.4078  |
[ 67 /300 ]    | -1.2196  | -0.5724  |  0.9086  |     1.2621      |    0.3336    |   0.5422   | 0.4131  |
[ 68 /300 ]    | -1.1557  | -0.5224  |  0.9125  |     1.1951      |    0.3539    |   0.4876   | 0.4101  |
[ 69 /300 ]    | -1.1806  | -0.5594  |  0.9111  |     1.2222      |    0.3400    |   0.5458   | 0.4190  |
[ 70 /300 ]    | -1.1654  | -0.6201  |  0.9139  |     1.2031      |    0.3415    |   0.5278   | 0.4147  |
[ 71 /300 ]    | -1.1547  | -0.4998  |  0.9148  |     1.1912      |    0.3584    |   0.5121   | 0.4217  |
[ 72 /300 ]    | -1.1771  | -0.5715  |  0.9153  |     1.2180      |    0.3759    |   0.4842   | 0.4232  |
[ 73 /300 ]    | -1.1372  | -0.4833  |  0.9143  |     1.1789      |    0.3480    |   0.5566   | 0.4283  |
[ 74 /300 ]    | -1.1649  | -0.5718  |  0.9167  |     1.2106      |    0.3685    |   0.5132   | 0.4290  |
[ 75 /300 ]    | -1.1589  | -0.4933  |  0.9171  |     1.1973      |    0.3603    |   0.5389   | 0.4318  |
[ 76 /300 ]    | -1.1447  | -0.5455  |  0.9181  |     1.1882      |    0.3618    |   0.5311   | 0.4304  |
[ 77 /300 ]    | -1.1513  | -0.6597  |  0.9202  |     1.1882      |    0.3738    |   0.5137   | 0.4327  |
[ 78 /300 ]    | -1.1343  | -0.6610  |  0.9208  |     1.1742      |    0.3672    |   0.5316   | 0.4343  |
[ 79 /300 ]    | -1.1243  | -0.7380  |  0.9207  |     1.1594      |    0.3676    |   0.5175   | 0.4299  |
[ 80 /300 ]    | -1.1497  | -0.6553  |  0.9224  |     1.1903      |    0.3592    |   0.5531   | 0.4355  |
[ 81 /300 ]    | -1.1277  | -0.6955  |  0.9221  |     1.1694      |    0.3599    |   0.5408   | 0.4321  |
[ 82 /300 ]    | -1.1162  | -0.6689  |  0.9241  |     1.1578      |    0.3603    |   0.5632   | 0.4394  |
[ 83 /300 ]    | -1.1259  | -0.7562  |  0.9247  |     1.1676      |    0.3720    |   0.5437   | 0.4418  |
[ 84 /300 ]    | -1.1098  | -0.6232  |  0.9264  |     1.1471      |    0.3857    |   0.5063   | 0.4379  |
[ 85 /300 ]    | -1.1197  | -0.8432  |  0.9261  |     1.1610      |    0.3595    |   0.5589   | 0.4375  |
[ 86 /300 ]    | -1.1202  | -0.6651  |  0.9261  |     1.1619      |    0.3694    |   0.5247   | 0.4335  |
[ 87 /300 ]    | -1.1020  | -0.6817  |  0.9261  |     1.1414      |    0.3740    |   0.5254   | 0.4369  |
[ 88 /300 ]    | -1.1069  | -0.7869  |  0.9273  |     1.1438      |    0.3608    |   0.5599   | 0.4388  |
[ 89 /300 ]    | -1.1000  | -0.7771  |  0.9304  |     1.1353      |    0.3667    |   0.5557   | 0.4418  |
[ 90 /300 ]    | -1.1085  | -0.8298  |  0.9304  |     1.1445      |    0.3690    |   0.5575   | 0.4441  |
[ 91 /300 ]    | -1.1268  | -0.7979  |  0.9308  |     1.1656      |    0.3708    |   0.5417   | 0.4402  |
[ 92 /300 ]    | -1.1134  | -0.8009  |  0.9309  |     1.1525      |    0.3729    |   0.5459   | 0.4431  |
[ 93 /300 ]    | -1.1070  | -0.8938  |  0.9326  |     1.1426      |    0.3775    |   0.5436   | 0.4456  |
[ 94 /300 ]    | -1.1057  | -0.8180  |  0.9346  |     1.1455      |    0.3924    |   0.5413   | 0.4550  |
[ 95 /300 ]    | -1.1084  | -0.8395  |  0.9326  |     1.1471      |    0.3992    |   0.5206   | 0.4519  |
[ 96 /300 ]    | -1.1071  | -0.9068  |  0.9330  |     1.1471      |    0.3858    |   0.5402   | 0.4501  |
[ 97 /300 ]    | -1.0943  | -0.7708  |  0.9350  |     1.1316      |    0.3877    |   0.5454   | 0.4532  |
[ 98 /300 ]    | -1.1068  | -0.9600  |  0.9339  |     1.1452      |    0.4009    |   0.5290   | 0.4561  |
[ 99 /300 ]    | -1.1072  | -0.9555  |  0.9347  |     1.1475      |    0.4007    |   0.5361   | 0.4586  |
