Namespace(attSize=64, batch_size=128, bc=False, beta1=0.5, class_embedding='att', classifier_lr=0.001, cls_weight=0.01, consistency_weight=1, critic_iter=5, cuda=True, dataroot='/data0/docker/xingyun/mmcgan/data', dataset='APY', drop_rate=0.2, gzsl=True, image_embedding='res101', lambda1=10.0, lr=1e-05, manualSeed=1995, matdataset=True, nclass_all=32, ndh=4096, nepoch=300, netD='', netD_name='MLP_CRITIC', netG='', netG_name='MLP_G', ngh=4096, ngpu=1, nrh=4096, nrh1=1024, nrh2=512, nrh3=256, nrh4=128, nz=64, outf='./checkpoint/', outname='apy', preprocessing=True, pretrain_classifier='', print_every=1, r_hl=2, r_iteration=3, r_nz=2048, r_path='/home/xingyun/docker/mmcgan/r_param', r_weight=1, resSize=2048, reverse_iter=5, rg_hl=1, save_every=100, standardization=False, start_epoch=0, syn_num=1400, val_every=1, validation=False, workers=2)
Random Seed:  1995
# of training samples:  5932
MLP_G(
  (fc1): Linear(in_features=128, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=2048)
  (lrelu): LeakyReLU(0.2, inplace)
  (relu): ReLU(inplace)
)
MLP_CRITIC(
  (fc1): Linear(in_features=2112, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=1)
  (lrelu): LeakyReLU(0.2, inplace)
)
MLP_2HL_Dropout_R(
  (fc1): Linear(in_features=2048, out_features=1024)
  (fc2): Linear(in_features=1024, out_features=512)
  (fc3): Linear(in_features=512, out_features=64)
  (relu): ReLU(inplace)
  (lrelu): LeakyReLU(0.2, inplace)
  (dropout): Dropout(p=0.2)
)
EPOCH          |  D_cost  |  G_cost  |  R_cost  |  Wasserstein_D  |  ACC_unseen  |  ACC_seen  |    H    |
[ 1  /300 ]    | -0.6021  |  0.5657  |  0.5428  |     0.6137      |    0.0960    |   0.2032   | 0.1304  |
[ 2  /300 ]    | -0.2103  |  0.3045  |  0.5459  |     0.2139      |    0.0943    |   0.2008   | 0.1284  |
[ 3  /300 ]    | -0.7355  | -0.0853  |  0.5835  |     0.7456      |    0.0986    |   0.2287   | 0.1378  |
[ 4  /300 ]    | -1.0858  | -0.0033  |  0.6254  |     1.1374      |    0.1226    |   0.2094   | 0.1546  |
[ 5  /300 ]    | -1.4121  |  0.1364  |  0.6980  |     1.5209      |    0.1303    |   0.1810   | 0.1515  |
[ 6  /300 ]    | -1.7366  |  0.2034  |  0.7375  |     1.8707      |    0.1029    |   0.4049   | 0.1641  |
[ 7  /300 ]    | -1.9130  |  0.2407  |  0.7867  |     2.0471      |    0.1406    |   0.4185   | 0.2105  |
[ 8  /300 ]    | -2.0446  |  0.2821  |  0.7934  |     2.1634      |    0.1206    |   0.4160   | 0.1870  |
[ 9  /300 ]    | -2.1218  |  0.2942  |  0.8386  |     2.2599      |    0.1475    |   0.5498   | 0.2326  |
[ 10 /300 ]    | -2.2095  |  0.3022  |  0.8524  |     2.3220      |    0.1463    |   0.4184   | 0.2168  |
[ 11 /300 ]    | -2.1993  |  0.2665  |  0.8542  |     2.3529      |    0.1563    |   0.4296   | 0.2292  |
[ 12 /300 ]    | -2.1337  |  0.2468  |  0.8660  |     2.2579      |    0.1257    |   0.4387   | 0.1955  |
[ 13 /300 ]    | -2.1849  |  0.1754  |  0.8851  |     2.3126      |    0.1562    |   0.4431   | 0.2309  |
[ 14 /300 ]    | -2.1080  |  0.1255  |  0.8908  |     2.2288      |    0.1428    |   0.4261   | 0.2139  |
[ 15 /300 ]    | -2.0635  |  0.1085  |  0.9095  |     2.1774      |    0.1902    |   0.4194   | 0.2618  |
[ 16 /300 ]    | -2.0295  |  0.0230  |  0.8994  |     2.1323      |    0.1882    |   0.3948   | 0.2549  |
[ 17 /300 ]    | -1.9023  | -0.0323  |  0.9037  |     2.0061      |    0.1639    |   0.3706   | 0.2272  |
[ 18 /300 ]    | -1.8534  | -0.0976  |  0.9174  |     1.9375      |    0.1999    |   0.3583   | 0.2567  |
[ 19 /300 ]    | -1.7669  | -0.1592  |  0.9171  |     1.8487      |    0.1994    |   0.4870   | 0.2829  |
[ 20 /300 ]    | -1.6267  | -0.1985  |  0.9261  |     1.7017      |    0.1995    |   0.4514   | 0.2767  |
[ 21 /300 ]    | -1.6018  | -0.3117  |  0.9330  |     1.6624      |    0.2285    |   0.4465   | 0.3023  |
[ 22 /300 ]    | -1.5198  | -0.3311  |  0.9255  |     1.5781      |    0.2217    |   0.5360   | 0.3136  |
[ 23 /300 ]    | -1.3916  | -0.3805  |  0.9422  |     1.4450      |    0.2194    |   0.4847   | 0.3021  |
[ 24 /300 ]    | -1.3309  | -0.4661  |  0.9427  |     1.3794      |    0.2067    |   0.6262   | 0.3108  |
[ 25 /300 ]    | -1.2188  | -0.5203  |  0.9444  |     1.2548      |    0.2651    |   0.4508   | 0.3339  |
[ 26 /300 ]    | -1.1553  | -0.5901  |  0.9432  |     1.1888      |    0.2715    |   0.4430   | 0.3367  |
[ 27 /300 ]    | -1.1856  | -0.6692  |  0.9300  |     1.2226      |    0.2320    |   0.6440   | 0.3411  |
[ 28 /300 ]    | -1.0638  | -0.6686  |  0.9426  |     1.0998      |    0.2688    |   0.4561   | 0.3383  |
[ 29 /300 ]    | -1.1019  | -0.7325  |  0.9456  |     1.1355      |    0.2523    |   0.5288   | 0.3416  |
[ 30 /300 ]    | -1.0878  | -0.7031  |  0.9539  |     1.1263      |    0.2402    |   0.5805   | 0.3398  |
[ 31 /300 ]    | -1.0504  | -0.7954  |  0.9500  |     1.0891      |    0.2735    |   0.5044   | 0.3546  |
[ 32 /300 ]    | -0.9872  | -0.7847  |  0.9524  |     1.0201      |    0.2785    |   0.5583   | 0.3716  |
[ 33 /300 ]    | -0.9932  | -0.8282  |  0.9517  |     1.0369      |    0.2530    |   0.6236   | 0.3600  |
[ 34 /300 ]    | -0.9733  | -0.7595  |  0.9448  |     1.0098      |    0.2932    |   0.5013   | 0.3700  |
[ 35 /300 ]    | -0.9869  | -0.8089  |  0.9470  |     1.0284      |    0.2764    |   0.5303   | 0.3634  |
[ 36 /300 ]    | -0.9621  | -0.8074  |  0.9583  |     0.9962      |    0.2634    |   0.5086   | 0.3470  |
[ 37 /300 ]    | -0.9939  | -0.8681  |  0.9532  |     1.0261      |    0.2495    |   0.6284   | 0.3572  |
[ 38 /300 ]    | -0.8989  | -0.8560  |  0.9513  |     0.9332      |    0.3036    |   0.5364   | 0.3877  |
[ 39 /300 ]    | -0.9084  | -0.8456  |  0.9609  |     0.9450      |    0.2744    |   0.5764   | 0.3718  |
[ 40 /300 ]    | -0.8896  | -0.8243  |  0.9586  |     0.9305      |    0.3172    |   0.5609   | 0.4052  |
[ 41 /300 ]    | -1.0006  | -0.8582  |  0.9589  |     1.0404      |    0.2801    |   0.6271   | 0.3872  |
[ 42 /300 ]    | -0.9599  | -0.8474  |  0.9623  |     0.9992      |    0.3142    |   0.5703   | 0.4052  |
[ 43 /300 ]    | -1.0056  | -0.8785  |  0.9597  |     1.0526      |    0.2807    |   0.5107   | 0.3623  |
[ 44 /300 ]    | -0.9848  | -0.8023  |  0.9606  |     1.0313      |    0.2879    |   0.5680   | 0.3821  |
[ 45 /300 ]    | -1.0141  | -0.8441  |  0.9601  |     1.0613      |    0.2692    |   0.5675   | 0.3652  |
[ 46 /300 ]    | -0.9132  | -0.8513  |  0.9650  |     0.9517      |    0.2871    |   0.5346   | 0.3736  |
[ 47 /300 ]    | -0.9215  | -0.7818  |  0.9605  |     0.9698      |    0.2848    |   0.5772   | 0.3814  |
[ 48 /300 ]    | -0.9621  | -0.7827  |  0.9593  |     1.0078      |    0.2580    |   0.5670   | 0.3547  |
[ 49 /300 ]    | -0.9129  | -0.7712  |  0.9690  |     0.9578      |    0.2990    |   0.5160   | 0.3786  |
[ 50 /300 ]    | -0.9837  | -0.7285  |  0.9725  |     1.0321      |    0.3082    |   0.5896   | 0.4048  |
[ 51 /300 ]    | -0.9432  | -0.7670  |  0.9715  |     0.9895      |    0.2740    |   0.5327   | 0.3619  |
[ 52 /300 ]    | -0.9380  | -0.6743  |  0.9693  |     0.9845      |    0.2812    |   0.5254   | 0.3664  |
[ 53 /300 ]    | -0.9860  | -0.7971  |  0.9748  |     1.0303      |    0.2833    |   0.5102   | 0.3643  |
[ 54 /300 ]    | -0.9324  | -0.7422  |  0.9762  |     0.9811      |    0.2904    |   0.5243   | 0.3738  |
[ 55 /300 ]    | -0.9201  | -0.6940  |  0.9763  |     0.9714      |    0.2896    |   0.5688   | 0.3838  |
[ 56 /300 ]    | -0.8616  | -0.6746  |  0.9754  |     0.9102      |    0.2946    |   0.5359   | 0.3802  |
[ 57 /300 ]    | -0.8880  | -0.6716  |  0.9732  |     0.9480      |    0.2824    |   0.5615   | 0.3758  |
[ 58 /300 ]    | -0.9296  | -0.6855  |  0.9777  |     0.9757      |    0.2763    |   0.5618   | 0.3704  |
[ 59 /300 ]    | -0.9467  | -0.7223  |  0.9790  |     1.0080      |    0.2932    |   0.5799   | 0.3895  |
[ 60 /300 ]    | -0.9889  | -0.6246  |  0.9798  |     1.0432      |    0.2911    |   0.5077   | 0.3700  |
[ 61 /300 ]    | -1.0327  | -0.5780  |  0.9762  |     1.1053      |    0.2780    |   0.5554   | 0.3705  |
[ 62 /300 ]    | -0.9841  | -0.5161  |  0.9795  |     1.0425      |    0.2622    |   0.5693   | 0.3591  |
[ 63 /300 ]    | -0.9006  | -0.6370  |  0.9785  |     0.9524      |    0.2659    |   0.5251   | 0.3531  |
[ 64 /300 ]    | -0.9748  | -0.6434  |  0.9797  |     1.0220      |    0.2619    |   0.6344   | 0.3708  |
[ 65 /300 ]    | -0.9474  | -0.5083  |  0.9800  |     0.9894      |    0.2935    |   0.5598   | 0.3851  |
[ 66 /300 ]    | -0.9024  | -0.5860  |  0.9839  |     0.9573      |    0.2760    |   0.6197   | 0.3820  |
[ 67 /300 ]    | -0.9240  | -0.4942  |  0.9814  |     0.9778      |    0.2695    |   0.6013   | 0.3722  |
[ 68 /300 ]    | -1.0079  | -0.4657  |  0.9800  |     1.0672      |    0.3128    |   0.5186   | 0.3902  |
[ 69 /300 ]    | -0.9598  | -0.4718  |  0.9807  |     1.0178      |    0.2857    |   0.5592   | 0.3782  |
[ 70 /300 ]    | -0.9292  | -0.4480  |  0.9830  |     0.9902      |    0.2585    |   0.6268   | 0.3660  |
[ 71 /300 ]    | -0.9931  | -0.3951  |  0.9856  |     1.0535      |    0.2636    |   0.5599   | 0.3584  |
[ 72 /300 ]    | -0.9160  | -0.4452  |  0.9803  |     0.9788      |    0.2558    |   0.5575   | 0.3506  |
[ 73 /300 ]    | -1.0159  | -0.4405  |  0.9836  |     1.0717      |    0.2779    |   0.5752   | 0.3747  |
[ 74 /300 ]    | -1.0122  | -0.4052  |  0.9841  |     1.0617      |    0.2553    |   0.6278   | 0.3630  |
[ 75 /300 ]    | -0.9151  | -0.4126  |  0.9843  |     0.9747      |    0.2688    |   0.5701   | 0.3654  |
[ 76 /300 ]    | -0.9986  | -0.4384  |  0.9813  |     1.0479      |    0.2585    |   0.5877   | 0.3590  |
[ 77 /300 ]    | -1.0246  | -0.4707  |  0.9825  |     1.0758      |    0.2751    |   0.5733   | 0.3718  |
[ 78 /300 ]    | -0.9408  | -0.3875  |  0.9838  |     1.0102      |    0.2634    |   0.6215   | 0.3700  |
[ 79 /300 ]    | -0.9286  | -0.3266  |  0.9854  |     0.9739      |    0.2759    |   0.5601   | 0.3697  |
[ 80 /300 ]    | -0.9367  | -0.3081  |  0.9865  |     0.9882      |    0.2556    |   0.5597   | 0.3509  |
[ 81 /300 ]    | -0.9370  | -0.3068  |  0.9878  |     0.9997      |    0.2660    |   0.5857   | 0.3658  |
[ 82 /300 ]    | -0.9850  | -0.3460  |  0.9840  |     1.0366      |    0.2887    |   0.5105   | 0.3689  |
[ 83 /300 ]    | -0.9191  | -0.3811  |  0.9856  |     0.9618      |    0.2936    |   0.5496   | 0.3828  |
[ 84 /300 ]    | -0.9237  | -0.3668  |  0.9871  |     0.9701      |    0.2594    |   0.6331   | 0.3680  |
[ 85 /300 ]    | -0.9129  | -0.3470  |  0.9857  |     0.9507      |    0.2714    |   0.5897   | 0.3717  |
[ 86 /300 ]    | -0.9849  | -0.3216  |  0.9862  |     1.0510      |    0.2668    |   0.6101   | 0.3713  |
[ 87 /300 ]    | -0.9677  | -0.2941  |  0.9865  |     1.0046      |    0.2527    |   0.6474   | 0.3635  |
[ 88 /300 ]    | -1.0183  | -0.3943  |  0.9846  |     1.0759      |    0.2748    |   0.5816   | 0.3733  |
[ 89 /300 ]    | -0.9998  | -0.2790  |  0.9861  |     1.0618      |    0.2727    |   0.5482   | 0.3643  |
[ 90 /300 ]    | -0.9666  | -0.2755  |  0.9865  |     1.0200      |    0.2854    |   0.5519   | 0.3762  |
[ 91 /300 ]    | -0.9208  | -0.3442  |  0.9872  |     0.9674      |    0.2706    |   0.6056   | 0.3740  |
[ 92 /300 ]    | -0.9444  | -0.2280  |  0.9879  |     1.0046      |    0.2688    |   0.5466   | 0.3604  |
[ 93 /300 ]    | -0.9992  | -0.2192  |  0.9879  |     1.0709      |    0.2803    |   0.5951   | 0.3811  |
[ 94 /300 ]    | -0.8881  | -0.2588  |  0.9894  |     0.9366      |    0.2814    |   0.5552   | 0.3735  |
[ 95 /300 ]    | -0.9760  | -0.2538  |  0.9847  |     1.0329      |    0.2744    |   0.5797   | 0.3725  |
[ 96 /300 ]    | -0.9767  | -0.2331  |  0.9883  |     1.0371      |    0.2954    |   0.5543   | 0.3854  |
[ 97 /300 ]    | -0.9605  | -0.2345  |  0.9885  |     1.0184      |    0.2695    |   0.5443   | 0.3605  |
[ 98 /300 ]    | -0.9406  | -0.2585  |  0.9894  |     0.9905      |    0.2559    |   0.5801   | 0.3551  |
[ 99 /300 ]    | -0.9812  | -0.1912  |  0.9879  |     1.0272      |    0.2708    |   0.5705   | 0.3673  |
[100 /300 ]    | -0.9250  | -0.2230  |  0.9897  |     0.9739      |    0.2776    |   0.5489   | 0.3687  |
[101 /300 ]    | -0.9913  | -0.1571  |  0.9876  |     1.0555      |    0.2530    |   0.6275   | 0.3606  |
[102 /300 ]    | -0.9487  | -0.1692  |  0.9909  |     0.9981      |    0.2908    |   0.5772   | 0.3867  |
[103 /300 ]    | -0.9044  | -0.1414  |  0.9894  |     0.9506      |    0.2674    |   0.6730   | 0.3828  |
[104 /300 ]    | -0.9302  | -0.2128  |  0.9899  |     0.9960      |    0.2736    |   0.6011   | 0.3761  |
[105 /300 ]    | -0.9538  | -0.1691  |  0.9904  |     1.0084      |    0.2895    |   0.5454   | 0.3782  |
[106 /300 ]    | -0.9505  | -0.1500  |  0.9895  |     0.9985      |    0.2984    |   0.5466   | 0.3861  |
[107 /300 ]    | -1.0157  | -0.2155  |  0.9893  |     1.0753      |    0.2861    |   0.5781   | 0.3828  |
[108 /300 ]    | -1.0346  | -0.2057  |  0.9910  |     1.0969      |    0.2833    |   0.5775   | 0.3801  |
[109 /300 ]    | -0.9553  | -0.1178  |  0.9926  |     1.0183      |    0.2905    |   0.5483   | 0.3798  |
[110 /300 ]    | -0.9375  | -0.1160  |  0.9905  |     0.9905      |    0.2697    |   0.6198   | 0.3759  |
[111 /300 ]    | -0.9707  | -0.1511  |  0.9910  |     1.0166      |    0.2870    |   0.5879   | 0.3857  |
[112 /300 ]    | -0.9580  | -0.0516  |  0.9900  |     1.0154      |    0.2740    |   0.6272   | 0.3814  |
[113 /300 ]    | -0.9087  | -0.1705  |  0.9921  |     0.9628      |    0.2687    |   0.6038   | 0.3719  |
[114 /300 ]    | -0.9736  | -0.1296  |  0.9914  |     1.0278      |    0.2736    |   0.5877   | 0.3734  |
[115 /300 ]    | -0.9601  | -0.1184  |  0.9924  |     1.0040      |    0.2825    |   0.5868   | 0.3814  |
[116 /300 ]    | -0.9449  | -0.1033  |  0.9910  |     1.0069      |    0.2691    |   0.5839   | 0.3684  |
[117 /300 ]    | -0.9729  | -0.1445  |  0.9922  |     1.0356      |    0.2886    |   0.5896   | 0.3875  |
[118 /300 ]    | -0.9929  | -0.1355  |  0.9916  |     1.0494      |    0.2693    |   0.6273   | 0.3768  |
[119 /300 ]    | -0.9518  | -0.0777  |  0.9915  |     1.0125      |    0.2858    |   0.6024   | 0.3877  |
