Namespace(attSize=64, batch_size=1024, bc=False, beta1=0.5, class_embedding='att', classifier_lr=0.001, cls_weight=0.01, consistency_weight=1, critic_iter=5, cuda=True, dataroot='/data0/docker/xingyun/mmcgan/data', dataset='APY', drop_rate=0.2, gzsl=True, image_embedding='res101', lambda1=10.0, lr=1e-05, manualSeed=1995, matdataset=True, nclass_all=32, ndh=4096, nepoch=300, netD='', netD_name='MLP_CRITIC', netG='', netG_name='MLP_G', ngh=4096, ngpu=1, nrh=4096, nrh1=1024, nrh2=512, nrh3=256, nrh4=128, nz=64, outf='./checkpoint/', outname='apy', preprocessing=True, pretrain_classifier='', print_every=1, r_hl=2, r_iteration=3, r_nz=2048, r_path='/home/xingyun/docker/mmcgan/r_param', r_weight=1, resSize=2048, reverse_iter=5, rg_hl=1, save_every=100, standardization=False, start_epoch=0, syn_num=1400, val_every=1, validation=False, workers=2)
Random Seed:  1995
# of training samples:  5932
MLP_G(
  (fc1): Linear(in_features=128, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=2048)
  (lrelu): LeakyReLU(0.2, inplace)
  (relu): ReLU(inplace)
)
MLP_CRITIC(
  (fc1): Linear(in_features=2112, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=1)
  (lrelu): LeakyReLU(0.2, inplace)
)
MLP_2HL_Dropout_R(
  (fc1): Linear(in_features=2048, out_features=1024)
  (fc2): Linear(in_features=1024, out_features=512)
  (fc3): Linear(in_features=512, out_features=64)
  (relu): ReLU(inplace)
  (lrelu): LeakyReLU(0.2, inplace)
  (dropout): Dropout(p=0.2)
)
EPOCH          |  D_cost  |  G_cost  |  R_cost  |  Wasserstein_D  |  ACC_unseen  |  ACC_seen  |    H    |
[ 1  /300 ]    | -0.3841  |  0.2943  |  0.3128  |     0.3862      |    0.0944    |   0.0915   | 0.0929  |
[ 2  /300 ]    | -0.7778  |  0.6876  |  0.4108  |     0.7965      |    0.0886    |   0.0851   | 0.0868  |
[ 3  /300 ]    | -0.9262  |  0.8727  |  0.4602  |     0.9576      |    0.1475    |   0.0774   | 0.1016  |
[ 4  /300 ]    | -0.9298  |  0.8760  |  0.4811  |     0.9592      |    0.0476    |   0.3213   | 0.0829  |
[ 5  /300 ]    | -0.8347  |  0.8121  |  0.4931  |     0.8574      |    0.0742    |   0.2783   | 0.1171  |
[ 6  /300 ]    | -0.7085  |  0.7107  |  0.5058  |     0.7242      |    0.0752    |   0.2437   | 0.1150  |
[ 7  /300 ]    | -0.5881  |  0.6122  |  0.5168  |     0.5976      |    0.0865    |   0.1951   | 0.1198  |
[ 8  /300 ]    | -0.4514  |  0.5383  |  0.5263  |     0.4573      |    0.0600    |   0.5862   | 0.1089  |
[ 9  /300 ]    | -0.3440  |  0.4829  |  0.5261  |     0.3477      |    0.0706    |   0.1562   | 0.0972  |
[ 10 /300 ]    | -0.2709  |  0.4465  |  0.5303  |     0.2737      |    0.0859    |   0.3967   | 0.1413  |
[ 11 /300 ]    | -0.2244  |  0.4321  |  0.5380  |     0.2272      |    0.0586    |   0.4251   | 0.1031  |
[ 12 /300 ]    | -0.2066  |  0.4124  |  0.5423  |     0.2091      |    0.1161    |   0.1543   | 0.1325  |
[ 13 /300 ]    | -0.2113  |  0.3813  |  0.5563  |     0.2141      |    0.0791    |   0.4480   | 0.1345  |
