Namespace(attSize=312, batch_size=512, bc=False, beta1=0.5, class_embedding='att', classifier_lr=0.001, cls_weight=0.01, consistency_weight=1, critic_iter=5, cuda=True, dataroot='/data0/docker/xingyun/mmcgan/data', dataset='CUB', drop_rate=0.2, gzsl=True, image_embedding='res101', lambda1=10.0, lr=0.0001, manualSeed=3483, matdataset=True, nclass_all=200, ndh=4096, nepoch=300, netD='', netD_name='MLP_CRITIC', netG='', netG_name='MLP_G', ngh=4096, ngpu=1, nrh=4096, nrh1=1024, nrh2=512, nrh3=312, nrh4=156, nz=312, outf='./checkpoint/', outname='cub', preprocessing=True, pretrain_classifier='', print_every=1, r_hl=1, r_iteration=3, r_path='/home/xingyun/docker/mmcgan/r_param', r_weight=1, resSize=2048, reverse_iter=5, save_every=100, standardization=False, start_epoch=0, syn_num=500, val_every=1, validation=False, workers=2)
Random Seed:  3483
# of training samples:  7057
MLP_G(
  (fc1): Linear(in_features=624, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=2048)
  (lrelu): LeakyReLU(0.2, inplace)
  (relu): ReLU(inplace)
)
MLP_CRITIC(
  (fc1): Linear(in_features=2360, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=1)
  (lrelu): LeakyReLU(0.2, inplace)
)
MLP_2HL_Dropout_R(
  (fc1): Linear(in_features=2048, out_features=1024)
  (fc2): Linear(in_features=1024, out_features=512)
  (fc3): Linear(in_features=512, out_features=312)
  (relu): ReLU(inplace)
  (lrelu): LeakyReLU(0.2, inplace)
  (dropout): Dropout(p=0.2)
)
EPOCH          |  D_cost  |  G_cost  |  R_cost  |  Wasserstein_D  |  ACC_seen  |  ACC_unseen  |    H    |
[154 /300 ]    | -0.9540  | -2.8776  |  0.9763  |     0.9893      |   0.4451   |    0.5638    | 0.4975  |
[155 /300 ]    | -0.9953  | -2.9712  |  0.9756  |     1.0408      |   0.4120   |    0.6062    | 0.4906  |
[156 /300 ]    | -0.9499  | -3.0388  |  0.9761  |     0.9963      |   0.4476   |    0.5754    | 0.5035  |
[157 /300 ]    | -0.9561  | -2.9307  |  0.9761  |     0.9947      |   0.4364   |    0.5863    | 0.5003  |
[158 /300 ]    | -0.9296  | -3.0850  |  0.9769  |     0.9625      |   0.4269   |    0.5889    | 0.4950  |
[159 /300 ]    | -0.9380  | -2.9647  |  0.9768  |     0.9746      |   0.4419   |    0.5572    | 0.4929  |
[160 /300 ]    | -0.9871  | -3.0994  |  0.9768  |     1.0293      |   0.4450   |    0.5688    | 0.4994  |
[161 /300 ]    | -0.9681  | -2.9447  |  0.9773  |     1.0086      |   0.4567   |    0.5482    | 0.4982  |
[162 /300 ]    | -0.9745  | -3.2302  |  0.9775  |     1.0158      |   0.4553   |    0.5446    | 0.4960  |
[163 /300 ]    | -0.9298  | -2.9478  |  0.9770  |     0.9721      |   0.4728   |    0.5224    | 0.4964  |
[164 /300 ]    | -0.9829  | -3.1170  |  0.9781  |     1.0310      |   0.4552   |    0.5595    | 0.5020  |
[165 /300 ]    | -0.9687  | -3.2571  |  0.9775  |     1.0079      |   0.4526   |    0.5556    | 0.4989  |
[166 /300 ]    | -0.9681  | -3.0741  |  0.9769  |     1.0069      |   0.4729   |    0.5344    | 0.5018  |
[167 /300 ]    | -1.0007  | -3.2328  |  0.9783  |     1.0380      |   0.4396   |    0.5697    | 0.4963  |
[168 /300 ]    | -0.9474  | -3.1622  |  0.9784  |     0.9847      |   0.4319   |    0.5704    | 0.4916  |
[169 /300 ]    | -0.9653  | -3.2696  |  0.9781  |     1.0088      |   0.4398   |    0.5857    | 0.5023  |
[170 /300 ]    | -0.9481  | -3.2286  |  0.9783  |     0.9817      |   0.4406   |    0.5723    | 0.4979  |
[171 /300 ]    | -0.9733  | -3.0094  |  0.9785  |     1.0152      |   0.4606   |    0.5546    | 0.5033  |
[172 /300 ]    | -0.9789  | -3.3840  |  0.9774  |     1.0207      |   0.4350   |    0.5779    | 0.4964  |
[173 /300 ]    | -0.9560  | -3.2956  |  0.9782  |     0.9996      |   0.4418   |    0.5751    | 0.4997  |
[174 /300 ]    | -0.9771  | -3.3510  |  0.9789  |     1.0266      |   0.4370   |    0.6066    | 0.5080  |
[175 /300 ]    | -0.9417  | -3.4243  |  0.9791  |     0.9902      |   0.4600   |    0.5405    | 0.4970  |
[176 /300 ]    | -0.9686  | -3.1477  |  0.9789  |     1.0041      |   0.4615   |    0.5547    | 0.5038  |
[177 /300 ]    | -0.9881  | -3.2077  |  0.9798  |     1.0332      |   0.4518   |    0.5645    | 0.5019  |
[178 /300 ]    | -0.9921  | -3.3366  |  0.9795  |     1.0310      |   0.4425   |    0.5668    | 0.4970  |
[179 /300 ]    | -0.9685  | -3.1753  |  0.9794  |     1.0087      |   0.4527   |    0.5692    | 0.5043  |
[180 /300 ]    | -0.9376  | -3.3283  |  0.9795  |     0.9812      |   0.4494   |    0.5653    | 0.5008  |
[181 /300 ]    | -0.9594  | -3.2391  |  0.9795  |     0.9980      |   0.4395   |    0.5741    | 0.4979  |
[182 /300 ]    | -1.0030  | -3.3330  |  0.9800  |     1.0411      |   0.4505   |    0.5605    | 0.4995  |
[183 /300 ]    | -0.9431  | -3.1576  |  0.9802  |     0.9823      |   0.4431   |    0.5741    | 0.5002  |
[184 /300 ]    | -0.9728  | -3.3099  |  0.9788  |     1.0140      |   0.4521   |    0.5616    | 0.5010  |
[185 /300 ]    | -0.9783  | -3.3117  |  0.9795  |     1.0234      |   0.4602   |    0.5521    | 0.5020  |
[186 /300 ]    | -0.9920  | -3.3113  |  0.9805  |     1.0357      |   0.4328   |    0.5813    | 0.4962  |
[187 /300 ]    | -0.9668  | -3.1074  |  0.9804  |     1.0100      |   0.4635   |    0.5436    | 0.5004  |
[188 /300 ]    | -0.9617  | -3.3638  |  0.9813  |     1.0019      |   0.4466   |    0.5638    | 0.4984  |
[189 /300 ]    | -0.9696  | -3.2118  |  0.9805  |     1.0106      |   0.4469   |    0.5546    | 0.4949  |
[190 /300 ]    | -0.9365  | -3.2936  |  0.9807  |     0.9817      |   0.4684   |    0.5304    | 0.4975  |
[191 /300 ]    | -0.9940  | -3.3500  |  0.9810  |     1.0388      |   0.4365   |    0.5885    | 0.5012  |
[192 /300 ]    | -0.9920  | -3.3691  |  0.9810  |     1.0355      |   0.4637   |    0.5508    | 0.5035  |
[193 /300 ]    | -1.0104  | -3.3213  |  0.9809  |     1.0581      |   0.4347   |    0.5857    | 0.4990  |
[194 /300 ]    | -1.0196  | -3.4435  |  0.9816  |     1.0698      |   0.4296   |    0.6019    | 0.5013  |
[195 /300 ]    | -0.9741  | -3.5151  |  0.9810  |     1.0252      |   0.4543   |    0.5596    | 0.5015  |
[196 /300 ]    | -0.9996  | -3.2989  |  0.9813  |     1.0395      |   0.4436   |    0.5675    | 0.4980  |
[197 /300 ]    | -0.9593  | -3.2108  |  0.9816  |     1.0089      |   0.4790   |    0.5274    | 0.5020  |
[198 /300 ]    | -0.9775  | -3.5103  |  0.9814  |     1.0232      |   0.4371   |    0.5833    | 0.4997  |
[199 /300 ]    | -0.9434  | -3.4627  |  0.9813  |     0.9809      |   0.4498   |    0.5594    | 0.4987  |
[200 /300 ]    | -0.9369  | -3.2368  |  0.9815  |     0.9810      |   0.4425   |    0.5754    | 0.5002  |
[201 /300 ]    | -0.9504  | -3.5320  |  0.9815  |     0.9868      |   0.4411   |    0.5741    | 0.4988  |
[202 /300 ]    | -1.0235  | -3.5370  |  0.9819  |     1.0692      |   0.4605   |    0.5454    | 0.4994  |
[203 /300 ]    | -0.9594  | -3.2606  |  0.9814  |     1.0076      |   0.4437   |    0.5654    | 0.4972  |
[204 /300 ]    | -0.9701  | -3.5244  |  0.9822  |     1.0119      |   0.4425   |    0.5740    | 0.4997  |
[205 /300 ]    | -1.0112  | -3.3800  |  0.9819  |     1.0572      |   0.4575   |    0.5361    | 0.4937  |
[206 /300 ]    | -1.0058  | -3.4593  |  0.9824  |     1.0392      |   0.4214   |    0.6035    | 0.4963  |
[207 /300 ]    | -0.9993  | -3.4706  |  0.9823  |     1.0397      |   0.4341   |    0.5752    | 0.4948  |
[208 /300 ]    | -0.9383  | -3.3401  |  0.9824  |     0.9742      |   0.4313   |    0.5883    | 0.4977  |
[209 /300 ]    | -0.9523  | -3.2907  |  0.9825  |     0.9970      |   0.4412   |    0.5761    | 0.4997  |
[210 /300 ]    | -0.9429  | -3.1627  |  0.9824  |     0.9847      |   0.4475   |    0.5686    | 0.5008  |
[211 /300 ]    | -0.9700  | -3.4154  |  0.9822  |     1.0147      |   0.4357   |    0.5718    | 0.4945  |
[212 /300 ]    | -0.9662  | -3.4430  |  0.9826  |     1.0080      |   0.4371   |    0.5650    | 0.4929  |
[213 /300 ]    | -1.0150  | -3.4006  |  0.9826  |     1.0543      |   0.4387   |    0.5810    | 0.4999  |
[214 /300 ]    | -0.9913  | -3.5785  |  0.9826  |     1.0327      |   0.4433   |    0.5650    | 0.4968  |
[215 /300 ]    | -0.9544  | -3.2679  |  0.9831  |     0.9860      |   0.4446   |    0.5693    | 0.4993  |
[216 /300 ]    | -0.9925  | -3.3712  |  0.9832  |     1.0331      |   0.4488   |    0.5633    | 0.4996  |
[217 /300 ]    | -0.9549  | -3.4687  |  0.9833  |     1.0023      |   0.4308   |    0.5927    | 0.4989  |
[218 /300 ]    | -0.9749  | -3.3640  |  0.9834  |     1.0191      |   0.4312   |    0.5739    | 0.4924  |
[219 /300 ]    | -0.9749  | -3.4973  |  0.9830  |     1.0234      |   0.4520   |    0.5646    | 0.5021  |
[220 /300 ]    | -0.9881  | -3.4101  |  0.9832  |     1.0299      |   0.4368   |    0.5732    | 0.4958  |
[221 /300 ]    | -0.9825  | -3.4772  |  0.9836  |     1.0252      |   0.4521   |    0.5600    | 0.5003  |
[222 /300 ]    | -1.0111  | -3.4820  |  0.9829  |     1.0543      |   0.4356   |    0.5763    | 0.4962  |
[223 /300 ]    | -1.0005  | -3.5135  |  0.9835  |     1.0512      |   0.4512   |    0.5456    | 0.4939  |
[224 /300 ]    | -0.9750  | -3.4831  |  0.9832  |     1.0136      |   0.4281   |    0.5943    | 0.4977  |
[225 /300 ]    | -0.9666  | -3.3194  |  0.9836  |     1.0110      |   0.4236   |    0.5746    | 0.4877  |
[226 /300 ]    | -0.9756  | -3.1921  |  0.9834  |     1.0257      |   0.4404   |    0.5559    | 0.4914  |
[227 /300 ]    | -0.9897  | -3.3874  |  0.9843  |     1.0325      |   0.4176   |    0.5989    | 0.4921  |
[228 /300 ]    | -0.9543  | -3.3949  |  0.9842  |     0.9977      |   0.4473   |    0.5303    | 0.4853  |
[229 /300 ]    | -1.0156  | -3.4913  |  0.9840  |     1.0657      |   0.4291   |    0.5859    | 0.4954  |
[230 /300 ]    | -1.0063  | -3.4622  |  0.9837  |     1.0444      |   0.4316   |    0.5738    | 0.4927  |
[231 /300 ]    | -0.9878  | -3.4696  |  0.9843  |     1.0337      |   0.4333   |    0.5642    | 0.4902  |
[232 /300 ]    | -1.0261  | -3.2488  |  0.9841  |     1.0772      |   0.4416   |    0.5716    | 0.4982  |
[233 /300 ]    | -0.9360  | -3.2735  |  0.9847  |     0.9733      |   0.4116   |    0.6078    | 0.4909  |
[234 /300 ]    | -0.9801  | -3.2534  |  0.9848  |     1.0191      |   0.4189   |    0.5920    | 0.4906  |
[235 /300 ]    | -0.9819  | -3.2593  |  0.9849  |     1.0338      |   0.4440   |    0.5448    | 0.4893  |
[236 /300 ]    | -0.9781  | -3.3164  |  0.9849  |     1.0181      |   0.4193   |    0.5906    | 0.4904  |
[237 /300 ]    | -0.9966  | -3.5136  |  0.9852  |     1.0376      |   0.4127   |    0.5941    | 0.4871  |
[238 /300 ]    | -0.9200  | -3.2698  |  0.9848  |     0.9613      |   0.4332   |    0.5640    | 0.4900  |
[239 /300 ]    | -0.9881  | -3.5225  |  0.9851  |     1.0464      |   0.4426   |    0.5405    | 0.4867  |
[240 /300 ]    | -0.9712  | -3.3060  |  0.9848  |     1.0178      |   0.4413   |    0.5542    | 0.4914  |
[241 /300 ]    | -0.9966  | -3.3967  |  0.9849  |     1.0490      |   0.4218   |    0.5893    | 0.4917  |
[242 /300 ]    | -1.0374  | -3.2664  |  0.9849  |     1.0793      |   0.4373   |    0.5613    | 0.4916  |
[243 /300 ]    | -1.0100  | -3.4833  |  0.9854  |     1.0584      |   0.4274   |    0.5575    | 0.4838  |
[244 /300 ]    | -0.9560  | -3.3208  |  0.9850  |     0.9933      |   0.4183   |    0.5922    | 0.4903  |
[245 /300 ]    | -0.9380  | -3.3636  |  0.9851  |     0.9812      |   0.4315   |    0.5694    | 0.4909  |
[246 /300 ]    | -1.0154  | -3.4957  |  0.9849  |     1.0590      |   0.4369   |    0.5507    | 0.4873  |
[247 /300 ]    | -0.9929  | -3.2854  |  0.9854  |     1.0421      |   0.4626   |    0.5287    | 0.4935  |
[248 /300 ]    | -1.0151  | -3.3675  |  0.9859  |     1.0662      |   0.4336   |    0.5636    | 0.4901  |
[249 /300 ]    | -1.0134  | -3.3922  |  0.9854  |     1.0557      |   0.4315   |    0.5616    | 0.4880  |
[250 /300 ]    | -0.9911  | -3.3429  |  0.9856  |     1.0372      |   0.4326   |    0.5670    | 0.4908  |
[251 /300 ]    | -0.9750  | -3.3953  |  0.9852  |     1.0141      |   0.4298   |    0.5785    | 0.4932  |
[252 /300 ]    | -0.9794  | -3.4681  |  0.9852  |     1.0244      |   0.4474   |    0.5247    | 0.4829  |
[253 /300 ]    | -0.9861  | -3.4292  |  0.9854  |     1.0249      |   0.4415   |    0.5354    | 0.4839  |
[254 /300 ]    | -0.9956  | -3.4031  |  0.9856  |     1.0324      |   0.4389   |    0.5532    | 0.4895  |
[255 /300 ]    | -0.9704  | -3.3534  |  0.9855  |     1.0240      |   0.4452   |    0.5469    | 0.4908  |
[256 /300 ]    | -0.9865  | -3.2959  |  0.9860  |     1.0304      |   0.4227   |    0.5760    | 0.4876  |
[257 /300 ]    | -1.0229  | -3.3576  |  0.9859  |     1.0710      |   0.4411   |    0.5496    | 0.4894  |
[258 /300 ]    | -1.0287  | -3.5046  |  0.9863  |     1.0640      |   0.4516   |    0.5371    | 0.4906  |
[259 /300 ]    | -0.9495  | -3.1480  |  0.9865  |     0.9947      |   0.4241   |    0.5792    | 0.4897  |
[260 /300 ]    | -1.0097  | -3.3642  |  0.9858  |     1.0619      |   0.4012   |    0.6118    | 0.4846  |
[261 /300 ]    | -0.9933  | -3.2618  |  0.9862  |     1.0418      |   0.4395   |    0.5528    | 0.4897  |
[262 /300 ]    | -1.0207  | -3.3680  |  0.9864  |     1.0707      |   0.4229   |    0.5583    | 0.4813  |
[263 /300 ]    | -1.0175  | -3.3403  |  0.9866  |     1.0686      |   0.4334   |    0.5496    | 0.4846  |
[264 /300 ]    | -1.0253  | -3.3049  |  0.9868  |     1.0831      |   0.4402   |    0.5310    | 0.4813  |
[265 /300 ]    | -0.9971  | -3.2250  |  0.9867  |     1.0439      |   0.4567   |    0.5279    | 0.4897  |
[266 /300 ]    | -0.9819  | -3.2987  |  0.9865  |     1.0259      |   0.4292   |    0.5607    | 0.4862  |
[267 /300 ]    | -0.9594  | -3.1707  |  0.9863  |     1.0019      |   0.4381   |    0.5545    | 0.4895  |
[268 /300 ]    | -1.0034  | -3.2885  |  0.9866  |     1.0483      |   0.4501   |    0.5487    | 0.4945  |
[269 /300 ]    | -0.9773  | -3.1745  |  0.9866  |     1.0323      |   0.4397   |    0.5530    | 0.4899  |
[270 /300 ]    | -0.9884  | -3.1707  |  0.9863  |     1.0275      |   0.4215   |    0.5719    | 0.4853  |
[271 /300 ]    | -0.9754  | -3.1404  |  0.9865  |     1.0144      |   0.4433   |    0.5373    | 0.4858  |
[272 /300 ]    | -1.0128  | -3.1850  |  0.9874  |     1.0636      |   0.4680   |    0.5081    | 0.4873  |
[273 /300 ]    | -1.0333  | -3.4212  |  0.9868  |     1.0793      |   0.4280   |    0.5594    | 0.4850  |
[274 /300 ]    | -1.0230  | -3.3571  |  0.9874  |     1.0786      |   0.4396   |    0.5321    | 0.4814  |
[275 /300 ]    | -0.9516  | -3.1832  |  0.9873  |     0.9933      |   0.4319   |    0.5596    | 0.4875  |
[276 /300 ]    | -0.9876  | -3.0930  |  0.9866  |     1.0392      |   0.4245   |    0.5688    | 0.4862  |
[277 /300 ]    | -1.0003  | -3.1222  |  0.9873  |     1.0426      |   0.4293   |    0.5527    | 0.4832  |
[278 /300 ]    | -1.0303  | -2.9819  |  0.9871  |     1.0774      |   0.4421   |    0.5396    | 0.4860  |
[279 /300 ]    | -1.0104  | -3.2004  |  0.9873  |     1.0556      |   0.4327   |    0.5331    | 0.4777  |
[280 /300 ]    | -0.9974  | -3.2337  |  0.9872  |     1.0391      |   0.4376   |    0.5549    | 0.4893  |
[281 /300 ]    | -0.9942  | -3.1654  |  0.9871  |     1.0491      |   0.4163   |    0.5713    | 0.4816  |
[282 /300 ]    | -1.0160  | -2.9551  |  0.9871  |     1.0656      |   0.4396   |    0.5393    | 0.4843  |
[283 /300 ]    | -0.9694  | -3.0393  |  0.9874  |     1.0136      |   0.4177   |    0.5738    | 0.4834  |
[284 /300 ]    | -1.0459  | -3.2049  |  0.9879  |     1.0883      |   0.4244   |    0.5621    | 0.4836  |
[285 /300 ]    | -1.0096  | -3.0732  |  0.9875  |     1.0557      |   0.4330   |    0.5528    | 0.4856  |
[286 /300 ]    | -1.0541  | -3.2634  |  0.9870  |     1.1082      |   0.4164   |    0.5735    | 0.4825  |
[287 /300 ]    | -1.0439  | -3.4015  |  0.9879  |     1.0795      |   0.4190   |    0.5763    | 0.4852  |
[288 /300 ]    | -1.0154  | -3.1193  |  0.9876  |     1.0619      |   0.4097   |    0.5839    | 0.4815  |
[289 /300 ]    | -0.9881  | -3.1819  |  0.9876  |     1.0325      |   0.4103   |    0.5815    | 0.4811  |
[290 /300 ]    | -1.0248  | -2.9318  |  0.9875  |     1.0698      |   0.4333   |    0.5429    | 0.4819  |
[291 /300 ]    | -0.9794  | -3.2283  |  0.9878  |     1.0235      |   0.4416   |    0.5540    | 0.4915  |
[292 /300 ]    | -1.0354  | -3.0020  |  0.9878  |     1.0804      |   0.4545   |    0.5097    | 0.4805  |
[293 /300 ]    | -1.0165  | -2.9996  |  0.9875  |     1.0801      |   0.4215   |    0.5634    | 0.4822  |
[294 /300 ]    | -1.0517  | -3.0948  |  0.9879  |     1.0966      |   0.4351   |    0.5383    | 0.4812  |
[295 /300 ]    | -0.9883  | -3.0793  |  0.9877  |     1.0302      |   0.4338   |    0.5671    | 0.4916  |
[296 /300 ]    | -1.0028  | -3.1162  |  0.9882  |     1.0519      |   0.4350   |    0.5435    | 0.4833  |
[297 /300 ]    | -1.0081  | -3.0988  |  0.9882  |     1.0551      |   0.4356   |    0.5491    | 0.4858  |
[298 /300 ]    | -1.0158  | -3.3844  |  0.9877  |     1.0591      |   0.4446   |    0.5339    | 0.4852  |
[299 /300 ]    | -1.0639  | -3.1705  |  0.9879  |     1.1197      |   0.4222   |    0.5521    | 0.4785  |
[300 /300 ]    | -1.0369  | -2.9756  |  0.9883  |     1.0794      |   0.4132   |    0.5816    | 0.4832  |
max H: 0.507998 in epoch: 173
