Namespace(attSize=64, batch_size=512, bc=False, beta1=0.5, class_embedding='att', classifier_lr=0.001, cls_weight=0.01, consistency_weight=1, critic_iter=5, cuda=True, dataroot='/data0/docker/xingyun/mmcgan/data', dataset='APY', drop_rate=0.2, gzsl=True, image_embedding='res101', lambda1=10.0, lr=1e-05, manualSeed=1995, matdataset=True, nclass_all=32, ndh=4096, nepoch=300, netD='', netD_name='MLP_CRITIC', netG='', netG_name='MLP_G', ngh=4096, ngpu=1, nrh=4096, nrh1=1024, nrh2=512, nrh3=256, nrh4=128, nz=64, outf='./checkpoint/', outname='apy', preprocessing=True, pretrain_classifier='', print_every=1, r_hl=2, r_iteration=3, r_nz=2048, r_path='/home/xingyun/docker/mmcgan/r_param', r_weight=1, resSize=2048, reverse_iter=5, rg_hl=1, save_every=100, standardization=False, start_epoch=0, syn_num=1300, val_every=1, validation=False, workers=2)
Random Seed:  1995
# of training samples:  5932
MLP_G(
  (fc1): Linear(in_features=128, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=2048)
  (lrelu): LeakyReLU(0.2, inplace)
  (relu): ReLU(inplace)
)
MLP_CRITIC(
  (fc1): Linear(in_features=2112, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=1)
  (lrelu): LeakyReLU(0.2, inplace)
)
MLP_2HL_Dropout_R(
  (fc1): Linear(in_features=2048, out_features=1024)
  (fc2): Linear(in_features=1024, out_features=512)
  (fc3): Linear(in_features=512, out_features=64)
  (relu): ReLU(inplace)
  (lrelu): LeakyReLU(0.2, inplace)
  (dropout): Dropout(p=0.2)
)
EPOCH          |  D_cost  |  G_cost  |  R_cost  |  Wasserstein_D  |  ACC_unseen  |  ACC_seen  |    H    |
[ 1  /300 ]    | -0.7787  |  0.6967  |  0.4089  |     0.7960      |    0.0617    |   0.1083   | 0.0786  |
[ 2  /300 ]    | -0.9489  |  0.9074  |  0.4761  |     0.9817      |    0.0584    |   0.0828   | 0.0685  |
[ 3  /300 ]    | -0.7420  |  0.7241  |  0.5036  |     0.7598      |    0.0494    |   0.2703   | 0.0836  |
[ 4  /300 ]    | -0.4630  |  0.5310  |  0.5218  |     0.4698      |    0.0893    |   0.4715   | 0.1501  |
[ 5  /300 ]    | -0.2689  |  0.4236  |  0.5245  |     0.2719      |    0.1205    |   0.1899   | 0.1474  |
[ 6  /300 ]    | -0.1980  |  0.4209  |  0.5477  |     0.2009      |    0.0714    |   0.4569   | 0.1235  |
[ 7  /300 ]    | -0.2290  |  0.3532  |  0.5514  |     0.2319      |    0.0892    |   0.1969   | 0.1228  |
[ 8  /300 ]    | -0.3289  |  0.1980  |  0.5676  |     0.3320      |    0.0808    |   0.2448   | 0.1215  |
[ 9  /300 ]    | -0.5018  |  0.1023  |  0.5826  |     0.5070      |    0.1239    |   0.2484   | 0.1653  |
[ 10 /300 ]    | -0.7036  |  0.0458  |  0.5915  |     0.7138      |    0.0913    |   0.2478   | 0.1335  |
[ 11 /300 ]    | -0.8359  | -0.0269  |  0.6099  |     0.8552      |    0.0265    |   0.2548   | 0.0480  |
[ 12 /300 ]    | -0.9673  | -0.0091  |  0.6345  |     0.9955      |    0.0990    |   0.2402   | 0.1402  |
[ 13 /300 ]    | -1.0505  |  0.0001  |  0.6528  |     1.0952      |    0.0992    |   0.2326   | 0.1391  |
[ 14 /300 ]    | -1.1783  | -0.0085  |  0.6837  |     1.2390      |    0.1125    |   0.2326   | 0.1517  |
[ 15 /300 ]    | -1.2608  |  0.0897  |  0.6964  |     1.3328      |    0.1225    |   0.2052   | 0.1534  |
[ 16 /300 ]    | -1.3712  |  0.1300  |  0.7246  |     1.4608      |    0.1089    |   0.2190   | 0.1454  |
[ 17 /300 ]    | -1.4686  |  0.1643  |  0.7414  |     1.5691      |    0.1093    |   0.2289   | 0.1480  |
[ 18 /300 ]    | -1.5742  |  0.2035  |  0.7591  |     1.6842      |    0.1435    |   0.2110   | 0.1708  |
[ 19 /300 ]    | -1.7197  |  0.2175  |  0.7718  |     1.8423      |    0.1085    |   0.4574   | 0.1754  |
[ 20 /300 ]    | -1.7826  |  0.2530  |  0.7772  |     1.9076      |    0.1554    |   0.2256   | 0.1840  |
[ 21 /300 ]    | -1.8340  |  0.2785  |  0.7892  |     1.9592      |    0.1524    |   0.2165   | 0.1789  |
[ 22 /300 ]    | -1.9040  |  0.2807  |  0.8039  |     2.0247      |    0.1760    |   0.2059   | 0.1898  |
[ 23 /300 ]    | -1.9402  |  0.2927  |  0.8114  |     2.0601      |    0.1199    |   0.4320   | 0.1877  |
[ 24 /300 ]    | -1.9942  |  0.3118  |  0.8166  |     2.1197      |    0.1256    |   0.4542   | 0.1968  |
[ 25 /300 ]    | -2.0406  |  0.3159  |  0.8194  |     2.1629      |    0.1114    |   0.4555   | 0.1790  |
[ 26 /300 ]    | -2.1030  |  0.3246  |  0.8310  |     2.2207      |    0.1144    |   0.4639   | 0.1835  |
[ 27 /300 ]    | -2.1291  |  0.3357  |  0.8388  |     2.2593      |    0.1390    |   0.4465   | 0.2119  |
[ 28 /300 ]    | -2.1927  |  0.3244  |  0.8389  |     2.3250      |    0.1465    |   0.4451   | 0.2205  |
[ 29 /300 ]    | -2.1502  |  0.3363  |  0.8525  |     2.2724      |    0.1376    |   0.2147   | 0.1677  |
[ 30 /300 ]    | -2.1993  |  0.3438  |  0.8624  |     2.3316      |    0.1299    |   0.4658   | 0.2032  |
[ 31 /300 ]    | -2.1842  |  0.3299  |  0.8622  |     2.3108      |    0.1214    |   0.4776   | 0.1936  |
[ 32 /300 ]    | -2.2149  |  0.3442  |  0.8620  |     2.3462      |    0.1337    |   0.4594   | 0.2071  |
[ 33 /300 ]    | -2.1996  |  0.3112  |  0.8704  |     2.3280      |    0.1866    |   0.2318   | 0.2067  |
[ 34 /300 ]    | -2.2030  |  0.3198  |  0.8745  |     2.3263      |    0.1430    |   0.4661   | 0.2188  |
[ 35 /300 ]    | -2.2787  |  0.3027  |  0.8745  |     2.4172      |    0.1620    |   0.4680   | 0.2407  |
[ 36 /300 ]    | -2.2165  |  0.2759  |  0.8761  |     2.3501      |    0.1391    |   0.4646   | 0.2141  |
[ 37 /300 ]    | -2.2220  |  0.2744  |  0.8856  |     2.3489      |    0.1659    |   0.2345   | 0.1943  |
[ 38 /300 ]    | -2.1965  |  0.2604  |  0.8822  |     2.3256      |    0.1489    |   0.4743   | 0.2267  |
[ 39 /300 ]    | -2.1812  |  0.2351  |  0.8879  |     2.3076      |    0.1388    |   0.4513   | 0.2123  |
[ 40 /300 ]    | -2.2008  |  0.2262  |  0.8913  |     2.3274      |    0.1640    |   0.4746   | 0.2437  |
[ 41 /300 ]    | -2.1971  |  0.1944  |  0.8910  |     2.3205      |    0.1605    |   0.4596   | 0.2379  |
[ 42 /300 ]    | -2.1508  |  0.1886  |  0.8976  |     2.2673      |    0.1754    |   0.2209   | 0.1956  |
[ 43 /300 ]    | -2.1714  |  0.1575  |  0.8922  |     2.2836      |    0.1361    |   0.4646   | 0.2106  |
[ 44 /300 ]    | -2.1682  |  0.1328  |  0.8996  |     2.2890      |    0.1540    |   0.4575   | 0.2304  |
[ 45 /300 ]    | -2.1045  |  0.1123  |  0.9014  |     2.2268      |    0.1304    |   0.4621   | 0.2034  |
[ 46 /300 ]    | -2.0681  |  0.0984  |  0.9048  |     2.1812      |    0.1404    |   0.4488   | 0.2139  |
[ 47 /300 ]    | -2.0531  |  0.0680  |  0.9057  |     2.1615      |    0.1467    |   0.4436   | 0.2205  |
[ 48 /300 ]    | -2.0242  |  0.0462  |  0.9126  |     2.1268      |    0.1310    |   0.4282   | 0.2007  |
[ 49 /300 ]    | -1.9912  |  0.0295  |  0.9158  |     2.0888      |    0.1547    |   0.5490   | 0.2413  |
[ 50 /300 ]    | -1.9636  |  0.0019  |  0.9202  |     2.0632      |    0.2004    |   0.3905   | 0.2649  |
[ 51 /300 ]    | -1.9444  | -0.0071  |  0.9182  |     2.0401      |    0.1886    |   0.3967   | 0.2557  |
[ 52 /300 ]    | -1.9352  | -0.0523  |  0.9171  |     2.0267      |    0.1330    |   0.4007   | 0.1997  |
[ 53 /300 ]    | -1.9188  | -0.0805  |  0.9197  |     2.0100      |    0.1672    |   0.4008   | 0.2360  |
[ 54 /300 ]    | -1.8881  | -0.0856  |  0.9277  |     1.9795      |    0.2189    |   0.5329   | 0.3103  |
[ 55 /300 ]    | -1.8193  | -0.1476  |  0.9258  |     1.8998      |    0.1714    |   0.5097   | 0.2565  |
[ 56 /300 ]    | -1.7917  | -0.1674  |  0.9263  |     1.8681      |    0.1793    |   0.5192   | 0.2665  |
[ 57 /300 ]    | -1.7657  | -0.1616  |  0.9263  |     1.8415      |    0.1631    |   0.6080   | 0.2572  |
[ 58 /300 ]    | -1.7396  | -0.1892  |  0.9315  |     1.8145      |    0.2011    |   0.4749   | 0.2825  |
[ 59 /300 ]    | -1.7080  | -0.2422  |  0.9325  |     1.7829      |    0.2171    |   0.4977   | 0.3023  |
[ 60 /300 ]    | -1.6801  | -0.2459  |  0.9271  |     1.7532      |    0.2201    |   0.4851   | 0.3028  |
[ 61 /300 ]    | -1.6255  | -0.2861  |  0.9360  |     1.6921      |    0.2018    |   0.5905   | 0.3008  |
[ 62 /300 ]    | -1.5968  | -0.2987  |  0.9372  |     1.6599      |    0.2060    |   0.4883   | 0.2898  |
[ 63 /300 ]    | -1.5757  | -0.3339  |  0.9365  |     1.6392      |    0.2432    |   0.4648   | 0.3193  |
[ 64 /300 ]    | -1.5247  | -0.3613  |  0.9406  |     1.5827      |    0.2416    |   0.4480   | 0.3139  |
[ 65 /300 ]    | -1.5559  | -0.3948  |  0.9396  |     1.6153      |    0.2024    |   0.5662   | 0.2982  |
[ 66 /300 ]    | -1.4701  | -0.4003  |  0.9386  |     1.5286      |    0.2118    |   0.5711   | 0.3090  |
[ 67 /300 ]    | -1.4755  | -0.4459  |  0.9418  |     1.5306      |    0.2461    |   0.4264   | 0.3121  |
[ 68 /300 ]    | -1.4589  | -0.4769  |  0.9421  |     1.5154      |    0.2268    |   0.6256   | 0.3329  |
[ 69 /300 ]    | -1.4059  | -0.4658  |  0.9458  |     1.4557      |    0.2162    |   0.6280   | 0.3216  |
[ 70 /300 ]    | -1.3645  | -0.5197  |  0.9455  |     1.4132      |    0.2582    |   0.4233   | 0.3207  |
[ 71 /300 ]    | -1.3700  | -0.5403  |  0.9491  |     1.4204      |    0.2115    |   0.5220   | 0.3010  |
[ 72 /300 ]    | -1.3505  | -0.5577  |  0.9438  |     1.4012      |    0.2230    |   0.5241   | 0.3129  |
[ 73 /300 ]    | -1.3356  | -0.5528  |  0.9445  |     1.3836      |    0.2220    |   0.6588   | 0.3321  |
[ 74 /300 ]    | -1.2908  | -0.5916  |  0.9456  |     1.3396      |    0.2148    |   0.5936   | 0.3155  |
[ 75 /300 ]    | -1.2770  | -0.6132  |  0.9409  |     1.3213      |    0.2543    |   0.5797   | 0.3536  |
[ 76 /300 ]    | -1.2651  | -0.6631  |  0.9495  |     1.3053      |    0.2642    |   0.5155   | 0.3494  |
[ 77 /300 ]    | -1.2511  | -0.6370  |  0.9472  |     1.2978      |    0.2445    |   0.5894   | 0.3457  |
[ 78 /300 ]    | -1.2435  | -0.6638  |  0.9476  |     1.2830      |    0.2320    |   0.6211   | 0.3378  |
[ 79 /300 ]    | -1.2172  | -0.6753  |  0.9494  |     1.2584      |    0.2496    |   0.5764   | 0.3483  |
[ 80 /300 ]    | -1.2301  | -0.6615  |  0.9510  |     1.2730      |    0.2435    |   0.4897   | 0.3253  |
[ 81 /300 ]    | -1.2155  | -0.6855  |  0.9444  |     1.2572      |    0.2885    |   0.5792   | 0.3851  |
[ 82 /300 ]    | -1.1806  | -0.7089  |  0.9515  |     1.2213      |    0.2627    |   0.5535   | 0.3563  |
[ 83 /300 ]    | -1.2292  | -0.7218  |  0.9489  |     1.2722      |    0.2211    |   0.4974   | 0.3061  |
[ 84 /300 ]    | -1.1841  | -0.7292  |  0.9533  |     1.2235      |    0.2532    |   0.6217   | 0.3599  |
[ 85 /300 ]    | -1.1638  | -0.7727  |  0.9520  |     1.2050      |    0.2607    |   0.4707   | 0.3355  |
[ 86 /300 ]    | -1.1609  | -0.7395  |  0.9535  |     1.2016      |    0.2771    |   0.5466   | 0.3677  |
[ 87 /300 ]    | -1.1488  | -0.8045  |  0.9504  |     1.1870      |    0.2478    |   0.6104   | 0.3525  |
[ 88 /300 ]    | -1.1421  | -0.7771  |  0.9483  |     1.1830      |    0.2915    |   0.5457   | 0.3800  |
[ 89 /300 ]    | -1.1270  | -0.7649  |  0.9543  |     1.1704      |    0.3191    |   0.4441   | 0.3713  |
[ 90 /300 ]    | -1.1317  | -0.8004  |  0.9525  |     1.1746      |    0.2962    |   0.4735   | 0.3644  |
[ 91 /300 ]    | -1.0837  | -0.7885  |  0.9543  |     1.1245      |    0.2839    |   0.5464   | 0.3736  |
[ 92 /300 ]    | -1.1055  | -0.8047  |  0.9550  |     1.1478      |    0.2662    |   0.5922   | 0.3673  |
[ 93 /300 ]    | -1.0725  | -0.8055  |  0.9549  |     1.1094      |    0.2224    |   0.5367   | 0.3145  |
[ 94 /300 ]    | -1.0511  | -0.8359  |  0.9514  |     1.0877      |    0.2521    |   0.6145   | 0.3575  |
[ 95 /300 ]    | -1.0836  | -0.8216  |  0.9527  |     1.1270      |    0.2698    |   0.5223   | 0.3558  |
[ 96 /300 ]    | -1.1007  | -0.8304  |  0.9560  |     1.1397      |    0.2605    |   0.6216   | 0.3672  |
[ 97 /300 ]    | -1.0778  | -0.8055  |  0.9567  |     1.1207      |    0.2916    |   0.5799   | 0.3880  |
[ 98 /300 ]    | -1.0620  | -0.8418  |  0.9571  |     1.1039      |    0.2771    |   0.5374   | 0.3657  |
[ 99 /300 ]    | -1.0754  | -0.8431  |  0.9562  |     1.1150      |    0.2688    |   0.5784   | 0.3670  |
