Namespace(att_size=312, batch_size=512, bc=False, beta1=0.5, class_embedding='att', classifier_lr=0.001, cls_weight=0.01, consistency_weight=1, critic_iter=5, cuda=True, dataroot='/data0/docker/xingyun/mmcgan/data', dataset='CUB', drop_rate=0.2, gzsl=True, image_embedding='res101', lambda1=10.0, lr=0.0001, manualSeed=3483, matdataset=True, nclass_all=200, dis_hu=4096, nepoch=300, netD='', netD_name='MLP_CRITIC', netG='', netG_name='MLP_G', gen_hu=4096, ngpu=1, njh=170, nrgh=4096, nrgh1=1024, nrgh2=512, nrgh3=256, nrgh4=128, nrh=4096, nrh1=1024, nrh2=512, nrh3=256, nrh4=128, nz=312, outf='./checkpoint/', outname='cub', preprocessing=True, pretrain_classifier='', print_every=1, r_hl=3, r_iteration=3, r_nz=2048, r_path='/home/xingyun/docker/mmcgan/r_param', r_weight=1, res_size=2048, reverse_iter=5, rg_hl=1, save_every=100, standardization=False, start_epoch=0, syn_num=800, val_every=1, validation=False, workers=2)
Random Seed:  3483
# of training samples:  7057
MLP_G(
  (fc1): Linear(in_features=624, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=2048)
  (lrelu): LeakyReLU(0.2, inplace)
  (relu): ReLU(inplace)
)
MLP_CRITIC(
  (fc1): Linear(in_features=2360, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=1)
  (lrelu): LeakyReLU(0.2, inplace)
)
MLP_3HL_Dropout_R(
  (fc1): Linear(in_features=2048, out_features=1024)
  (fc2): Linear(in_features=1024, out_features=512)
  (fc3): Linear(in_features=512, out_features=256)
  (fc4): Linear(in_features=256, out_features=312)
  (relu): ReLU(inplace)
  (lrelu): LeakyReLU(0.2, inplace)
  (dropout): Dropout(p=0.2)
)
EPOCH          |  D_cost  |  G_cost  |  R_cost  |  Wasserstein_D  |  ACC_unseen  |  ACC_seen  |    H    |
[ 1  /300 ]    | -0.6820  | -0.1413  |  0.6588  |     0.6915      |    0.0151    |   0.0406   | 0.0220  |
[ 2  /300 ]    | -1.1945  | -0.4986  |  0.7082  |     1.2103      |    0.0166    |   0.2907   | 0.0314  |
[ 3  /300 ]    | -1.6328  | -0.4440  |  0.7236  |     1.6715      |    0.0209    |   0.2405   | 0.0385  |
[ 4  /300 ]    | -1.9967  | -0.2340  |  0.7303  |     2.1055      |    0.0244    |   0.4028   | 0.0460  |
[ 5  /300 ]    | -2.1346  | -0.3300  |  0.7388  |     2.2340      |    0.0450    |   0.2964   | 0.0781  |
[ 6  /300 ]    | -2.2367  | -0.3254  |  0.7418  |     2.4311      |    0.0438    |   0.1200   | 0.0641  |
[ 7  /300 ]    | -2.2741  | -0.4470  |  0.7430  |     2.3844      |    0.0540    |   0.1207   | 0.0746  |
[ 8  /300 ]    | -2.3010  | -0.4847  |  0.7478  |     2.4174      |    0.0579    |   0.3097   | 0.0976  |
[ 9  /300 ]    | -2.2573  | -0.5120  |  0.7472  |     2.3678      |    0.0591    |   0.2941   | 0.0985  |
[ 10 /300 ]    | -2.2493  | -0.5285  |  0.7571  |     2.3439      |    0.0937    |   0.2786   | 0.1402  |
[ 11 /300 ]    | -2.1258  | -0.5114  |  0.7600  |     2.2257      |    0.0987    |   0.2199   | 0.1362  |
[ 12 /300 ]    | -2.0954  | -0.5431  |  0.7620  |     2.1687      |    0.0967    |   0.3399   | 0.1506  |
[ 13 /300 ]    | -1.9686  | -0.4615  |  0.7645  |     2.0495      |    0.1225    |   0.2909   | 0.1724  |
[ 14 /300 ]    | -1.9208  | -0.4482  |  0.7849  |     1.9989      |    0.1947    |   0.2295   | 0.2107  |
[ 15 /300 ]    | -1.7901  | -0.4024  |  0.7987  |     1.8556      |    0.1496    |   0.4024   | 0.2182  |
