Namespace(attSize=85, batch_size=512, bc=False, beta1=0.5, class_embedding='att', classifier_lr=0.001, cls_weight=0.01, consistency_weight=1, critic_iter=5, cuda=True, dataroot='/data0/docker/xingyun/mmcgan/data', dataset='AWA2', drop_rate=0.2, gzsl=True, image_embedding='res101', lambda1=10.0, lr=1e-05, manualSeed=9182, matdataset=True, nclass_all=50, ndh=4096, nepoch=300, netD='', netD_name='MLP_CRITIC', netG='', netG_name='MLP_G', ngh=4096, ngpu=1, njh=170, nrgh=4096, nrgh1=1024, nrgh2=512, nrgh3=256, nrgh4=128, nrh=4096, nrh1=1024, nrh2=512, nrh3=256, nrh4=128, nz=85, outf='./checkpoint/', outname='awa2', preprocessing=True, pretrain_classifier='', print_every=1, r_hl=4, r_iteration=3, r_nz=2048, r_path='/home/xingyun/docker/mmcgan/r_param', r_weight=1, resSize=2048, reverse_iter=5, rg_hl=1, save_every=100, standardization=False, start_epoch=0, syn_num=2000, val_every=1, validation=False, workers=2)
Random Seed:  9182
# of training samples:  23527
MLP_G(
  (fc1): Linear(in_features=170, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=2048)
  (lrelu): LeakyReLU(0.2, inplace)
  (relu): ReLU(inplace)
)
MLP_CRITIC(
  (fc1): Linear(in_features=2133, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=1)
  (lrelu): LeakyReLU(0.2, inplace)
)
MLP_4HL_Dropout_R(
  (fc1): Linear(in_features=2048, out_features=1024)
  (fc2): Linear(in_features=1024, out_features=512)
  (fc3): Linear(in_features=512, out_features=256)
  (fc4): Linear(in_features=256, out_features=128)
  (fc5): Linear(in_features=128, out_features=85)
  (relu): ReLU(inplace)
  (lrelu): LeakyReLU(0.2, inplace)
  (dropout): Dropout(p=0.2)
)
EPOCH          |  D_cost  |  G_cost  |  R_cost  |  Wasserstein_D  |  ACC_unseen  |  ACC_seen  |    H    |
[ 1  /300 ]    | -0.6256  |  0.8059  |  0.6818  |     0.6352      |    0.0441    |   0.1823   | 0.0710  |
[ 2  /300 ]    | -0.2051  |  0.1241  |  0.7311  |     0.2074      |    0.1184    |   0.1785   | 0.1424  |
[ 3  /300 ]    | -0.6099  | -0.2122  |  0.7527  |     0.6191      |    0.0589    |   0.6581   | 0.1082  |
[ 4  /300 ]    | -0.9641  | -0.1603  |  0.7576  |     1.0117      |    0.0885    |   0.1808   | 0.1188  |
[ 5  /300 ]    | -1.3331  | -0.1081  |  0.7735  |     1.4110      |    0.1265    |   0.1753   | 0.1470  |
[ 6  /300 ]    | -1.6392  |  0.0595  |  0.7794  |     1.7545      |    0.0954    |   0.1740   | 0.1232  |
[ 7  /300 ]    | -1.7889  |  0.1174  |  0.7860  |     1.8951      |    0.1215    |   0.2402   | 0.1614  |
[ 8  /300 ]    | -1.8459  |  0.0989  |  0.7819  |     1.9529      |    0.1192    |   0.2994   | 0.1705  |
[ 9  /300 ]    | -1.9479  |  0.0699  |  0.7861  |     2.0482      |    0.0631    |   0.3482   | 0.1069  |
[ 10 /300 ]    | -1.9061  |  0.0201  |  0.7836  |     2.0090      |    0.0921    |   0.3527   | 0.1460  |
[ 11 /300 ]    | -1.8431  | -0.0207  |  0.7851  |     1.9411      |    0.0984    |   0.3509   | 0.1537  |
[ 12 /300 ]    | -1.8358  | -0.0685  |  0.7980  |     1.9242      |    0.0864    |   0.3186   | 0.1359  |
[ 13 /300 ]    | -1.7476  | -0.1258  |  0.7869  |     1.8288      |    0.1298    |   0.2922   | 0.1798  |
[ 14 /300 ]    | -1.6944  | -0.1624  |  0.7838  |     1.7669      |    0.1032    |   0.2448   | 0.1452  |
[ 15 /300 ]    | -1.6287  | -0.1804  |  0.7910  |     1.6962      |    0.1443    |   0.2274   | 0.1766  |
[ 16 /300 ]    | -1.5607  | -0.2266  |  0.7983  |     1.6246      |    0.1593    |   0.6243   | 0.2538  |
[ 17 /300 ]    | -1.4943  | -0.2598  |  0.8009  |     1.5537      |    0.1718    |   0.6058   | 0.2677  |
[ 18 /300 ]    | -1.4064  | -0.3116  |  0.8163  |     1.4575      |    0.2396    |   0.1695   | 0.1985  |
[ 19 /300 ]    | -1.3715  | -0.3204  |  0.8316  |     1.4184      |    0.1751    |   0.5816   | 0.2692  |
[ 20 /300 ]    | -1.3098  | -0.3530  |  0.8413  |     1.3539      |    0.1897    |   0.5715   | 0.2848  |
[ 21 /300 ]    | -1.2453  | -0.3838  |  0.8438  |     1.2885      |    0.2238    |   0.5506   | 0.3182  |
[ 22 /300 ]    | -1.1870  | -0.4123  |  0.8540  |     1.2298      |    0.2705    |   0.5395   | 0.3603  |
[ 23 /300 ]    | -1.1824  | -0.4325  |  0.8593  |     1.2206      |    0.2087    |   0.6755   | 0.3189  |
[ 24 /300 ]    | -1.1765  | -0.4434  |  0.8641  |     1.2183      |    0.2984    |   0.5044   | 0.3749  |
[ 25 /300 ]    | -1.1050  | -0.5236  |  0.8708  |     1.1413      |    0.2539    |   0.5122   | 0.3395  |
[ 26 /300 ]    | -1.0929  | -0.4663  |  0.8788  |     1.1324      |    0.2568    |   0.4854   | 0.3359  |
[ 27 /300 ]    | -1.0656  | -0.5251  |  0.8807  |     1.1030      |    0.2963    |   0.4735   | 0.3645  |
[ 28 /300 ]    | -1.0696  | -0.5421  |  0.8869  |     1.1094      |    0.3364    |   0.4581   | 0.3879  |
[ 29 /300 ]    | -1.0426  | -0.5784  |  0.8914  |     1.0792      |    0.3031    |   0.4577   | 0.3646  |
[ 30 /300 ]    | -1.0136  | -0.5108  |  0.8954  |     1.0503      |    0.2884    |   0.6220   | 0.3941  |
[ 31 /300 ]    | -0.9905  | -0.5467  |  0.8970  |     1.0300      |    0.3708    |   0.4258   | 0.3964  |
[ 32 /300 ]    | -1.0444  | -0.5392  |  0.8981  |     1.0835      |    0.3187    |   0.6008   | 0.4165  |
[ 33 /300 ]    | -1.0131  | -0.5627  |  0.9025  |     1.0518      |    0.3126    |   0.6114   | 0.4137  |
[ 34 /300 ]    | -1.0215  | -0.5741  |  0.9044  |     1.0613      |    0.2843    |   0.6047   | 0.3868  |
[ 35 /300 ]    | -0.9906  | -0.5617  |  0.9080  |     1.0319      |    0.3785    |   0.5936   | 0.4623  |
[ 36 /300 ]    | -0.9932  | -0.5612  |  0.9138  |     1.0292      |    0.4306    |   0.4015   | 0.4155  |
[ 37 /300 ]    | -0.9846  | -0.5744  |  0.9156  |     1.0231      |    0.3345    |   0.5928   | 0.4277  |
[ 38 /300 ]    | -0.9767  | -0.6714  |  0.9195  |     1.0174      |    0.3146    |   0.7227   | 0.4384  |
[ 39 /300 ]    | -0.9762  | -0.5680  |  0.9218  |     1.0149      |    0.3746    |   0.6695   | 0.4804  |
[ 40 /300 ]    | -0.9492  | -0.6368  |  0.9232  |     0.9892      |    0.4259    |   0.5670   | 0.4864  |
[ 41 /300 ]    | -0.9479  | -0.6902  |  0.9247  |     0.9879      |    0.3357    |   0.6662   | 0.4465  |
[ 42 /300 ]    | -0.9865  | -0.6974  |  0.9275  |     1.0321      |    0.3493    |   0.7045   | 0.4671  |
[ 43 /300 ]    | -0.9247  | -0.6581  |  0.9313  |     0.9667      |    0.4178    |   0.5666   | 0.4810  |
[ 44 /300 ]    | -0.9673  | -0.7158  |  0.9284  |     1.0136      |    0.4563    |   0.5626   | 0.5039  |
[ 45 /300 ]    | -0.9483  | -0.7181  |  0.9318  |     0.9895      |    0.4311    |   0.6514   | 0.5188  |
[ 46 /300 ]    | -0.9754  | -0.7192  |  0.9340  |     1.0207      |    0.4893    |   0.5622   | 0.5232  |
[ 47 /300 ]    | -0.9683  | -0.7619  |  0.9337  |     1.0202      |    0.4724    |   0.5482   | 0.5075  |
[ 48 /300 ]    | -0.9645  | -0.7978  |  0.9349  |     1.0085      |    0.4358    |   0.6414   | 0.5190  |
[ 49 /300 ]    | -0.9587  | -0.8328  |  0.9388  |     1.0058      |    0.4074    |   0.6428   | 0.4987  |
[ 50 /300 ]    | -0.9253  | -0.8237  |  0.9415  |     0.9699      |    0.4240    |   0.6915   | 0.5257  |
[ 51 /300 ]    | -0.9514  | -0.8142  |  0.9421  |     0.9981      |    0.4565    |   0.6369   | 0.5318  |
[ 52 /300 ]    | -0.9710  | -0.8077  |  0.9441  |     1.0185      |    0.4591    |   0.6286   | 0.5306  |
[ 53 /300 ]    | -0.9085  | -0.8807  |  0.9472  |     0.9519      |    0.4669    |   0.6458   | 0.5420  |
[ 54 /300 ]    | -0.9203  | -0.8903  |  0.9463  |     0.9659      |    0.4879    |   0.6337   | 0.5513  |
[ 55 /300 ]    | -0.9209  | -0.9066  |  0.9488  |     0.9673      |    0.5029    |   0.6322   | 0.5602  |
[ 56 /300 ]    | -0.9369  | -0.9145  |  0.9503  |     0.9838      |    0.4798    |   0.6483   | 0.5515  |
[ 57 /300 ]    | -0.8898  | -0.9469  |  0.9523  |     0.9381      |    0.4805    |   0.6346   | 0.5469  |
[ 58 /300 ]    | -0.9256  | -0.9898  |  0.9526  |     0.9730      |    0.4741    |   0.6793   | 0.5584  |
[ 59 /300 ]    | -0.9569  | -0.9816  |  0.9531  |     1.0023      |    0.4804    |   0.6872   | 0.5655  |
[ 60 /300 ]    | -0.8986  | -0.9736  |  0.9551  |     0.9415      |    0.4997    |   0.6329   | 0.5585  |
[ 61 /300 ]    | -0.9188  | -0.9880  |  0.9570  |     0.9646      |    0.5004    |   0.6343   | 0.5595  |
[ 62 /300 ]    | -0.9224  | -1.0327  |  0.9566  |     0.9691      |    0.5010    |   0.6392   | 0.5617  |
[ 63 /300 ]    | -0.9199  | -1.0765  |  0.9576  |     0.9627      |    0.5018    |   0.6364   | 0.5612  |
[ 64 /300 ]    | -0.9141  | -1.0467  |  0.9591  |     0.9598      |    0.5228    |   0.6362   | 0.5740  |
