Namespace(attSize=1024, batch_size=1024, bc=False, beta1=0.5, class_embedding='att', classifier_lr=0.001, cls_weight=0.1, consistency_weight=1, critic_iter=5, cuda=True, dataroot='/data0/docker/xingyun/mmcgan/data', dataset='FLO', drop_rate=0.2, gzsl=True, image_embedding='res101', lambda1=10.0, lr=0.0001, manualSeed=806, matdataset=True, nclass_all=102, ndh=4096, nepoch=300, netD='', netD_name='MLP_CRITIC', netG='', netG_name='MLP_G', ngh=4096, ngpu=1, nrh=4096, nrh1=1024, nrh2=512, nrh3=312, nrh4=156, nz=1024, outf='./checkpoint/', outname='flowers', preprocessing=True, pretrain_classifier='', print_every=1, r_hl=1, r_iteration=3, r_path='/home/xingyun/docker/mmcgan/r_param', r_weight=1, resSize=2048, reverse_iter=5, save_every=100, standardization=False, start_epoch=0, syn_num=800, val_every=1, validation=False, workers=2)
Random Seed:  806
# of training samples:  5631
MLP_G(
  (fc1): Linear(in_features=2048, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=2048)
  (lrelu): LeakyReLU(0.2, inplace)
  (relu): ReLU(inplace)
)
MLP_CRITIC(
  (fc1): Linear(in_features=3072, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=1)
  (lrelu): LeakyReLU(0.2, inplace)
)
MLP_1HL_Dropout_R(
  (fc1): Linear(in_features=2048, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=1024)
  (lrelu): LeakyReLU(0.2, inplace)
  (relu): ReLU(inplace)
  (dropout): Dropout(p=0.2)
)
EPOCH          |  D_cost  |  G_cost  |  R_cost  |  Wasserstein_D  |  ACC_seen  |  ACC_unseen  |    H    |
[149 /300 ]    | -1.6983  |  0.1787  |  0.7709  |     1.7782      |   0.4126   |    0.7831    | 0.5405  |
[150 /300 ]    | -1.6792  |  0.2400  |  0.7715  |     1.7613      |   0.4306   |    0.7412    | 0.5447  |
[151 /300 ]    | -1.6763  |  0.1270  |  0.7723  |     1.7581      |   0.4169   |    0.7340    | 0.5317  |
[152 /300 ]    | -1.6884  |  0.0514  |  0.7717  |     1.7490      |   0.4179   |    0.7376    | 0.5335  |
[153 /300 ]    | -1.6773  |  0.0939  |  0.7720  |     1.7601      |   0.4444   |    0.7691    | 0.5633  |
[154 /300 ]    | -1.6848  |  0.1479  |  0.7714  |     1.7584      |   0.4536   |    0.6923    | 0.5481  |
[155 /300 ]    | -1.6597  |  0.1627  |  0.7723  |     1.7257      |   0.4303   |    0.7376    | 0.5435  |
[156 /300 ]    | -1.6678  |  0.1602  |  0.7716  |     1.7435      |   0.4173   |    0.7816    | 0.5441  |
[157 /300 ]    | -1.6480  |  0.1811  |  0.7721  |     1.7276      |   0.4259   |    0.7242    | 0.5364  |
[158 /300 ]    | -1.6412  |  0.0912  |  0.7711  |     1.7071      |   0.4085   |    0.7970    | 0.5401  |
[159 /300 ]    | -1.6237  |  0.0761  |  0.7724  |     1.6909      |   0.4039   |    0.7845    | 0.5332  |
[160 /300 ]    | -1.6483  |  0.0345  |  0.7726  |     1.7194      |   0.4158   |    0.7720    | 0.5405  |
[161 /300 ]    | -1.5837  |  0.1034  |  0.7730  |     1.6536      |   0.4400   |    0.7429    | 0.5527  |
[162 /300 ]    | -1.5937  |  0.0479  |  0.7740  |     1.6603      |   0.4424   |    0.6968    | 0.5412  |
[163 /300 ]    | -1.6058  |  0.1916  |  0.7720  |     1.7006      |   0.4289   |    0.7787    | 0.5531  |
[164 /300 ]    | -1.6182  |  0.0830  |  0.7724  |     1.6935      |   0.4416   |    0.7132    | 0.5455  |
[165 /300 ]    | -1.6078  |  0.0973  |  0.7730  |     1.6766      |   0.4412   |    0.7574    | 0.5576  |
[166 /300 ]    | -1.5920  |  0.0883  |  0.7728  |     1.6544      |   0.4427   |    0.7406    | 0.5542  |
[167 /300 ]    | -1.6084  |  0.0270  |  0.7733  |     1.6732      |   0.4520   |    0.7112    | 0.5527  |
[168 /300 ]    | -1.5867  |  0.0613  |  0.7738  |     1.6587      |   0.4703   |    0.6796    | 0.5559  |
[169 /300 ]    | -1.5669  |  0.1006  |  0.7741  |     1.6312      |   0.4449   |    0.7078    | 0.5464  |
[170 /300 ]    | -1.5933  |  0.1021  |  0.7731  |     1.6591      |   0.4715   |    0.7076    | 0.5659  |
[171 /300 ]    | -1.5692  |  0.0126  |  0.7726  |     1.6329      |   0.4376   |    0.7415    | 0.5504  |
[172 /300 ]    | -1.5416  | -0.0122  |  0.7735  |     1.6055      |   0.4559   |    0.7062    | 0.5541  |
[173 /300 ]    | -1.5496  |  0.0696  |  0.7744  |     1.6221      |   0.4551   |    0.7103    | 0.5548  |
[174 /300 ]    | -1.5461  |  0.0451  |  0.7740  |     1.6146      |   0.4490   |    0.7073    | 0.5493  |
[175 /300 ]    | -1.5611  | -0.0230  |  0.7736  |     1.6230      |   0.4421   |    0.7601    | 0.5590  |
[176 /300 ]    | -1.5501  | -0.1048  |  0.7731  |     1.6083      |   0.4681   |    0.7088    | 0.5639  |
[177 /300 ]    | -1.5350  | -0.0003  |  0.7734  |     1.5995      |   0.4569   |    0.7321    | 0.5627  |
[178 /300 ]    | -1.5458  |  0.0389  |  0.7742  |     1.6133      |   0.4588   |    0.7053    | 0.5560  |
[179 /300 ]    | -1.5400  |  0.0575  |  0.7744  |     1.6123      |   0.4741   |    0.6745    | 0.5569  |
[180 /300 ]    | -1.5319  | -0.0139  |  0.7747  |     1.6070      |   0.4640   |    0.6964    | 0.5570  |
[181 /300 ]    | -1.4895  | -0.0756  |  0.7751  |     1.5525      |   0.4734   |    0.7088    | 0.5677  |
[182 /300 ]    | -1.5001  | -0.0411  |  0.7750  |     1.5618      |   0.4471   |    0.7626    | 0.5637  |
[183 /300 ]    | -1.5136  | -0.1418  |  0.7744  |     1.5796      |   0.4731   |    0.7408    | 0.5774  |
[184 /300 ]    | -1.5161  | -0.1539  |  0.7740  |     1.5723      |   0.4393   |    0.7575    | 0.5561  |
[185 /300 ]    | -1.4825  | -0.1345  |  0.7751  |     1.5450      |   0.4580   |    0.7499    | 0.5687  |
[186 /300 ]    | -1.4830  | -0.1730  |  0.7747  |     1.5475      |   0.4695   |    0.7231    | 0.5693  |
[187 /300 ]    | -1.4912  | -0.1344  |  0.7754  |     1.5551      |   0.4344   |    0.7732    | 0.5563  |
[188 /300 ]    | -1.4463  | -0.1568  |  0.7750  |     1.5131      |   0.4694   |    0.7155    | 0.5669  |
[189 /300 ]    | -1.4885  | -0.2672  |  0.7747  |     1.5499      |   0.4507   |    0.7757    | 0.5701  |
[190 /300 ]    | -1.4822  | -0.2732  |  0.7742  |     1.5487      |   0.4758   |    0.7264    | 0.5750  |
[191 /300 ]    | -1.4521  | -0.2953  |  0.7751  |     1.5148      |   0.4775   |    0.7395    | 0.5803  |
[192 /300 ]    | -1.4307  | -0.2349  |  0.7753  |     1.4982      |   0.4721   |    0.7282    | 0.5728  |
[193 /300 ]    | -1.4139  | -0.3207  |  0.7743  |     1.4729      |   0.4821   |    0.7285    | 0.5802  |
[194 /300 ]    | -1.4404  | -0.2796  |  0.7746  |     1.5019      |   0.4803   |    0.7668    | 0.5906  |
[195 /300 ]    | -1.4147  | -0.3351  |  0.7756  |     1.4773      |   0.4728   |    0.7489    | 0.5797  |
[196 /300 ]    | -1.4281  | -0.4760  |  0.7752  |     1.4852      |   0.4943   |    0.7089    | 0.5825  |
[197 /300 ]    | -1.4314  | -0.4264  |  0.7760  |     1.4932      |   0.4640   |    0.7653    | 0.5777  |
[198 /300 ]    | -1.4374  | -0.3368  |  0.7750  |     1.5074      |   0.4668   |    0.7917    | 0.5873  |
[199 /300 ]    | -1.4154  | -0.4805  |  0.7753  |     1.4748      |   0.4792   |    0.7605    | 0.5879  |
[200 /300 ]    | -1.4070  | -0.4366  |  0.7762  |     1.4738      |   0.4886   |    0.7371    | 0.5877  |
[201 /300 ]    | -1.4300  | -0.5099  |  0.7759  |     1.4905      |   0.4873   |    0.7683    | 0.5964  |
[202 /300 ]    | -1.3669  | -0.5562  |  0.7746  |     1.4236      |   0.4781   |    0.7781    | 0.5923  |
[203 /300 ]    | -1.3908  | -0.6484  |  0.7752  |     1.4481      |   0.4932   |    0.7256    | 0.5872  |
[204 /300 ]    | -1.3882  | -0.6207  |  0.7754  |     1.4462      |   0.4946   |    0.7299    | 0.5896  |
[205 /300 ]    | -1.3861  | -0.6954  |  0.7754  |     1.4407      |   0.4766   |    0.7574    | 0.5850  |
[206 /300 ]    | -1.3717  | -0.6519  |  0.7762  |     1.4289      |   0.5180   |    0.7215    | 0.6030  |
[207 /300 ]    | -1.3778  | -0.7107  |  0.7758  |     1.4363      |   0.4806   |    0.7755    | 0.5934  |
[208 /300 ]    | -1.3960  | -0.6894  |  0.7759  |     1.4639      |   0.5004   |    0.7574    | 0.6027  |
[209 /300 ]    | -1.3508  | -0.8292  |  0.7755  |     1.4140      |   0.4893   |    0.7954    | 0.6059  |
[210 /300 ]    | -1.3399  | -0.8120  |  0.7753  |     1.3965      |   0.5232   |    0.7104    | 0.6026  |
[211 /300 ]    | -1.3761  | -0.7978  |  0.7771  |     1.4412      |   0.5069   |    0.7578    | 0.6074  |
[212 /300 ]    | -1.3565  | -0.9088  |  0.7759  |     1.4162      |   0.5045   |    0.7339    | 0.5980  |
[213 /300 ]    | -1.3436  | -0.9577  |  0.7770  |     1.4065      |   0.5079   |    0.7664    | 0.6109  |
[214 /300 ]    | -1.3376  | -1.0075  |  0.7760  |     1.3912      |   0.4953   |    0.7739    | 0.6040  |
[215 /300 ]    | -1.3361  | -0.9577  |  0.7773  |     1.3941      |   0.5020   |    0.7693    | 0.6075  |
[216 /300 ]    | -1.3283  | -0.9926  |  0.7758  |     1.3844      |   0.5043   |    0.7898    | 0.6155  |
[217 /300 ]    | -1.3225  | -1.0077  |  0.7759  |     1.3827      |   0.4975   |    0.7783    | 0.6070  |
[218 /300 ]    | -1.3203  | -1.0794  |  0.7768  |     1.3762      |   0.5154   |    0.7771    | 0.6197  |
[219 /300 ]    | -1.3388  | -1.0887  |  0.7769  |     1.3974      |   0.5005   |    0.7862    | 0.6116  |
[220 /300 ]    | -1.3154  | -1.0949  |  0.7777  |     1.3736      |   0.5232   |    0.7754    | 0.6248  |
[221 /300 ]    | -1.3034  | -1.2188  |  0.7770  |     1.3592      |   0.5338   |    0.7323    | 0.6175  |
[222 /300 ]    | -1.3214  | -1.1899  |  0.7769  |     1.3838      |   0.5188   |    0.7347    | 0.6082  |
[223 /300 ]    | -1.2893  | -1.2837  |  0.7773  |     1.3460      |   0.5148   |    0.7994    | 0.6263  |
[224 /300 ]    | -1.2910  | -1.2243  |  0.7776  |     1.3521      |   0.5446   |    0.7525    | 0.6319  |
[225 /300 ]    | -1.2964  | -1.3490  |  0.7783  |     1.3513      |   0.5392   |    0.7280    | 0.6196  |
[226 /300 ]    | -1.2794  | -1.3121  |  0.7772  |     1.3389      |   0.5551   |    0.7272    | 0.6296  |
[227 /300 ]    | -1.2811  | -1.4432  |  0.7785  |     1.3346      |   0.5462   |    0.7493    | 0.6318  |
[228 /300 ]    | -1.2948  | -1.4389  |  0.7786  |     1.3493      |   0.5254   |    0.7592    | 0.6210  |
[229 /300 ]    | -1.3200  | -1.5081  |  0.7776  |     1.3778      |   0.5339   |    0.7908    | 0.6375  |
[230 /300 ]    | -1.3147  | -1.6027  |  0.7793  |     1.3687      |   0.5083   |    0.7995    | 0.6215  |
[231 /300 ]    | -1.2831  | -1.4555  |  0.7789  |     1.3390      |   0.5284   |    0.7594    | 0.6232  |
[232 /300 ]    | -1.2761  | -1.5331  |  0.7782  |     1.3343      |   0.5354   |    0.7914    | 0.6387  |
[233 /300 ]    | -1.2999  | -1.5557  |  0.7783  |     1.3518      |   0.5289   |    0.7614    | 0.6242  |
[234 /300 ]    | -1.2585  | -1.5978  |  0.7778  |     1.3162      |   0.5389   |    0.7799    | 0.6374  |
[235 /300 ]    | -1.2696  | -1.7511  |  0.7791  |     1.3257      |   0.5339   |    0.7940    | 0.6385  |
[236 /300 ]    | -1.2769  | -1.7139  |  0.7785  |     1.3285      |   0.5534   |    0.7503    | 0.6370  |
[237 /300 ]    | -1.2727  | -1.7321  |  0.7785  |     1.3289      |   0.5329   |    0.8062    | 0.6416  |
[238 /300 ]    | -1.2533  | -1.8319  |  0.7801  |     1.3090      |   0.5271   |    0.7828    | 0.6300  |
[239 /300 ]    | -1.3012  | -1.8574  |  0.7789  |     1.3604      |   0.5500   |    0.7525    | 0.6355  |
[240 /300 ]    | -1.2341  | -1.8410  |  0.7797  |     1.2892      |   0.5368   |    0.7615    | 0.6297  |
[241 /300 ]    | -1.2342  | -1.8636  |  0.7796  |     1.2844      |   0.5345   |    0.8078    | 0.6433  |
[242 /300 ]    | -1.2394  | -1.8456  |  0.7789  |     1.2991      |   0.5256   |    0.8010    | 0.6347  |
[243 /300 ]    | -1.2663  | -1.9570  |  0.7784  |     1.3222      |   0.5585   |    0.7859    | 0.6530  |
[244 /300 ]    | -1.2216  | -1.9883  |  0.7795  |     1.2773      |   0.5461   |    0.8012    | 0.6495  |
[245 /300 ]    | -1.2199  | -1.9470  |  0.7801  |     1.2765      |   0.5256   |    0.8011    | 0.6348  |
[246 /300 ]    | -1.2450  | -2.0145  |  0.7786  |     1.3012      |   0.5336   |    0.7951    | 0.6386  |
[247 /300 ]    | -1.2499  | -2.0292  |  0.7795  |     1.3083      |   0.5291   |    0.7627    | 0.6248  |
[248 /300 ]    | -1.2386  | -2.0694  |  0.7791  |     1.2932      |   0.5452   |    0.7685    | 0.6378  |
[249 /300 ]    | -1.2385  | -2.2171  |  0.7787  |     1.2933      |   0.5414   |    0.7561    | 0.6310  |
[250 /300 ]    | -1.1983  | -2.0603  |  0.7793  |     1.2511      |   0.5233   |    0.7737    | 0.6243  |
[251 /300 ]    | -1.2333  | -2.1022  |  0.7795  |     1.2897      |   0.5461   |    0.7865    | 0.6446  |
[252 /300 ]    | -1.2433  | -2.1709  |  0.7782  |     1.3000      |   0.5652   |    0.7439    | 0.6424  |
[253 /300 ]    | -1.2194  | -2.2957  |  0.7796  |     1.2731      |   0.5378   |    0.7706    | 0.6335  |
[254 /300 ]    | -1.2265  | -2.1455  |  0.7789  |     1.2841      |   0.5385   |    0.7713    | 0.6342  |
[255 /300 ]    | -1.2390  | -2.3370  |  0.7797  |     1.2920      |   0.5647   |    0.7677    | 0.6507  |
[256 /300 ]    | -1.2270  | -2.2851  |  0.7801  |     1.2852      |   0.5682   |    0.7540    | 0.6480  |
[257 /300 ]    | -1.2378  | -2.3980  |  0.7798  |     1.2959      |   0.5367   |    0.7895    | 0.6390  |
[258 /300 ]    | -1.2267  | -2.3533  |  0.7799  |     1.2865      |   0.5525   |    0.7836    | 0.6481  |
[259 /300 ]    | -1.2203  | -2.3750  |  0.7797  |     1.2761      |   0.5542   |    0.7747    | 0.6462  |
[260 /300 ]    | -1.2181  | -2.4098  |  0.7784  |     1.2849      |   0.5441   |    0.7994    | 0.6474  |
[261 /300 ]    | -1.2316  | -2.4418  |  0.7793  |     1.2857      |   0.5616   |    0.7583    | 0.6453  |
[262 /300 ]    | -1.2285  | -2.5168  |  0.7798  |     1.2890      |   0.5415   |    0.7920    | 0.6432  |
[263 /300 ]    | -1.2217  | -2.4928  |  0.7789  |     1.2775      |   0.5434   |    0.7685    | 0.6367  |
[264 /300 ]    | -1.2094  | -2.5880  |  0.7795  |     1.2653      |   0.5553   |    0.7436    | 0.6358  |
[265 /300 ]    | -1.1904  | -2.5102  |  0.7796  |     1.2458      |   0.5369   |    0.7842    | 0.6374  |
[266 /300 ]    | -1.2163  | -2.5946  |  0.7798  |     1.2722      |   0.5498   |    0.7855    | 0.6468  |
[267 /300 ]    | -1.2064  | -2.6044  |  0.7799  |     1.2620      |   0.5616   |    0.7617    | 0.6465  |
[268 /300 ]    | -1.2045  | -2.6033  |  0.7810  |     1.2575      |   0.5573   |    0.7761    | 0.6487  |
[269 /300 ]    | -1.2222  | -2.5765  |  0.7796  |     1.2844      |   0.5561   |    0.7911    | 0.6531  |
[270 /300 ]    | -1.1800  | -2.6571  |  0.7804  |     1.2351      |   0.5555   |    0.7814    | 0.6493  |
[271 /300 ]    | -1.1757  | -2.7243  |  0.7793  |     1.2323      |   0.5457   |    0.7923    | 0.6463  |
[272 /300 ]    | -1.1859  | -2.8095  |  0.7782  |     1.2434      |   0.5599   |    0.7894    | 0.6551  |
[273 /300 ]    | -1.2123  | -2.8231  |  0.7801  |     1.2671      |   0.5341   |    0.7906    | 0.6375  |
[274 /300 ]    | -1.1830  | -2.7634  |  0.7797  |     1.2423      |   0.5324   |    0.7983    | 0.6388  |
[275 /300 ]    | -1.1975  | -2.7942  |  0.7811  |     1.2526      |   0.5559   |    0.7888    | 0.6522  |
[276 /300 ]    | -1.1956  | -2.7713  |  0.7784  |     1.2547      |   0.5662   |    0.7296    | 0.6376  |
[277 /300 ]    | -1.2040  | -2.8540  |  0.7792  |     1.2595      |   0.5526   |    0.8123    | 0.6577  |
[278 /300 ]    | -1.1770  | -2.9442  |  0.7793  |     1.2308      |   0.5539   |    0.7874    | 0.6503  |
[279 /300 ]    | -1.2029  | -2.8937  |  0.7810  |     1.2620      |   0.5763   |    0.7663    | 0.6578  |
[280 /300 ]    | -1.2135  | -2.9985  |  0.7804  |     1.2723      |   0.5610   |    0.7561    | 0.6441  |
[281 /300 ]    | -1.2046  | -2.8568  |  0.7810  |     1.2598      |   0.5765   |    0.7475    | 0.6510  |
[282 /300 ]    | -1.1501  | -2.9263  |  0.7793  |     1.2055      |   0.5453   |    0.7817    | 0.6425  |
[283 /300 ]    | -1.1810  | -2.8801  |  0.7812  |     1.2380      |   0.5537   |    0.7978    | 0.6537  |
[284 /300 ]    | -1.2155  | -2.9908  |  0.7809  |     1.2733      |   0.5569   |    0.7774    | 0.6489  |
[285 /300 ]    | -1.1830  | -2.9668  |  0.7803  |     1.2378      |   0.5550   |    0.8200    | 0.6619  |
[286 /300 ]    | -1.2038  | -3.0695  |  0.7796  |     1.2618      |   0.5756   |    0.7562    | 0.6537  |
[287 /300 ]    | -1.2005  | -2.9949  |  0.7791  |     1.2606      |   0.5592   |    0.7639    | 0.6457  |
[288 /300 ]    | -1.1800  | -2.9085  |  0.7804  |     1.2377      |   0.5721   |    0.7787    | 0.6596  |
[289 /300 ]    | -1.1893  | -3.0938  |  0.7808  |     1.2469      |   0.5407   |    0.7987    | 0.6449  |
[290 /300 ]    | -1.1964  | -3.1962  |  0.7813  |     1.2479      |   0.5413   |    0.8130    | 0.6499  |
[291 /300 ]    | -1.2261  | -3.0617  |  0.7814  |     1.2836      |   0.5445   |    0.8064    | 0.6501  |
[292 /300 ]    | -1.1782  | -3.1479  |  0.7810  |     1.2341      |   0.5490   |    0.8233    | 0.6587  |
[293 /300 ]    | -1.2005  | -3.1104  |  0.7816  |     1.2574      |   0.5606   |    0.7679    | 0.6481  |
[294 /300 ]    | -1.1724  | -3.2240  |  0.7804  |     1.2318      |   0.5742   |    0.7590    | 0.6538  |
[295 /300 ]    | -1.1714  | -3.2346  |  0.7796  |     1.2210      |   0.5741   |    0.7379    | 0.6458  |
[296 /300 ]    | -1.1951  | -3.3721  |  0.7807  |     1.2473      |   0.5698   |    0.7969    | 0.6645  |
[297 /300 ]    | -1.1700  | -3.1477  |  0.7815  |     1.2274      |   0.5679   |    0.7675    | 0.6528  |
[298 /300 ]    | -1.1784  | -3.2932  |  0.7808  |     1.2317      |   0.5580   |    0.7960    | 0.6560  |
[299 /300 ]    | -1.1631  | -3.2538  |  0.7813  |     1.2194      |   0.5687   |    0.7787    | 0.6574  |
[300 /300 ]    | -1.1538  | -3.3146  |  0.7806  |     1.2042      |   0.5537   |    0.7958    | 0.6530  |
max H: 0.664484 in epoch: 295
