Namespace(attSize=1024, batch_size=256, bc=False, beta1=0.5, class_embedding='att', classifier_lr=0.001, cls_weight=0.1, consistency_weight=1, critic_iter=5, cuda=True, dataroot='/data0/docker/xingyun/mmcgan/data', dataset='FLO', drop_rate=0.2, gzsl=True, image_embedding='res101', lambda1=10.0, lr=0.0001, manualSeed=806, matdataset=True, nclass_all=102, ndh=4096, nepoch=300, netD='', netD_name='MLP_CRITIC', netG='', netG_name='MLP_G', ngh=4096, ngpu=1, njh=170, nrgh=4096, nrgh1=1024, nrgh2=512, nrgh3=256, nrgh4=128, nrh=4096, nrh1=1024, nrh2=512, nrh3=256, nrh4=128, nz=1024, outf='./checkpoint/', outname='flowers', preprocessing=True, pretrain_classifier='', print_every=1, r_hl=4, r_iteration=3, r_nz=2048, r_path='/home/xingyun/docker/mmcgan/r_param', r_weight=1, resSize=2048, reverse_iter=5, rg_hl=1, save_every=100, standardization=False, start_epoch=0, syn_num=800, val_every=1, validation=False, workers=2)
Random Seed:  806
# of training samples:  5631
MLP_G(
  (fc1): Linear(in_features=2048, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=2048)
  (lrelu): LeakyReLU(0.2, inplace)
  (relu): ReLU(inplace)
)
MLP_CRITIC(
  (fc1): Linear(in_features=3072, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=1)
  (lrelu): LeakyReLU(0.2, inplace)
)
MLP_4HL_Dropout_R(
  (fc1): Linear(in_features=2048, out_features=1024)
  (fc2): Linear(in_features=1024, out_features=512)
  (fc3): Linear(in_features=512, out_features=256)
  (fc4): Linear(in_features=256, out_features=128)
  (fc5): Linear(in_features=128, out_features=1024)
  (relu): ReLU(inplace)
  (lrelu): LeakyReLU(0.2, inplace)
  (dropout): Dropout(p=0.2)
)
EPOCH          |  D_cost  |  G_cost  |  R_cost  |  Wasserstein_D  |  ACC_unseen  |  ACC_seen  |    H    |
[ 1  /300 ]    | -1.4300  | -1.3249  |  0.6987  |     1.4482      |    0.0688    |   0.1132   | 0.0856  |
[ 2  /300 ]    | -1.9146  | -1.3563  |  0.7213  |     1.9333      |    0.0383    |   0.1008   | 0.0555  |
[ 3  /300 ]    | -2.3033  | -1.0370  |  0.7263  |     2.3531      |    0.0348    |   0.4085   | 0.0642  |
[ 4  /300 ]    | -2.3659  | -0.8794  |  0.7218  |     2.5240      |    0.0700    |   0.0539   | 0.0609  |
[ 5  /300 ]    | -2.5118  | -0.7833  |  0.7218  |     2.7258      |    0.0419    |   0.1175   | 0.0618  |
[ 6  /300 ]    | -2.6262  | -0.8920  |  0.7218  |     2.7719      |    0.0444    |   0.1034   | 0.0621  |
[ 7  /300 ]    | -2.6919  | -0.8133  |  0.7259  |     2.8326      |    0.0539    |   0.2153   | 0.0862  |
[ 8  /300 ]    | -2.7269  | -0.7630  |  0.7265  |     2.8782      |    0.0210    |   0.7294   | 0.0408  |
[ 9  /300 ]    | -2.7597  | -0.7979  |  0.7269  |     2.9162      |    0.0433    |   0.5612   | 0.0804  |
[ 10 /300 ]    | -2.8086  | -0.7375  |  0.7226  |     2.9802      |    0.0480    |   0.1993   | 0.0773  |
[ 11 /300 ]    | -2.8466  | -0.7364  |  0.7227  |     3.0621      |    0.0811    |   0.3746   | 0.1333  |
[ 12 /300 ]    | -2.8119  | -0.7164  |  0.7198  |     2.9744      |    0.0750    |   0.3505   | 0.1236  |
[ 13 /300 ]    | -2.7815  | -0.7436  |  0.7234  |     2.9393      |    0.1023    |   0.1789   | 0.1302  |
[ 14 /300 ]    | -2.7331  | -0.6715  |  0.7223  |     2.9338      |    0.1065    |   0.3293   | 0.1609  |
[ 15 /300 ]    | -2.8895  | -0.7305  |  0.7219  |     3.0294      |    0.1255    |   0.3118   | 0.1790  |
