Namespace(att_size=1024, batch_size=128, bc=False, beta1=0.5, class_embedding='att', classifier_lr=0.001, cls_weight=0.1, consistency_weight=1, critic_iter=5, cuda=True, dataroot='/data0/docker/xingyun/mmcgan/data', dataset='FLO', drop_rate=0.2, gzsl=True, image_embedding='res101', lambda1=10.0, lr=0.0001, manualSeed=806, matdataset=True, nclass_all=102, dis_hu=4096, nepoch=300, netD='', netD_name='MLP_CRITIC', netG='', netG_name='MLP_G', gen_hu=4096, ngpu=1, njh=170, nrgh=4096, nrgh1=1024, nrgh2=512, nrgh3=256, nrgh4=128, nrh=4096, nrh1=1024, nrh2=512, nrh3=256, nrh4=128, nz=1024, outf='./checkpoint/', outname='flowers', preprocessing=True, pretrain_classifier='', print_every=1, r_hl=4, r_iteration=3, r_nz=2048, r_path='/home/xingyun/docker/mmcgan/r_param', r_weight=1, res_size=2048, reverse_iter=5, rg_hl=1, save_every=100, standardization=False, start_epoch=0, syn_num=800, val_every=1, validation=False, workers=2)
Random Seed:  806
# of training samples:  5631
MLP_G(
  (fc1): Linear(in_features=2048, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=2048)
  (lrelu): LeakyReLU(0.2, inplace)
  (relu): ReLU(inplace)
)
MLP_CRITIC(
  (fc1): Linear(in_features=3072, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=1)
  (lrelu): LeakyReLU(0.2, inplace)
)
MLP_4HL_Dropout_R(
  (fc1): Linear(in_features=2048, out_features=1024)
  (fc2): Linear(in_features=1024, out_features=512)
  (fc3): Linear(in_features=512, out_features=256)
  (fc4): Linear(in_features=256, out_features=128)
  (fc5): Linear(in_features=128, out_features=1024)
  (relu): ReLU(inplace)
  (lrelu): LeakyReLU(0.2, inplace)
  (dropout): Dropout(p=0.2)
)
EPOCH          |  D_cost  |  G_cost  |  R_cost  |  Wasserstein_D  |  ACC_unseen  |  ACC_seen  |    H    |
[ 1  /300 ]    | -1.8119  | -1.3486  |  0.7194  |     1.8240      |    0.0621    |   0.2868   | 0.1021  |
[ 2  /300 ]    | -2.3470  | -0.8989  |  0.7214  |     2.4618      |    0.0406    |   0.3340   | 0.0724  |
[ 3  /300 ]    | -2.4962  | -0.8764  |  0.7267  |     2.7019      |    0.0274    |   0.2887   | 0.0500  |
[ 4  /300 ]    | -2.7143  | -0.7695  |  0.7217  |     2.8687      |    0.0468    |   0.4220   | 0.0842  |
[ 5  /300 ]    | -2.8201  | -0.7421  |  0.7198  |     2.9904      |    0.0504    |   0.5623   | 0.0925  |
[ 6  /300 ]    | -2.8371  | -0.6322  |  0.7161  |     3.0823      |    0.0903    |   0.2022   | 0.1249  |
[ 7  /300 ]    | -2.9030  | -0.6761  |  0.7283  |     3.0498      |    0.0771    |   0.3641   | 0.1273  |
[ 8  /300 ]    | -2.8974  | -0.5753  |  0.7242  |     3.1066      |    0.1218    |   0.3357   | 0.1787  |
[ 9  /300 ]    | -2.8375  | -0.5064  |  0.7245  |     2.9888      |    0.1337    |   0.5707   | 0.2166  |
[ 10 /300 ]    | -2.7710  | -0.3768  |  0.7272  |     2.9510      |    0.2116    |   0.4094   | 0.2790  |
[ 11 /300 ]    | -2.6957  | -0.2875  |  0.7329  |     2.8804      |    0.1772    |   0.5157   | 0.2638  |
[ 12 /300 ]    | -2.6384  | -0.1851  |  0.7377  |     2.8352      |    0.2600    |   0.4685   | 0.3344  |
[ 13 /300 ]    | -2.6330  | -0.0559  |  0.7386  |     2.7878      |    0.2438    |   0.4474   | 0.3156  |
[ 14 /300 ]    | -2.5293  | -0.1174  |  0.7430  |     2.6811      |    0.2956    |   0.5169   | 0.3762  |
[ 15 /300 ]    | -2.5774  |  0.0014  |  0.7488  |     2.7259      |    0.2994    |   0.4994   | 0.3744  |
