Namespace(attSize=85, batch_size=1024, bc=False, beta1=0.5, class_embedding='att', classifier_lr=0.001, cls_weight=0.01, consistency_weight=1, critic_iter=5, cuda=True, dataroot='/data0/docker/xingyun/mmcgan/data', dataset='AWA1', drop_rate=0.2, gzsl=True, image_embedding='res101', lambda1=10.0, lr=1e-05, manualSeed=9182, matdataset=True, nclass_all=50, ndh=4096, nepoch=300, netD='', netD_name='MLP_CRITIC', netG='', netG_name='MLP_G', ngh=4096, ngpu=1, njh=170, nrgh=4096, nrgh1=1024, nrgh2=512, nrgh3=256, nrgh4=128, nrh=4096, nrh1=1024, nrh2=512, nrh3=256, nrh4=128, nz=85, outf='./checkpoint/', outname='awa', preprocessing=True, pretrain_classifier='', print_every=1, r_hl=4, r_iteration=3, r_nz=2048, r_path='/home/xingyun/docker/mmcgan/r_param', r_weight=1, resSize=2048, reverse_iter=5, rg_hl=1, save_every=100, standardization=False, start_epoch=0, syn_num=3200, val_every=1, validation=False, workers=2)
Random Seed:  9182
# of training samples:  19832
MLP_G(
  (fc1): Linear(in_features=170, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=2048)
  (lrelu): LeakyReLU(0.2, inplace)
  (relu): ReLU(inplace)
)
MLP_CRITIC(
  (fc1): Linear(in_features=2133, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=1)
  (lrelu): LeakyReLU(0.2, inplace)
)
MLP_4HL_Dropout_R(
  (fc1): Linear(in_features=2048, out_features=1024)
  (fc2): Linear(in_features=1024, out_features=512)
  (fc3): Linear(in_features=512, out_features=256)
  (fc4): Linear(in_features=256, out_features=128)
  (fc5): Linear(in_features=128, out_features=85)
  (relu): ReLU(inplace)
  (lrelu): LeakyReLU(0.2, inplace)
  (dropout): Dropout(p=0.2)
)
EPOCH          |  D_cost  |  G_cost  |  R_cost  |  Wasserstein_D  |  ACC_unseen  |  ACC_seen  |    H    |
[ 1  /300 ]    | -1.1901  |  1.4289  |  0.5899  |     1.2378      |    0.0812    |   0.3906   | 0.1345  |
[ 2  /300 ]    | -0.7107  |  0.8845  |  0.6580  |     0.7251      |    0.1010    |   0.1823   | 0.1300  |
[ 3  /300 ]    | -0.2893  |  0.4942  |  0.6959  |     0.2917      |    0.0867    |   0.4094   | 0.1431  |
[ 4  /300 ]    | -0.1599  |  0.2357  |  0.7198  |     0.1620      |    0.1025    |   0.5627   | 0.1735  |
[ 5  /300 ]    | -0.2427  |  0.0189  |  0.7343  |     0.2452      |    0.0885    |   0.4418   | 0.1475  |
[ 6  /300 ]    | -0.4255  | -0.1597  |  0.7444  |     0.4290      |    0.0607    |   0.6078   | 0.1104  |
[ 7  /300 ]    | -0.6647  | -0.1423  |  0.7485  |     0.6736      |    0.0703    |   0.6078   | 0.1261  |
[ 8  /300 ]    | -0.8241  | -0.1792  |  0.7549  |     0.8430      |    0.1008    |   0.4563   | 0.1651  |
[ 9  /300 ]    | -0.9723  | -0.1469  |  0.7589  |     1.0087      |    0.0940    |   0.4258   | 0.1540  |
[ 10 /300 ]    | -1.1116  | -0.0828  |  0.7634  |     1.1644      |    0.0925    |   0.4243   | 0.1519  |
[ 11 /300 ]    | -1.2996  | -0.0813  |  0.7649  |     1.3730      |    0.1116    |   0.5477   | 0.1855  |
[ 12 /300 ]    | -1.4417  |  0.0302  |  0.7675  |     1.5326      |    0.1302    |   0.3909   | 0.1953  |
[ 13 /300 ]    | -1.6108  |  0.0752  |  0.7720  |     1.7120      |    0.0793    |   0.4019   | 0.1325  |
[ 14 /300 ]    | -1.7196  |  0.1513  |  0.7747  |     1.8287      |    0.1267    |   0.5486   | 0.2058  |
[ 15 /300 ]    | -1.8203  |  0.1680  |  0.7766  |     1.9272      |    0.1568    |   0.4028   | 0.2257  |
