Namespace(attSize=85, batch_size=2048, bc=False, beta1=0.5, class_embedding='att', classifier_lr=0.001, cls_weight=0.01, consistency_weight=1, critic_iter=5, cuda=True, dataroot='/data0/docker/xingyun/mmcgan/data', dataset='AWA1', drop_rate=0.2, gzsl=True, image_embedding='res101', lambda1=10.0, lr=1e-05, manualSeed=9182, matdataset=True, nclass_all=50, ndh=4096, nepoch=300, netD='', netD_name='MLP_CRITIC', netG='', netG_name='MLP_G', ngh=4096, ngpu=1, njh=170, nrgh=4096, nrgh1=1024, nrgh2=512, nrgh3=256, nrgh4=128, nrh=4096, nrh1=1024, nrh2=512, nrh3=256, nrh4=128, nz=85, outf='./checkpoint/', outname='awa', preprocessing=True, pretrain_classifier='', print_every=1, r_hl=4, r_iteration=3, r_nz=2048, r_path='/home/xingyun/docker/mmcgan/r_param', r_weight=1, resSize=2048, reverse_iter=5, rg_hl=1, save_every=100, standardization=False, start_epoch=0, syn_num=3200, val_every=1, validation=False, workers=2)
Random Seed:  9182
# of training samples:  19832
MLP_G(
  (fc1): Linear(in_features=170, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=2048)
  (lrelu): LeakyReLU(0.2, inplace)
  (relu): ReLU(inplace)
)
MLP_CRITIC(
  (fc1): Linear(in_features=2133, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=1)
  (lrelu): LeakyReLU(0.2, inplace)
)
MLP_4HL_Dropout_R(
  (fc1): Linear(in_features=2048, out_features=1024)
  (fc2): Linear(in_features=1024, out_features=512)
  (fc3): Linear(in_features=512, out_features=256)
  (fc4): Linear(in_features=256, out_features=128)
  (fc5): Linear(in_features=128, out_features=85)
  (relu): ReLU(inplace)
  (lrelu): LeakyReLU(0.2, inplace)
  (dropout): Dropout(p=0.2)
)
EPOCH          |  D_cost  |  G_cost  |  R_cost  |  Wasserstein_D  |  ACC_unseen  |  ACC_seen  |    H    |
[ 1  /300 ]    | -0.9449  |  1.1515  |  0.5148  |     0.9621      |    0.0695    |   0.4828   | 0.1216  |
[ 2  /300 ]    | -1.1922  |  1.4143  |  0.5932  |     1.2389      |    0.0457    |   0.3913   | 0.0819  |
[ 3  /300 ]    | -0.9884  |  1.1749  |  0.6308  |     1.0185      |    0.0728    |   0.2771   | 0.1153  |
[ 4  /300 ]    | -0.6961  |  0.8834  |  0.6587  |     0.7104      |    0.0765    |   0.4869   | 0.1322  |
[ 5  /300 ]    | -0.4530  |  0.6461  |  0.6849  |     0.4583      |    0.1007    |   0.5834   | 0.1718  |
[ 6  /300 ]    | -0.2668  |  0.4918  |  0.6963  |     0.2690      |    0.0973    |   0.4147   | 0.1576  |
[ 7  /300 ]    | -0.1755  |  0.3730  |  0.7135  |     0.1775      |    0.0552    |   0.6417   | 0.1016  |
[ 8  /300 ]    | -0.1601  |  0.2300  |  0.7195  |     0.1623      |    0.1341    |   0.4159   | 0.2028  |
[ 9  /300 ]    | -0.2017  |  0.1282  |  0.7275  |     0.2039      |    0.0703    |   0.4314   | 0.1209  |
[ 10 /300 ]    | -0.2558  | -0.0045  |  0.7355  |     0.2583      |    0.1087    |   0.4436   | 0.1746  |
[ 11 /300 ]    | -0.3351  | -0.1558  |  0.7375  |     0.3377      |    0.0576    |   0.4601   | 0.1024  |
[ 12 /300 ]    | -0.4555  | -0.1795  |  0.7425  |     0.4594      |    0.0858    |   0.6098   | 0.1504  |
[ 13 /300 ]    | -0.5875  | -0.1703  |  0.7484  |     0.5944      |    0.0625    |   0.4793   | 0.1105  |
[ 14 /300 ]    | -0.6924  | -0.1755  |  0.7487  |     0.7027      |    0.0689    |   0.4654   | 0.1200  |
[ 15 /300 ]    | -0.7905  | -0.1790  |  0.7566  |     0.8075      |    0.1169    |   0.4565   | 0.1861  |
[ 16 /300 ]    | -0.8569  | -0.1709  |  0.7572  |     0.8807      |    0.0805    |   0.4476   | 0.1364  |
[ 17 /300 ]    | -0.9288  | -0.1555  |  0.7603  |     0.9605      |    0.1082    |   0.4371   | 0.1735  |
[ 18 /300 ]    | -1.0112  | -0.1176  |  0.7633  |     1.0534      |    0.1549    |   0.4300   | 0.2278  |
[ 19 /300 ]    | -1.0848  | -0.1015  |  0.7653  |     1.1369      |    0.1295    |   0.4278   | 0.1988  |
[ 20 /300 ]    | -1.1753  | -0.0868  |  0.7645  |     1.2347      |    0.0872    |   0.4131   | 0.1440  |
[ 21 /300 ]    | -1.2509  | -0.0589  |  0.7673  |     1.3235      |    0.1281    |   0.4169   | 0.1959  |
[ 22 /300 ]    | -1.3339  | -0.0256  |  0.7684  |     1.4143      |    0.0989    |   0.4009   | 0.1586  |
[ 23 /300 ]    | -1.4252  | -0.0164  |  0.7697  |     1.5108      |    0.1057    |   0.4003   | 0.1672  |
[ 24 /300 ]    | -1.5117  |  0.0211  |  0.7755  |     1.6045      |    0.1248    |   0.5500   | 0.2034  |
[ 25 /300 ]    | -1.5816  |  0.0705  |  0.7776  |     1.6785      |    0.1660    |   0.4054   | 0.2356  |
[ 26 /300 ]    | -1.6600  |  0.1217  |  0.7743  |     1.7665      |    0.1067    |   0.5427   | 0.1784  |
[ 27 /300 ]    | -1.7201  |  0.1527  |  0.7765  |     1.8258      |    0.1287    |   0.3891   | 0.1934  |
[ 28 /300 ]    | -1.7659  |  0.1702  |  0.7790  |     1.8741      |    0.1245    |   0.6297   | 0.2079  |
[ 29 /300 ]    | -1.7962  |  0.1725  |  0.7780  |     1.9065      |    0.1772    |   0.4117   | 0.2478  |
[ 30 /300 ]    | -1.8457  |  0.1691  |  0.7813  |     1.9573      |    0.1279    |   0.4184   | 0.1960  |
[ 31 /300 ]    | -1.8592  |  0.1821  |  0.7774  |     1.9700      |    0.1314    |   0.3997   | 0.1978  |
[ 32 /300 ]    | -1.8820  |  0.1931  |  0.7775  |     1.9934      |    0.1392    |   0.4339   | 0.2108  |
[ 33 /300 ]    | -1.9129  |  0.1985  |  0.7822  |     2.0183      |    0.1216    |   0.5691   | 0.2004  |
[ 34 /300 ]    | -1.9289  |  0.1976  |  0.7829  |     2.0364      |    0.1325    |   0.4238   | 0.2019  |
[ 35 /300 ]    | -1.9348  |  0.1929  |  0.7826  |     2.0411      |    0.1745    |   0.4379   | 0.2495  |
[ 36 /300 ]    | -1.9683  |  0.1938  |  0.7825  |     2.0748      |    0.1530    |   0.4551   | 0.2290  |
[ 37 /300 ]    | -1.9596  |  0.1866  |  0.7817  |     2.0676      |    0.1353    |   0.4547   | 0.2086  |
[ 38 /300 ]    | -1.9654  |  0.1741  |  0.7820  |     2.0715      |    0.1455    |   0.4484   | 0.2197  |
[ 39 /300 ]    | -1.9648  |  0.1680  |  0.7815  |     2.0709      |    0.1160    |   0.5941   | 0.1942  |
[ 40 /300 ]    | -1.9817  |  0.1629  |  0.7785  |     2.0896      |    0.0997    |   0.4741   | 0.1647  |
[ 41 /300 ]    | -1.9783  |  0.1457  |  0.7789  |     2.0839      |    0.1297    |   0.4869   | 0.2049  |
[ 42 /300 ]    | -1.9746  |  0.1403  |  0.7838  |     2.0851      |    0.0999    |   0.4743   | 0.1650  |
[ 43 /300 ]    | -1.9747  |  0.1271  |  0.7821  |     2.0794      |    0.1094    |   0.2497   | 0.1522  |
[ 44 /300 ]    | -1.9507  |  0.1143  |  0.7845  |     2.0561      |    0.1829    |   0.4872   | 0.2660  |
[ 45 /300 ]    | -1.9642  |  0.1019  |  0.7835  |     2.0650      |    0.1589    |   0.4849   | 0.2394  |
[ 46 /300 ]    | -1.9704  |  0.0867  |  0.7801  |     2.0756      |    0.1595    |   0.2254   | 0.1868  |
[ 47 /300 ]    | -1.9474  |  0.0732  |  0.7815  |     2.0513      |    0.1666    |   0.4733   | 0.2465  |
[ 48 /300 ]    | -1.9516  |  0.0587  |  0.7820  |     2.0497      |    0.2158    |   0.2260   | 0.2208  |
[ 49 /300 ]    | -1.9469  |  0.0463  |  0.7833  |     2.0425      |    0.1117    |   0.4793   | 0.1812  |
[ 50 /300 ]    | -1.9488  |  0.0471  |  0.7816  |     2.0489      |    0.1680    |   0.4684   | 0.2473  |
[ 51 /300 ]    | -1.9187  |  0.0352  |  0.7839  |     2.0127      |    0.1367    |   0.4697   | 0.2118  |
[ 52 /300 ]    | -1.9053  |  0.0275  |  0.7825  |     2.0005      |    0.1164    |   0.4797   | 0.1873  |
[ 53 /300 ]    | -1.9104  |  0.0172  |  0.7848  |     2.0049      |    0.1570    |   0.4641   | 0.2346  |
