Namespace(attSize=85, batch_size=64, bc=False, beta1=0.5, class_embedding='att', classifier_lr=0.001, cls_weight=0.01, consistency_weight=1, critic_iter=5, cuda=True, dataroot='/data0/docker/xingyun/mmcgan/data', dataset='AWA1', drop_rate=0.2, gzsl=True, image_embedding='res101', lambda1=10.0, lr=1e-05, manualSeed=9182, matdataset=True, nclass_all=50, ndh=4096, nepoch=300, netD='', netD_name='MLP_CRITIC', netG='', netG_name='MLP_G', ngh=4096, ngpu=1, njh=170, nrgh=4096, nrgh1=1024, nrgh2=512, nrgh3=256, nrgh4=128, nrh=4096, nrh1=1024, nrh2=512, nrh3=256, nrh4=128, nz=85, outf='./checkpoint/', outname='awa', preprocessing=True, pretrain_classifier='', print_every=1, r_hl=4, r_iteration=3, r_nz=2048, r_path='/home/xingyun/docker/mmcgan/r_param', r_weight=1, resSize=2048, reverse_iter=5, rg_hl=1, save_every=100, standardization=False, start_epoch=0, syn_num=3200, val_every=1, validation=False, workers=2)
Random Seed:  9182
# of training samples:  19832
MLP_G(
  (fc1): Linear(in_features=170, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=2048)
  (lrelu): LeakyReLU(0.2, inplace)
  (relu): ReLU(inplace)
)
MLP_CRITIC(
  (fc1): Linear(in_features=2133, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=1)
  (lrelu): LeakyReLU(0.2, inplace)
)
MLP_4HL_Dropout_R(
  (fc1): Linear(in_features=2048, out_features=1024)
  (fc2): Linear(in_features=1024, out_features=512)
  (fc3): Linear(in_features=512, out_features=256)
  (fc4): Linear(in_features=256, out_features=128)
  (fc5): Linear(in_features=128, out_features=85)
  (relu): ReLU(inplace)
  (lrelu): LeakyReLU(0.2, inplace)
  (dropout): Dropout(p=0.2)
)
EPOCH          |  D_cost  |  G_cost  |  R_cost  |  Wasserstein_D  |  ACC_unseen  |  ACC_seen  |    H    |
[ 1  /300 ]    | -1.2321  | -0.0721  |  0.7524  |     1.3058      |    0.1005    |   0.6463   | 0.1739  |
[ 2  /300 ]    | -1.8703  |  0.0535  |  0.7709  |     1.9784      |    0.1765    |   0.4420   | 0.2522  |
[ 3  /300 ]    | -1.5931  | -0.1272  |  0.7825  |     1.6733      |    0.1902    |   0.5614   | 0.2841  |
[ 4  /300 ]    | -1.2850  | -0.2169  |  0.7882  |     1.3309      |    0.2677    |   0.4624   | 0.3391  |
[ 5  /300 ]    | -1.0057  | -0.4841  |  0.8343  |     1.0360      |    0.2803    |   0.6832   | 0.3975  |
[ 6  /300 ]    | -0.8899  | -0.5846  |  0.8649  |     0.9232      |    0.3159    |   0.6478   | 0.4247  |
[ 7  /300 ]    | -0.9049  | -0.6001  |  0.8857  |     0.9435      |    0.3464    |   0.6343   | 0.4481  |
[ 8  /300 ]    | -0.7923  | -0.5406  |  0.8969  |     0.8245      |    0.3672    |   0.6645   | 0.4730  |
[ 9  /300 ]    | -0.6737  | -0.5711  |  0.9127  |     0.6997      |    0.4413    |   0.5891   | 0.5046  |
[ 10 /300 ]    | -0.6979  | -0.5874  |  0.9244  |     0.7247      |    0.4288    |   0.6166   | 0.5059  |
[ 11 /300 ]    | -0.6765  | -0.7187  |  0.9236  |     0.7091      |    0.4190    |   0.6639   | 0.5138  |
[ 12 /300 ]    | -0.7038  | -0.7068  |  0.9358  |     0.7412      |    0.4471    |   0.6130   | 0.5171  |
[ 13 /300 ]    | -0.6744  | -0.7579  |  0.9398  |     0.6965      |    0.4540    |   0.6349   | 0.5294  |
[ 14 /300 ]    | -0.7727  | -0.7652  |  0.9397  |     0.8055      |    0.4828    |   0.6326   | 0.5476  |
[ 15 /300 ]    | -0.7074  | -0.7894  |  0.9475  |     0.7470      |    0.4883    |   0.6534   | 0.5589  |
