Namespace(attSize=85, batch_size=256, bc=False, beta1=0.5, class_embedding='att', classifier_lr=0.001, cls_weight=0.01, consistency_weight=1, critic_iter=5, cuda=True, dataroot='/data0/docker/xingyun/mmcgan/data', dataset='AWA1', drop_rate=0.2, gzsl=True, image_embedding='res101', lambda1=10.0, lr=1e-05, manualSeed=9182, matdataset=True, nclass_all=50, ndh=4096, nepoch=300, netD='', netD_name='MLP_CRITIC', netG='', netG_name='MLP_G', ngh=4096, ngpu=1, njh=170, nrgh=4096, nrgh1=1024, nrgh2=512, nrgh3=256, nrgh4=128, nrh=4096, nrh1=1024, nrh2=512, nrh3=256, nrh4=128, nz=85, outf='./checkpoint/', outname='awa', preprocessing=True, pretrain_classifier='', print_every=1, r_hl=4, r_iteration=3, r_nz=2048, r_path='/home/xingyun/docker/mmcgan/r_param', r_weight=1, resSize=2048, reverse_iter=5, rg_hl=1, save_every=100, standardization=False, start_epoch=0, syn_num=3200, val_every=1, validation=False, workers=2)
Random Seed:  9182
# of training samples:  19832
MLP_G(
  (fc1): Linear(in_features=170, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=2048)
  (lrelu): LeakyReLU(0.2, inplace)
  (relu): ReLU(inplace)
)
MLP_CRITIC(
  (fc1): Linear(in_features=2133, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=1)
  (lrelu): LeakyReLU(0.2, inplace)
)
MLP_4HL_Dropout_R(
  (fc1): Linear(in_features=2048, out_features=1024)
  (fc2): Linear(in_features=1024, out_features=512)
  (fc3): Linear(in_features=512, out_features=256)
  (fc4): Linear(in_features=256, out_features=128)
  (fc5): Linear(in_features=128, out_features=85)
  (relu): ReLU(inplace)
  (lrelu): LeakyReLU(0.2, inplace)
  (dropout): Dropout(p=0.2)
)
EPOCH          |  D_cost  |  G_cost  |  R_cost  |  Wasserstein_D  |  ACC_unseen  |  ACC_seen  |    H    |
[ 1  /300 ]    | -0.1707  |  0.3360  |  0.7129  |     0.1726      |    0.1048    |   0.4215   | 0.1678  |
[ 2  /300 ]    | -0.6477  | -0.1259  |  0.7429  |     0.6549      |    0.1022    |   0.4480   | 0.1664  |
[ 3  /300 ]    | -1.1767  | -0.0971  |  0.7714  |     1.2354      |    0.1226    |   0.5658   | 0.2016  |
[ 4  /300 ]    | -1.7077  |  0.0931  |  0.7715  |     1.8135      |    0.1514    |   0.3894   | 0.2180  |
[ 5  /300 ]    | -1.9058  |  0.1572  |  0.7809  |     2.0137      |    0.1174    |   0.4380   | 0.1851  |
[ 6  /300 ]    | -1.8951  |  0.1083  |  0.7865  |     2.0049      |    0.1823    |   0.2066   | 0.1937  |
[ 7  /300 ]    | -1.8948  |  0.0355  |  0.7886  |     1.9945      |    0.1139    |   0.4652   | 0.1831  |
[ 8  /300 ]    | -1.7689  | -0.0446  |  0.7867  |     1.8525      |    0.2003    |   0.4559   | 0.2783  |
[ 9  /300 ]    | -1.7482  | -0.1004  |  0.7843  |     1.8273      |    0.2158    |   0.4351   | 0.2885  |
[ 10 /300 ]    | -1.5394  | -0.1592  |  0.7882  |     1.6009      |    0.2059    |   0.3856   | 0.2685  |
[ 11 /300 ]    | -1.4318  | -0.2410  |  0.7793  |     1.4835      |    0.2666    |   0.5023   | 0.3483  |
[ 12 /300 ]    | -1.2811  | -0.2845  |  0.8010  |     1.3239      |    0.2462    |   0.5698   | 0.3438  |
[ 13 /300 ]    | -1.2430  | -0.3515  |  0.8188  |     1.2874      |    0.2226    |   0.4332   | 0.2940  |
[ 14 /300 ]    | -1.1826  | -0.3984  |  0.8339  |     1.2240      |    0.2554    |   0.5844   | 0.3554  |
[ 15 /300 ]    | -1.0490  | -0.4341  |  0.8494  |     1.0857      |    0.3069    |   0.6132   | 0.4091  |
[ 16 /300 ]    | -1.0058  | -0.4478  |  0.8611  |     1.0396      |    0.3132    |   0.5870   | 0.4085  |
[ 17 /300 ]    | -0.9915  | -0.5049  |  0.8687  |     1.0220      |    0.3273    |   0.6711   | 0.4400  |
[ 18 /300 ]    | -0.9687  | -0.4724  |  0.8765  |     1.0007      |    0.3390    |   0.5745   | 0.4264  |
[ 19 /300 ]    | -0.9445  | -0.4926  |  0.8856  |     0.9765      |    0.3687    |   0.6033   | 0.4577  |
[ 20 /300 ]    | -0.8343  | -0.4488  |  0.8869  |     0.8696      |    0.3771    |   0.5910   | 0.4604  |
[ 21 /300 ]    | -0.8312  | -0.4668  |  0.8947  |     0.8654      |    0.4081    |   0.5824   | 0.4799  |
[ 22 /300 ]    | -0.9179  | -0.5505  |  0.8987  |     0.9502      |    0.3829    |   0.6143   | 0.4718  |
[ 23 /300 ]    | -0.7977  | -0.5612  |  0.9011  |     0.8225      |    0.4053    |   0.5995   | 0.4836  |
[ 24 /300 ]    | -0.8605  | -0.5264  |  0.9068  |     0.8920      |    0.4176    |   0.6321   | 0.5030  |
[ 25 /300 ]    | -0.8519  | -0.5100  |  0.9111  |     0.8816      |    0.4287    |   0.5977   | 0.4993  |
