Namespace(attSize=85, batch_size=1024, bc=False, beta1=0.5, class_embedding='att', classifier_lr=0.001, cls_weight=0.01, consistency_weight=1, critic_iter=5, cuda=True, dataroot='/data0/docker/xingyun/mmcgan/data', dataset='AWA2', drop_rate=0.2, gzsl=True, image_embedding='res101', lambda1=10.0, lr=1e-05, manualSeed=9182, matdataset=True, nclass_all=50, ndh=4096, nepoch=300, netD='', netD_name='MLP_CRITIC', netG='', netG_name='MLP_G', ngh=4096, ngpu=1, nrh=4096, nrh1=1024, nrh2=512, nrh3=312, nrh4=156, nz=85, outf='./checkpoint/', outname='awa2', preprocessing=True, pretrain_classifier='', print_every=1, r_hl=1, r_iteration=3, r_path='/home/xingyun/docker/mmcgan/r_param', r_weight=1, resSize=2048, reverse_iter=5, save_every=100, standardization=False, start_epoch=0, syn_num=3000, val_every=1, validation=False, workers=2)
Random Seed:  9182
# of training samples:  23527
MLP_G(
  (fc1): Linear(in_features=170, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=2048)
  (lrelu): LeakyReLU(0.2, inplace)
  (relu): ReLU(inplace)
)
MLP_CRITIC(
  (fc1): Linear(in_features=2133, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=1)
  (lrelu): LeakyReLU(0.2, inplace)
)
MLP_2HL_Dropout_R(
  (fc1): Linear(in_features=2048, out_features=1024)
  (fc2): Linear(in_features=1024, out_features=512)
  (fc3): Linear(in_features=512, out_features=85)
  (relu): ReLU(inplace)
  (lrelu): LeakyReLU(0.2, inplace)
  (dropout): Dropout(p=0.2)
)
EPOCH          |  D_cost  |  G_cost  |  R_cost  |  Wasserstein_D  |  ACC_seen  |  ACC_unseen  |    H    |
[145 /300 ]    | -0.9393  | -1.1020  |  0.9740  |     0.9818      |   0.5531   |    0.6917    | 0.6147  |
[146 /300 ]    | -0.9339  | -1.1145  |  0.9745  |     0.9774      |   0.5301   |    0.7320    | 0.6149  |
[147 /300 ]    | -0.9341  | -1.1130  |  0.9746  |     0.9766      |   0.5549   |    0.6856    | 0.6134  |
[148 /300 ]    | -0.9276  | -1.0950  |  0.9741  |     0.9714      |   0.5496   |    0.7082    | 0.6189  |
[149 /300 ]    | -0.9219  | -1.0839  |  0.9753  |     0.9625      |   0.5525   |    0.6927    | 0.6147  |
[150 /300 ]    | -0.9309  | -1.1581  |  0.9751  |     0.9738      |   0.5424   |    0.7153    | 0.6169  |
[151 /300 ]    | -0.9265  | -1.1345  |  0.9751  |     0.9689      |   0.5366   |    0.7126    | 0.6122  |
[152 /300 ]    | -0.9284  | -1.1530  |  0.9757  |     0.9688      |   0.5553   |    0.6890    | 0.6150  |
[153 /300 ]    | -0.9311  | -1.1680  |  0.9762  |     0.9724      |   0.5683   |    0.6852    | 0.6213  |
[154 /300 ]    | -0.9269  | -1.1673  |  0.9762  |     0.9677      |   0.5480   |    0.7081    | 0.6178  |
[155 /300 ]    | -0.9238  | -1.1317  |  0.9760  |     0.9657      |   0.5637   |    0.6815    | 0.6170  |
[156 /300 ]    | -0.9439  | -1.1645  |  0.9760  |     0.9883      |   0.5425   |    0.7123    | 0.6159  |
[157 /300 ]    | -0.9308  | -1.1148  |  0.9771  |     0.9741      |   0.5332   |    0.7258    | 0.6148  |
[158 /300 ]    | -0.8961  | -1.2049  |  0.9767  |     0.9367      |   0.5490   |    0.7138    | 0.6207  |
[159 /300 ]    | -0.9173  | -1.1809  |  0.9766  |     0.9572      |   0.5510   |    0.7091    | 0.6202  |
[160 /300 ]    | -0.9071  | -1.1715  |  0.9773  |     0.9473      |   0.5639   |    0.6825    | 0.6176  |
[161 /300 ]    | -0.8978  | -1.2235  |  0.9783  |     0.9384      |   0.5594   |    0.7141    | 0.6273  |
[162 /300 ]    | -0.9041  | -1.1893  |  0.9776  |     0.9459      |   0.5519   |    0.7128    | 0.6221  |
[163 /300 ]    | -0.9051  | -1.1476  |  0.9785  |     0.9449      |   0.5528   |    0.6862    | 0.6123  |
[164 /300 ]    | -0.9107  | -1.1984  |  0.9778  |     0.9504      |   0.5579   |    0.6909    | 0.6173  |
[165 /300 ]    | -0.9089  | -1.1658  |  0.9781  |     0.9486      |   0.5612   |    0.6900    | 0.6189  |
[166 /300 ]    | -0.9241  | -1.1838  |  0.9785  |     0.9656      |   0.5402   |    0.7347    | 0.6226  |
[167 /300 ]    | -0.8909  | -1.2098  |  0.9794  |     0.9299      |   0.5328   |    0.7329    | 0.6170  |
[168 /300 ]    | -0.9079  | -1.2263  |  0.9786  |     0.9502      |   0.5542   |    0.6935    | 0.6161  |
[169 /300 ]    | -0.8864  | -1.1781  |  0.9793  |     0.9261      |   0.5455   |    0.7102    | 0.6171  |
[170 /300 ]    | -0.8994  | -1.2006  |  0.9801  |     0.9387      |   0.5737   |    0.6879    | 0.6256  |
[171 /300 ]    | -0.9063  | -1.2674  |  0.9796  |     0.9462      |   0.5615   |    0.7172    | 0.6299  |
[172 /300 ]    | -0.8901  | -1.2587  |  0.9804  |     0.9284      |   0.5528   |    0.7160    | 0.6239  |
[173 /300 ]    | -0.9113  | -1.2669  |  0.9798  |     0.9517      |   0.5553   |    0.7179    | 0.6262  |
[174 /300 ]    | -0.8987  | -1.2536  |  0.9808  |     0.9380      |   0.5291   |    0.7388    | 0.6166  |
[175 /300 ]    | -0.8800  | -1.2609  |  0.9803  |     0.9217      |   0.5453   |    0.7153    | 0.6189  |
[176 /300 ]    | -0.8801  | -1.2133  |  0.9798  |     0.9171      |   0.5571   |    0.6886    | 0.6159  |
[177 /300 ]    | -0.9095  | -1.2136  |  0.9805  |     0.9496      |   0.5465   |    0.7141    | 0.6192  |
[178 /300 ]    | -0.8890  | -1.2568  |  0.9807  |     0.9257      |   0.5346   |    0.7371    | 0.6197  |
[179 /300 ]    | -0.8793  | -1.2270  |  0.9805  |     0.9172      |   0.5710   |    0.6906    | 0.6251  |
[180 /300 ]    | -0.8642  | -1.2744  |  0.9809  |     0.8999      |   0.5456   |    0.7136    | 0.6184  |
[181 /300 ]    | -0.8583  | -1.2566  |  0.9807  |     0.8973      |   0.5466   |    0.7147    | 0.6195  |
[182 /300 ]    | -0.8779  | -1.2711  |  0.9817  |     0.9141      |   0.5748   |    0.6939    | 0.6288  |
[183 /300 ]    | -0.8792  | -1.2657  |  0.9819  |     0.9185      |   0.5428   |    0.7174    | 0.6180  |
[184 /300 ]    | -0.8729  | -1.2654  |  0.9817  |     0.9122      |   0.5567   |    0.6930    | 0.6174  |
[185 /300 ]    | -0.8723  | -1.2721  |  0.9818  |     0.9105      |   0.5711   |    0.6939    | 0.6265  |
[186 /300 ]    | -0.8902  | -1.2294  |  0.9816  |     0.9299      |   0.5537   |    0.6940    | 0.6160  |
[187 /300 ]    | -0.8654  | -1.2617  |  0.9824  |     0.9057      |   0.5613   |    0.6965    | 0.6216  |
[188 /300 ]    | -0.8835  | -1.2676  |  0.9822  |     0.9238      |   0.5416   |    0.7195    | 0.6180  |
[189 /300 ]    | -0.8601  | -1.2712  |  0.9822  |     0.8961      |   0.5415   |    0.7369    | 0.6243  |
[190 /300 ]    | -0.8604  | -1.2506  |  0.9825  |     0.8987      |   0.5765   |    0.6641    | 0.6172  |
[191 /300 ]    | -0.8547  | -1.3115  |  0.9824  |     0.8925      |   0.5632   |    0.6961    | 0.6226  |
[192 /300 ]    | -0.8529  | -1.2796  |  0.9835  |     0.8909      |   0.5629   |    0.6973    | 0.6229  |
[193 /300 ]    | -0.8834  | -1.2753  |  0.9826  |     0.9234      |   0.5526   |    0.7192    | 0.6250  |
[194 /300 ]    | -0.8738  | -1.2622  |  0.9821  |     0.9126      |   0.5652   |    0.7014    | 0.6259  |
[195 /300 ]    | -0.8630  | -1.3159  |  0.9833  |     0.8993      |   0.5603   |    0.7003    | 0.6225  |
[196 /300 ]    | -0.8276  | -1.2813  |  0.9834  |     0.8617      |   0.5607   |    0.6971    | 0.6215  |
[197 /300 ]    | -0.8601  | -1.3437  |  0.9828  |     0.8983      |   0.5582   |    0.7209    | 0.6292  |
[198 /300 ]    | -0.8396  | -1.2970  |  0.9839  |     0.8745      |   0.5632   |    0.7032    | 0.6255  |
[199 /300 ]    | -0.8538  | -1.2812  |  0.9834  |     0.8907      |   0.5700   |    0.6975    | 0.6273  |
[200 /300 ]    | -0.8693  | -1.3129  |  0.9836  |     0.9110      |   0.5420   |    0.7240    | 0.6199  |
[201 /300 ]    | -0.8595  | -1.3334  |  0.9830  |     0.8988      |   0.5737   |    0.7024    | 0.6316  |
[202 /300 ]    | -0.8471  | -1.2830  |  0.9841  |     0.8828      |   0.5486   |    0.7252    | 0.6247  |
[203 /300 ]    | -0.8469  | -1.3163  |  0.9842  |     0.8824      |   0.5841   |    0.6666    | 0.6226  |
[204 /300 ]    | -0.8712  | -1.3104  |  0.9842  |     0.9081      |   0.5326   |    0.7430    | 0.6204  |
[205 /300 ]    | -0.8506  | -1.2909  |  0.9845  |     0.8892      |   0.5519   |    0.7248    | 0.6267  |
[206 /300 ]    | -0.8601  | -1.3352  |  0.9845  |     0.8983      |   0.5632   |    0.7196    | 0.6318  |
[207 /300 ]    | -0.8569  | -1.3423  |  0.9841  |     0.8962      |   0.5589   |    0.6985    | 0.6210  |
[208 /300 ]    | -0.8590  | -1.2993  |  0.9841  |     0.8985      |   0.5506   |    0.7290    | 0.6274  |
[209 /300 ]    | -0.8544  | -1.3381  |  0.9846  |     0.8927      |   0.5569   |    0.7243    | 0.6297  |
[210 /300 ]    | -0.8482  | -1.3660  |  0.9849  |     0.8881      |   0.5677   |    0.6991    | 0.6266  |
[211 /300 ]    | -0.8684  | -1.3483  |  0.9845  |     0.9051      |   0.5707   |    0.7013    | 0.6293  |
[212 /300 ]    | -0.8536  | -1.3252  |  0.9845  |     0.8916      |   0.5651   |    0.7039    | 0.6269  |
[213 /300 ]    | -0.8360  | -1.3516  |  0.9852  |     0.8718      |   0.5626   |    0.7003    | 0.6240  |
[214 /300 ]    | -0.8452  | -1.3385  |  0.9852  |     0.8846      |   0.5589   |    0.7081    | 0.6247  |
[215 /300 ]    | -0.8455  | -1.3480  |  0.9849  |     0.8815      |   0.5802   |    0.6736    | 0.6234  |
[216 /300 ]    | -0.8272  | -1.3825  |  0.9855  |     0.8632      |   0.5609   |    0.7005    | 0.6229  |
[217 /300 ]    | -0.8344  | -1.3791  |  0.9856  |     0.8725      |   0.5644   |    0.7059    | 0.6273  |
[218 /300 ]    | -0.8622  | -1.3508  |  0.9853  |     0.9001      |   0.5639   |    0.7072    | 0.6275  |
[219 /300 ]    | -0.8475  | -1.3293  |  0.9861  |     0.8837      |   0.5566   |    0.7038    | 0.6216  |
[220 /300 ]    | -0.8462  | -1.3236  |  0.9861  |     0.8850      |   0.5748   |    0.6726    | 0.6199  |
[221 /300 ]    | -0.8289  | -1.3720  |  0.9861  |     0.8681      |   0.5667   |    0.7071    | 0.6292  |
[222 /300 ]    | -0.8611  | -1.3349  |  0.9862  |     0.9026      |   0.5587   |    0.7066    | 0.6240  |
[223 /300 ]    | -0.8288  | -1.3767  |  0.9863  |     0.8661      |   0.5582   |    0.7085    | 0.6244  |
[224 /300 ]    | -0.8397  | -1.3724  |  0.9860  |     0.8759      |   0.5518   |    0.7082    | 0.6203  |
[225 /300 ]    | -0.8355  | -1.3690  |  0.9864  |     0.8726      |   0.5857   |    0.6808    | 0.6297  |
[226 /300 ]    | -0.8248  | -1.3939  |  0.9864  |     0.8632      |   0.5612   |    0.7052    | 0.6250  |
[227 /300 ]    | -0.8438  | -1.3904  |  0.9868  |     0.8843      |   0.5603   |    0.7106    | 0.6265  |
[228 /300 ]    | -0.8270  | -1.4030  |  0.9869  |     0.8648      |   0.5736   |    0.6814    | 0.6229  |
[229 /300 ]    | -0.8415  | -1.4001  |  0.9867  |     0.8799      |   0.5808   |    0.6755    | 0.6246  |
[230 /300 ]    | -0.8322  | -1.3994  |  0.9868  |     0.8706      |   0.5573   |    0.7050    | 0.6225  |
[231 /300 ]    | -0.8292  | -1.4061  |  0.9867  |     0.8662      |   0.5711   |    0.6739    | 0.6182  |
[232 /300 ]    | -0.8035  | -1.3727  |  0.9877  |     0.8402      |   0.5598   |    0.7087    | 0.6255  |
[233 /300 ]    | -0.8398  | -1.4133  |  0.9869  |     0.8777      |   0.5610   |    0.7083    | 0.6261  |
[234 /300 ]    | -0.8150  | -1.3820  |  0.9874  |     0.8526      |   0.5552   |    0.7053    | 0.6213  |
[235 /300 ]    | -0.8277  | -1.4052  |  0.9871  |     0.8671      |   0.5700   |    0.7099    | 0.6323  |
[236 /300 ]    | -0.8268  | -1.3791  |  0.9867  |     0.8661      |   0.5931   |    0.6792    | 0.6332  |
[237 /300 ]    | -0.8222  | -1.4046  |  0.9871  |     0.8573      |   0.5631   |    0.7147    | 0.6299  |
[238 /300 ]    | -0.8461  | -1.3739  |  0.9869  |     0.8870      |   0.5530   |    0.7108    | 0.6220  |
[239 /300 ]    | -0.8290  | -1.4147  |  0.9872  |     0.8650      |   0.5590   |    0.7131    | 0.6267  |
[240 /300 ]    | -0.8144  | -1.4395  |  0.9874  |     0.8515      |   0.5558   |    0.7138    | 0.6250  |
[241 /300 ]    | -0.8547  | -1.4260  |  0.9877  |     0.8935      |   0.5741   |    0.7078    | 0.6340  |
[242 /300 ]    | -0.8233  | -1.4078  |  0.9873  |     0.8627      |   0.5805   |    0.6859    | 0.6288  |
[243 /300 ]    | -0.8558  | -1.4343  |  0.9872  |     0.8948      |   0.5793   |    0.6738    | 0.6230  |
[244 /300 ]    | -0.8177  | -1.4157  |  0.9881  |     0.8547      |   0.5826   |    0.6883    | 0.6310  |
[245 /300 ]    | -0.8152  | -1.4270  |  0.9878  |     0.8512      |   0.5524   |    0.7123    | 0.6222  |
[246 /300 ]    | -0.8389  | -1.4248  |  0.9879  |     0.8765      |   0.5577   |    0.7127    | 0.6258  |
[247 /300 ]    | -0.8139  | -1.4325  |  0.9878  |     0.8541      |   0.5825   |    0.6772    | 0.6263  |
[248 /300 ]    | -0.8370  | -1.4303  |  0.9879  |     0.8754      |   0.5757   |    0.6873    | 0.6266  |
[249 /300 ]    | -0.8095  | -1.4399  |  0.9879  |     0.8494      |   0.5705   |    0.6843    | 0.6223  |
[250 /300 ]    | -0.8325  | -1.4574  |  0.9878  |     0.8701      |   0.5501   |    0.7143    | 0.6215  |
[251 /300 ]    | -0.8474  | -1.4388  |  0.9881  |     0.8883      |   0.5659   |    0.6845    | 0.6196  |
[252 /300 ]    | -0.8345  | -1.4378  |  0.9882  |     0.8733      |   0.5662   |    0.6876    | 0.6210  |
[253 /300 ]    | -0.8252  | -1.4078  |  0.9883  |     0.8646      |   0.5557   |    0.7143    | 0.6251  |
[254 /300 ]    | -0.8187  | -1.4400  |  0.9879  |     0.8582      |   0.5732   |    0.6849    | 0.6241  |
[255 /300 ]    | -0.8167  | -1.4041  |  0.9885  |     0.8558      |   0.5419   |    0.7145    | 0.6163  |
[256 /300 ]    | -0.8104  | -1.4515  |  0.9889  |     0.8500      |   0.5650   |    0.6900    | 0.6213  |
[257 /300 ]    | -0.8153  | -1.4446  |  0.9886  |     0.8534      |   0.5634   |    0.6835    | 0.6177  |
[258 /300 ]    | -0.8378  | -1.4191  |  0.9887  |     0.8812      |   0.5504   |    0.7158    | 0.6223  |
[259 /300 ]    | -0.8226  | -1.4538  |  0.9891  |     0.8632      |   0.5746   |    0.6881    | 0.6263  |
[260 /300 ]    | -0.8091  | -1.4248  |  0.9885  |     0.8489      |   0.5670   |    0.6916    | 0.6232  |
[261 /300 ]    | -0.8426  | -1.4512  |  0.9890  |     0.8857      |   0.5711   |    0.6817    | 0.6215  |
[262 /300 ]    | -0.8271  | -1.4678  |  0.9893  |     0.8682      |   0.5644   |    0.6850    | 0.6189  |
[263 /300 ]    | -0.8381  | -1.4486  |  0.9889  |     0.8766      |   0.5657   |    0.6833    | 0.6189  |
[264 /300 ]    | -0.8138  | -1.4754  |  0.9888  |     0.8520      |   0.5767   |    0.6864    | 0.6268  |
[265 /300 ]    | -0.8163  | -1.4428  |  0.9893  |     0.8550      |   0.5612   |    0.6902    | 0.6190  |
[266 /300 ]    | -0.8071  | -1.4848  |  0.9892  |     0.8435      |   0.5623   |    0.6908    | 0.6199  |
[267 /300 ]    | -0.8318  | -1.4622  |  0.9890  |     0.8715      |   0.5634   |    0.6824    | 0.6172  |
[268 /300 ]    | -0.7965  | -1.4362  |  0.9899  |     0.8344      |   0.5642   |    0.6811    | 0.6172  |
[269 /300 ]    | -0.7977  | -1.4698  |  0.9898  |     0.8360      |   0.5977   |    0.6436    | 0.6198  |
[270 /300 ]    | -0.8125  | -1.4998  |  0.9898  |     0.8509      |   0.5593   |    0.6849    | 0.6158  |
[271 /300 ]    | -0.8155  | -1.4513  |  0.9893  |     0.8546      |   0.5642   |    0.6849    | 0.6187  |
[272 /300 ]    | -0.8261  | -1.4699  |  0.9901  |     0.8649      |   0.5658   |    0.6862    | 0.6202  |
[273 /300 ]    | -0.8311  | -1.4609  |  0.9898  |     0.8750      |   0.5910   |    0.6453    | 0.6169  |
[274 /300 ]    | -0.8315  | -1.4834  |  0.9896  |     0.8729      |   0.5960   |    0.6499    | 0.6218  |
[275 /300 ]    | -0.8137  | -1.4839  |  0.9898  |     0.8521      |   0.5610   |    0.6874    | 0.6178  |
[276 /300 ]    | -0.8042  | -1.4305  |  0.9899  |     0.8453      |   0.5926   |    0.6472    | 0.6187  |
[277 /300 ]    | -0.8094  | -1.4476  |  0.9899  |     0.8477      |   0.5754   |    0.6874    | 0.6264  |
[278 /300 ]    | -0.8034  | -1.4605  |  0.9900  |     0.8447      |   0.5595   |    0.6872    | 0.6168  |
[279 /300 ]    | -0.8109  | -1.4789  |  0.9898  |     0.8529      |   0.5640   |    0.6866    | 0.6193  |
[280 /300 ]    | -0.8481  | -1.4574  |  0.9901  |     0.8896      |   0.5782   |    0.6543    | 0.6139  |
[281 /300 ]    | -0.7975  | -1.4926  |  0.9899  |     0.8377      |   0.5583   |    0.6865    | 0.6158  |
[282 /300 ]    | -0.8206  | -1.4685  |  0.9900  |     0.8630      |   0.5617   |    0.6885    | 0.6187  |
[283 /300 ]    | -0.8136  | -1.5265  |  0.9904  |     0.8547      |   0.5403   |    0.7185    | 0.6168  |
[284 /300 ]    | -0.8225  | -1.4834  |  0.9902  |     0.8673      |   0.5678   |    0.6887    | 0.6224  |
[285 /300 ]    | -0.8212  | -1.4822  |  0.9900  |     0.8585      |   0.5587   |    0.6903    | 0.6176  |
[286 /300 ]    | -0.8033  | -1.4453  |  0.9906  |     0.8441      |   0.5564   |    0.6844    | 0.6138  |
[287 /300 ]    | -0.8227  | -1.4701  |  0.9904  |     0.8628      |   0.5579   |    0.6856    | 0.6152  |
[288 /300 ]    | -0.8028  | -1.4934  |  0.9905  |     0.8428      |   0.5589   |    0.6876    | 0.6166  |
[289 /300 ]    | -0.8179  | -1.4870  |  0.9902  |     0.8578      |   0.5485   |    0.6905    | 0.6114  |
[290 /300 ]    | -0.8078  | -1.4304  |  0.9905  |     0.8508      |   0.5542   |    0.6857    | 0.6130  |
[291 /300 ]    | -0.8276  | -1.4456  |  0.9909  |     0.8728      |   0.5422   |    0.6904    | 0.6074  |
[292 /300 ]    | -0.8053  | -1.4845  |  0.9908  |     0.8461      |   0.5807   |    0.6505    | 0.6136  |
[293 /300 ]    | -0.8275  | -1.4772  |  0.9908  |     0.8734      |   0.5561   |    0.6887    | 0.6153  |
[294 /300 ]    | -0.8345  | -1.4624  |  0.9907  |     0.8753      |   0.5868   |    0.6559    | 0.6195  |
[295 /300 ]    | -0.8140  | -1.5175  |  0.9913  |     0.8527      |   0.5535   |    0.6899    | 0.6142  |
[296 /300 ]    | -0.8070  | -1.4840  |  0.9907  |     0.8479      |   0.5839   |    0.6437    | 0.6124  |
[297 /300 ]    | -0.8229  | -1.4846  |  0.9908  |     0.8651      |   0.5431   |    0.6864    | 0.6064  |
[298 /300 ]    | -0.8124  | -1.5007  |  0.9909  |     0.8532      |   0.5833   |    0.6417    | 0.6111  |
[299 /300 ]    | -0.7992  | -1.4657  |  0.9913  |     0.8403      |   0.5511   |    0.6914    | 0.6133  |
[300 /300 ]    | -0.8211  | -1.5040  |  0.9910  |     0.8663      |   0.5859   |    0.6504    | 0.6165  |
max H: 0.634003 in epoch: 240
