Namespace(attSize=1024, batch_size=512, bc=False, beta1=0.5, class_embedding='att', classifier_lr=0.001, cls_weight=0.1, consistency_weight=1, critic_iter=5, cuda=True, dataroot='/data0/docker/xingyun/mmcgan/data', dataset='FLO', drop_rate=0.2, fusion_iter=3, gzsl=True, hfSize=512, image_embedding='res101', lambda1=10.0, lr=0.0001, manualSeed=None, matdataset=True, nclass_all=102, ndh=4096, nepoch=300, netD_name='MLP_CRITIC', netG_name='MLP_G', ngh=4096, ngpu=1, nrh=4096, nrh1=1024, nrh2=512, nrh3=256, nrh4=128, nz=1024, outf='./checkpoint/', outname='flowers', preprocessing=True, pretrain_classifier='', print_every=1, r_hl=4, r_weight=1, resSize=2048, save_every=100, standardization=False, start_epoch=0, syn_num=800, triple_batch_size=128, val_every=1, validation=False, workers=2)
Random Seed:  6026
# of training samples:  5631
MLP_G(
  (fc1): Linear(in_features=2048, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=2048)
  (lrelu): LeakyReLU(0.2, inplace)
  (relu): ReLU(inplace)
)
MLP_CRITIC(
  (fc1): Linear(in_features=3072, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=1)
  (lrelu): LeakyReLU(0.2, inplace)
)
MLP_DropoutAdapt(
  (fc1): Linear(in_features=2048, out_features=1024)
  (fc2): Linear(in_features=1024, out_features=512)
  (relu): ReLU(inplace)
  (lrelu): LeakyReLU(0.2, inplace)
  (drop): Dropout(p=0.2)
)
EPOCH          |  D_cost  |  G_cost  |  F_cost  |  R_cost  |  Wasserstein_D  |  ACC_unseen  |  ACC_seen  |    H    |
[158 /300 ]    | -1.1869  | -1.1095  |  0.4139  |  0.7754  |     1.2501      |    0.5531    |   0.7777   | 0.6465  |
[159 /300 ]    | -1.1964  | -1.1206  |  0.3821  |  0.7760  |     1.2523      |    0.5359    |   0.7659   | 0.6306  |
[160 /300 ]    | -1.2070  | -0.9906  |  0.4178  |  0.7756  |     1.2628      |    0.5370    |   0.7687   | 0.6323  |
[161 /300 ]    | -1.2503  | -1.0730  |  0.3726  |  0.7773  |     1.3109      |    0.5130    |   0.8112   | 0.6286  |
[162 /300 ]    | -1.1691  | -1.0855  |  0.3907  |  0.7779  |     1.2234      |    0.5594    |   0.7208   | 0.6299  |
[163 /300 ]    | -1.2150  | -1.2360  |  0.4250  |  0.7767  |     1.2737      |    0.5538    |   0.7374   | 0.6325  |
[164 /300 ]    | -1.2030  | -1.0148  |  0.4109  |  0.7768  |     1.2665      |    0.5378    |   0.7540   | 0.6278  |
[165 /300 ]    | -1.2057  | -1.1272  |  0.3515  |  0.7755  |     1.2637      |    0.5501    |   0.7711   | 0.6421  |
[166 /300 ]    | -1.2377  | -1.1899  |  0.3356  |  0.7766  |     1.2965      |    0.5196    |   0.8109   | 0.6334  |
[167 /300 ]    | -1.1914  | -1.2910  |  0.3497  |  0.7769  |     1.2424      |    0.5578    |   0.7411   | 0.6365  |
[168 /300 ]    | -1.2075  | -1.3673  |  0.4009  |  0.7774  |     1.2635      |    0.5314    |   0.7748   | 0.6304  |
[169 /300 ]    | -1.2046  | -1.3609  |  0.3654  |  0.7774  |     1.2651      |    0.5441    |   0.7878   | 0.6436  |
[170 /300 ]    | -1.2006  | -1.4093  |  0.3390  |  0.7750  |     1.2651      |    0.5350    |   0.7745   | 0.6329  |
[171 /300 ]    | -1.2061  | -1.3820  |  0.4565  |  0.7754  |     1.2655      |    0.5452    |   0.7625   | 0.6358  |
[172 /300 ]    | -1.1850  | -1.3086  |  0.3491  |  0.7775  |     1.2554      |    0.5462    |   0.7632   | 0.6367  |
[173 /300 ]    | -1.1859  | -1.4023  |  0.4930  |  0.7766  |     1.2491      |    0.5445    |   0.7556   | 0.6329  |
[174 /300 ]    | -1.1794  | -1.5213  |  0.3667  |  0.7784  |     1.2409      |    0.5454    |   0.7825   | 0.6428  |
[175 /300 ]    | -1.2066  | -1.5141  |  0.4127  |  0.7767  |     1.2682      |    0.5438    |   0.7584   | 0.6334  |
[176 /300 ]    | -1.2307  | -1.5730  |  0.4343  |  0.7780  |     1.2829      |    0.5526    |   0.7507   | 0.6366  |
[177 /300 ]    | -1.1787  | -1.6231  |  0.4257  |  0.7774  |     1.2338      |    0.5411    |   0.7845   | 0.6404  |
[178 /300 ]    | -1.1651  | -1.6569  |  0.4791  |  0.7762  |     1.2195      |    0.5420    |   0.7942   | 0.6443  |
[179 /300 ]    | -1.1784  | -1.6778  |  0.3534  |  0.7777  |     1.2366      |    0.5560    |   0.7379   | 0.6342  |
[180 /300 ]    | -1.2076  | -1.5920  |  0.4374  |  0.7789  |     1.2768      |    0.5641    |   0.7579   | 0.6468  |
[181 /300 ]    | -1.1815  | -1.6504  |  0.3297  |  0.7772  |     1.2455      |    0.5474    |   0.7810   | 0.6437  |
[182 /300 ]    | -1.2080  | -1.6612  |  0.3647  |  0.7767  |     1.2735      |    0.5457    |   0.7935   | 0.6466  |
[183 /300 ]    | -1.1702  | -1.6657  |  0.4099  |  0.7776  |     1.2239      |    0.5648    |   0.7590   | 0.6477  |
[184 /300 ]    | -1.2135  | -1.8296  |  0.4987  |  0.7775  |     1.2810      |    0.5602    |   0.7717   | 0.6491  |
[185 /300 ]    | -1.1506  | -1.8757  |  0.4217  |  0.7777  |     1.2123      |    0.5715    |   0.7491   | 0.6484  |
[186 /300 ]    | -1.1860  | -1.8335  |  0.4975  |  0.7781  |     1.2493      |    0.5610    |   0.7547   | 0.6436  |
[187 /300 ]    | -1.2123  | -1.9297  |  0.4576  |  0.7775  |     1.2793      |    0.5565    |   0.7817   | 0.6501  |
[188 /300 ]    | -1.1626  | -1.8912  |  0.4915  |  0.7779  |     1.2192      |    0.5273    |   0.8166   | 0.6408  |
[189 /300 ]    | -1.2078  | -1.9455  |  0.3596  |  0.7777  |     1.2702      |    0.5654    |   0.7605   | 0.6486  |
[190 /300 ]    | -1.1895  | -1.9810  |  0.4459  |  0.7784  |     1.2440      |    0.5733    |   0.7497   | 0.6497  |
[191 /300 ]    | -1.1595  | -1.9561  |  0.3788  |  0.7789  |     1.2150      |    0.5702    |   0.7335   | 0.6416  |
[192 /300 ]    | -1.1814  | -1.8944  |  0.3909  |  0.7770  |     1.2457      |    0.5541    |   0.7874   | 0.6504  |
[193 /300 ]    | -1.1168  | -2.0085  |  0.3648  |  0.7797  |     1.1725      |    0.5399    |   0.7889   | 0.6411  |
[194 /300 ]    | -1.2244  | -2.1243  |  0.4094  |  0.7789  |     1.2857      |    0.5408    |   0.7904   | 0.6422  |
[195 /300 ]    | -1.1594  | -2.0573  |  0.4955  |  0.7795  |     1.2148      |    0.5551    |   0.7563   | 0.6403  |
[196 /300 ]    | -1.1468  | -2.1306  |  0.6353  |  0.7780  |     1.2022      |    0.5479    |   0.7774   | 0.6428  |
[197 /300 ]    | -1.1450  | -2.0036  |  0.4562  |  0.7801  |     1.2016      |    0.5755    |   0.7291   | 0.6433  |
[198 /300 ]    | -1.1686  | -2.2500  |  0.3901  |  0.7782  |     1.2242      |    0.5722    |   0.7319   | 0.6423  |
[199 /300 ]    | -1.1986  | -2.1809  |  0.3496  |  0.7782  |     1.2571      |    0.5438    |   0.7814   | 0.6413  |
[200 /300 ]    | -1.2063  | -2.0953  |  0.4595  |  0.7796  |     1.2617      |    0.5609    |   0.7682   | 0.6484  |
[201 /300 ]    | -1.1611  | -2.2318  |  0.4177  |  0.7775  |     1.2121      |    0.5738    |   0.7339   | 0.6441  |
[202 /300 ]    | -1.1957  | -2.1630  |  0.4691  |  0.7794  |     1.2582      |    0.5525    |   0.7772   | 0.6458  |
[203 /300 ]    | -1.1770  | -2.2387  |  0.4161  |  0.7792  |     1.2358      |    0.5493    |   0.7761   | 0.6433  |
[204 /300 ]    | -1.1385  | -2.2998  |  0.5450  |  0.7786  |     1.1930      |    0.5590    |   0.7333   | 0.6344  |
[205 /300 ]    | -1.1706  | -2.3365  |  0.3427  |  0.7799  |     1.2255      |    0.5519    |   0.7821   | 0.6471  |
[206 /300 ]    | -1.2024  | -2.2014  |  0.4357  |  0.7790  |     1.2789      |    0.5298    |   0.8075   | 0.6398  |
[207 /300 ]    | -1.1654  | -2.1842  |  0.3950  |  0.7798  |     1.2231      |    0.5300    |   0.8188   | 0.6435  |
[208 /300 ]    | -1.1579  | -2.2654  |  0.4340  |  0.7769  |     1.2124      |    0.5708    |   0.7775   | 0.6583  |
[209 /300 ]    | -1.1744  | -2.4210  |  0.3343  |  0.7817  |     1.2342      |    0.5584    |   0.7527   | 0.6412  |
[210 /300 ]    | -1.2183  | -2.5620  |  0.3781  |  0.7798  |     1.2811      |    0.5456    |   0.7856   | 0.6439  |
[211 /300 ]    | -1.1461  | -2.4103  |  0.3787  |  0.7786  |     1.2110      |    0.5357    |   0.8151   | 0.6465  |
[212 /300 ]    | -1.1786  | -2.4003  |  0.3512  |  0.7784  |     1.2337      |    0.5661    |   0.7788   | 0.6556  |
[213 /300 ]    | -1.1716  | -2.2626  |  0.3280  |  0.7809  |     1.2261      |    0.5783    |   0.7488   | 0.6526  |
[214 /300 ]    | -1.1914  | -2.5053  |  0.3517  |  0.7806  |     1.2529      |    0.5802    |   0.7432   | 0.6517  |
[215 /300 ]    | -1.1744  | -2.4587  |  0.2774  |  0.7804  |     1.2319      |    0.5620    |   0.7679   | 0.6490  |
[216 /300 ]    | -1.1545  | -2.5165  |  0.5161  |  0.7812  |     1.2096      |    0.5591    |   0.7901   | 0.6548  |
[217 /300 ]    | -1.1923  | -2.6077  |  0.3437  |  0.7798  |     1.2543      |    0.5422    |   0.8023   | 0.6471  |
[218 /300 ]    | -1.1386  | -2.5331  |  0.3866  |  0.7788  |     1.1894      |    0.5696    |   0.7922   | 0.6627  |
[219 /300 ]    | -1.2019  | -2.5806  |  0.3288  |  0.7801  |     1.2692      |    0.5768    |   0.7529   | 0.6532  |
[220 /300 ]    | -1.1687  | -2.5730  |  0.3278  |  0.7789  |     1.2322      |    0.5557    |   0.7765   | 0.6478  |
[221 /300 ]    | -1.1755  | -2.6066  |  0.3405  |  0.7787  |     1.2350      |    0.5774    |   0.7790   | 0.6632  |
[222 /300 ]    | -1.1543  | -2.8206  |  0.5443  |  0.7796  |     1.2114      |    0.5603    |   0.7550   | 0.6432  |
[223 /300 ]    | -1.1885  | -2.6940  |  0.2853  |  0.7800  |     1.2399      |    0.5487    |   0.8128   | 0.6551  |
[224 /300 ]    | -1.1764  | -2.5699  |  0.2886  |  0.7785  |     1.2388      |    0.5702    |   0.7735   | 0.6565  |
[225 /300 ]    | -1.1827  | -2.6593  |  0.3733  |  0.7816  |     1.2389      |    0.5670    |   0.8012   | 0.6641  |
[226 /300 ]    | -1.1755  | -2.6999  |  0.4932  |  0.7792  |     1.2419      |    0.5815    |   0.7350   | 0.6493  |
[227 /300 ]    | -1.1494  | -2.6014  |  0.4641  |  0.7798  |     1.2052      |    0.5785    |   0.8241   | 0.6798  |
[228 /300 ]    | -1.1636  | -2.7219  |  0.3594  |  0.7808  |     1.2185      |    0.5749    |   0.7899   | 0.6655  |
[229 /300 ]    | -1.1771  | -2.7868  |  0.4341  |  0.7807  |     1.2332      |    0.5840    |   0.7677   | 0.6634  |
[230 /300 ]    | -1.1541  | -2.8475  |  0.3649  |  0.7808  |     1.2090      |    0.5614    |   0.7937   | 0.6576  |
[231 /300 ]    | -1.1700  | -2.8145  |  0.3976  |  0.7809  |     1.2221      |    0.5705    |   0.7804   | 0.6591  |
[232 /300 ]    | -1.1309  | -2.7889  |  0.4109  |  0.7808  |     1.1915      |    0.5828    |   0.7733   | 0.6647  |
[233 /300 ]    | -1.1803  | -2.8296  |  0.4399  |  0.7802  |     1.2414      |    0.5688    |   0.7874   | 0.6605  |
[234 /300 ]    | -1.2144  | -2.8986  |  0.2680  |  0.7812  |     1.2765      |    0.5791    |   0.7678   | 0.6603  |
[235 /300 ]    | -1.1857  | -3.0703  |  0.3758  |  0.7799  |     1.2434      |    0.5942    |   0.7805   | 0.6747  |
[236 /300 ]    | -1.1896  | -2.7131  |  0.3807  |  0.7807  |     1.2503      |    0.5954    |   0.7621   | 0.6685  |
[237 /300 ]    | -1.1577  | -3.0062  |  0.5307  |  0.7806  |     1.2055      |    0.5850    |   0.7889   | 0.6718  |
[238 /300 ]    | -1.1408  | -2.9450  |  0.3808  |  0.7807  |     1.1926      |    0.5616    |   0.8247   | 0.6682  |
[239 /300 ]    | -1.2048  | -3.0768  |  0.4242  |  0.7817  |     1.2626      |    0.5743    |   0.7783   | 0.6609  |
[240 /300 ]    | -1.1566  | -2.9865  |  0.2845  |  0.7802  |     1.2141      |    0.5470    |   0.8245   | 0.6577  |
[241 /300 ]    | -1.1657  | -2.9986  |  0.4367  |  0.7819  |     1.2253      |    0.5459    |   0.8226   | 0.6563  |
[242 /300 ]    | -1.1675  | -3.0160  |  0.4809  |  0.7803  |     1.2269      |    0.5689    |   0.7879   | 0.6607  |
[243 /300 ]    | -1.1641  | -2.9607  |  0.4148  |  0.7808  |     1.2182      |    0.5874    |   0.7920   | 0.6745  |
[244 /300 ]    | -1.1861  | -3.0822  |  0.3499  |  0.7813  |     1.2433      |    0.5537    |   0.8217   | 0.6615  |
[245 /300 ]    | -1.1807  | -3.1203  |  0.3224  |  0.7810  |     1.2343      |    0.5872    |   0.7726   | 0.6672  |
[246 /300 ]    | -1.1729  | -3.2304  |  0.3641  |  0.7805  |     1.2313      |    0.5728    |   0.7932   | 0.6653  |
[247 /300 ]    | -1.1681  | -3.1406  |  0.4117  |  0.7815  |     1.2226      |    0.5953    |   0.7638   | 0.6691  |
[248 /300 ]    | -1.1972  | -3.1099  |  0.3396  |  0.7802  |     1.2556      |    0.5808    |   0.7886   | 0.6689  |
[249 /300 ]    | -1.1511  | -3.1302  |  0.4018  |  0.7803  |     1.2031      |    0.5653    |   0.8098   | 0.6658  |
[250 /300 ]    | -1.1821  | -3.2004  |  0.4352  |  0.7808  |     1.2388      |    0.5831    |   0.7918   | 0.6716  |
[251 /300 ]    | -1.1655  | -3.2411  |  0.3642  |  0.7809  |     1.2255      |    0.5853    |   0.7942   | 0.6740  |
[252 /300 ]    | -1.1792  | -3.2602  |  0.4013  |  0.7814  |     1.2394      |    0.5725    |   0.8185   | 0.6738  |
[253 /300 ]    | -1.1794  | -3.0623  |  0.6058  |  0.7816  |     1.2444      |    0.5779    |   0.7685   | 0.6597  |
[254 /300 ]    | -1.1980  | -3.2784  |  0.3800  |  0.7810  |     1.2515      |    0.5505    |   0.8192   | 0.6585  |
[255 /300 ]    | -1.1437  | -3.2608  |  0.3859  |  0.7818  |     1.1933      |    0.5993    |   0.7502   | 0.6663  |
[256 /300 ]    | -1.1864  | -3.1915  |  0.3220  |  0.7817  |     1.2413      |    0.5909    |   0.7845   | 0.6741  |
[257 /300 ]    | -1.1725  | -3.3549  |  0.5452  |  0.7816  |     1.2340      |    0.5597    |   0.8199   | 0.6653  |
[258 /300 ]    | -1.1674  | -3.2614  |  0.3589  |  0.7815  |     1.2183      |    0.5606    |   0.7795   | 0.6522  |
[259 /300 ]    | -1.2147  | -3.3059  |  0.5871  |  0.7821  |     1.2659      |    0.5926    |   0.7972   | 0.6798  |
[260 /300 ]    | -1.1743  | -3.4058  |  0.3150  |  0.7824  |     1.2251      |    0.5939    |   0.7784   | 0.6737  |
[261 /300 ]    | -1.1271  | -3.2620  |  0.4597  |  0.7830  |     1.1859      |    0.5944    |   0.7747   | 0.6727  |
[262 /300 ]    | -1.1545  | -3.2903  |  0.3558  |  0.7829  |     1.2109      |    0.6014    |   0.7442   | 0.6652  |
[263 /300 ]    | -1.2205  | -3.3898  |  0.3674  |  0.7810  |     1.2750      |    0.5801    |   0.7936   | 0.6703  |
[264 /300 ]    | -1.1513  | -3.4549  |  0.2748  |  0.7830  |     1.1987      |    0.5769    |   0.7895   | 0.6666  |
[265 /300 ]    | -1.2084  | -3.4704  |  0.4977  |  0.7807  |     1.2602      |    0.5783    |   0.8207   | 0.6785  |
[266 /300 ]    | -1.1792  | -3.4215  |  0.3995  |  0.7819  |     1.2341      |    0.6046    |   0.7795   | 0.6810  |
[267 /300 ]    | -1.1713  | -3.3776  |  0.2942  |  0.7834  |     1.2219      |    0.5725    |   0.8120   | 0.6716  |
[268 /300 ]    | -1.1628  | -3.4187  |  0.3689  |  0.7820  |     1.2199      |    0.5626    |   0.8021   | 0.6613  |
[269 /300 ]    | -1.1579  | -3.5186  |  0.3469  |  0.7830  |     1.2107      |    0.5693    |   0.8244   | 0.6735  |
[270 /300 ]    | -1.1823  | -3.4357  |  0.3172  |  0.7809  |     1.2355      |    0.5930    |   0.7691   | 0.6696  |
[271 /300 ]    | -1.1686  | -3.4434  |  0.3589  |  0.7832  |     1.2218      |    0.5800    |   0.7659   | 0.6601  |
[272 /300 ]    | -1.1837  | -3.5750  |  0.3779  |  0.7839  |     1.2415      |    0.5805    |   0.7849   | 0.6674  |
[273 /300 ]    | -1.1648  | -3.5624  |  0.3223  |  0.7833  |     1.2186      |    0.6108    |   0.7993   | 0.6924  |
[274 /300 ]    | -1.1618  | -3.5614  |  0.3874  |  0.7829  |     1.2232      |    0.5809    |   0.8138   | 0.6779  |
[275 /300 ]    | -1.2003  | -3.5649  |  0.3596  |  0.7827  |     1.2627      |    0.5745    |   0.8216   | 0.6762  |
[276 /300 ]    | -1.2097  | -3.6301  |  0.3452  |  0.7837  |     1.2721      |    0.5949    |   0.7867   | 0.6775  |
[277 /300 ]    | -1.1599  | -3.4424  |  0.3899  |  0.7815  |     1.2139      |    0.5722    |   0.7748   | 0.6583  |
[278 /300 ]    | -1.1531  | -3.6357  |  0.3163  |  0.7843  |     1.2162      |    0.6070    |   0.7906   | 0.6867  |
[279 /300 ]    | -1.1504  | -3.5522  |  0.3598  |  0.7831  |     1.1986      |    0.6003    |   0.7956   | 0.6843  |
[280 /300 ]    | -1.1800  | -3.6770  |  0.4332  |  0.7813  |     1.2436      |    0.5979    |   0.7915   | 0.6812  |
[281 /300 ]    | -1.1529  | -3.6769  |  0.3897  |  0.7822  |     1.2006      |    0.6013    |   0.7984   | 0.6860  |
[282 /300 ]    | -1.1648  | -3.6502  |  0.3277  |  0.7826  |     1.2120      |    0.5622    |   0.8116   | 0.6642  |
[283 /300 ]    | -1.1832  | -3.6895  |  0.2998  |  0.7836  |     1.2408      |    0.5891    |   0.7917   | 0.6755  |
[284 /300 ]    | -1.1548  | -3.8059  |  0.2516  |  0.7838  |     1.2036      |    0.5855    |   0.7915   | 0.6731  |
[285 /300 ]    | -1.1507  | -3.6575  |  0.3317  |  0.7816  |     1.1993      |    0.5766    |   0.8112   | 0.6740  |
[286 /300 ]    | -1.1898  | -3.6319  |  0.3569  |  0.7818  |     1.2458      |    0.5867    |   0.8011   | 0.6774  |
[287 /300 ]    | -1.1593  | -3.8047  |  0.3051  |  0.7820  |     1.2117      |    0.5913    |   0.7948   | 0.6781  |
[288 /300 ]    | -1.1357  | -3.6661  |  0.3321  |  0.7835  |     1.1865      |    0.5876    |   0.7903   | 0.6740  |
[289 /300 ]    | -1.1444  | -3.7845  |  0.4904  |  0.7832  |     1.1965      |    0.5629    |   0.8213   | 0.6680  |
[290 /300 ]    | -1.1523  | -3.8412  |  0.3969  |  0.7815  |     1.2043      |    0.5807    |   0.7996   | 0.6728  |
[291 /300 ]    | -1.1541  | -3.7976  |  0.4302  |  0.7830  |     1.2037      |    0.5825    |   0.7976   | 0.6733  |
[292 /300 ]    | -1.2518  | -3.8830  |  0.3237  |  0.7837  |     1.3105      |    0.5907    |   0.8046   | 0.6813  |
[293 /300 ]    | -1.1806  | -3.9719  |  0.3462  |  0.7830  |     1.2337      |    0.5949    |   0.7825   | 0.6759  |
[294 /300 ]    | -1.1303  | -3.8196  |  0.3132  |  0.7824  |     1.1838      |    0.5887    |   0.7851   | 0.6729  |
[295 /300 ]    | -1.1319  | -3.9110  |  0.3698  |  0.7828  |     1.1820      |    0.6001    |   0.7860   | 0.6806  |
[296 /300 ]    | -1.1470  | -3.9218  |  0.3892  |  0.7837  |     1.1985      |    0.6132    |   0.7640   | 0.6804  |
[297 /300 ]    | -1.1083  | -3.7126  |  0.3994  |  0.7825  |     1.1605      |    0.5520    |   0.8213   | 0.6603  |
[298 /300 ]    | -1.1814  | -3.8928  |  0.3276  |  0.7823  |     1.2352      |    0.5887    |   0.7902   | 0.6747  |
[299 /300 ]    | -1.1358  | -3.8379  |  0.3748  |  0.7818  |     1.1873      |    0.5785    |   0.7920   | 0.6686  |
[300 /300 ]    | -1.1592  | -4.0274  |  0.2935  |  0.7824  |     1.2205      |    0.5823    |   0.7672   | 0.6621  |
max H: 0.692423 in epoch: 273
