Namespace(attSize=85, batch_size=512, bc=False, beta1=0.5, class_embedding='att', classifier_lr=0.001, cls_weight=0.01, consistency_weight=1, critic_iter=5, cuda=True, dataroot='/data0/docker/xingyun/mmcgan/data', dataset='AWA1', drop_rate=0.2, fusion_iter=3, gzsl=True, hfSize=512, image_embedding='res101', lambda1=10.0, lr=1e-05, manualSeed=None, matdataset=True, nclass_all=50, ndh=4096, nepoch=200, netD_name='MLP_CRITIC', netG_name='MLP_G', ngh=4096, ngpu=1, nrh=4096, nrh1=1024, nrh2=512, nrh3=256, nrh4=128, nz=85, outname='awa', preprocessing=True, pretrain_classifier='', print_every=1, r_hl=4, r_weight=1, resSize=2048, save_every=100, standardization=False, start_epoch=0, syn_num=3200, triple_batch_size=128, val_every=1, validation=False, workers=2)
Random Seed:  6030
# of training samples:  19832
MLP_G(
  (fc1): Linear(in_features=170, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=2048)
  (lrelu): LeakyReLU(0.2, inplace)
  (relu): ReLU(inplace)
)
MLP_CRITIC(
  (fc1): Linear(in_features=2133, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=1)
  (lrelu): LeakyReLU(0.2, inplace)
)
MLP_DropoutAdapt(
  (fc1): Linear(in_features=2048, out_features=1024)
  (fc2): Linear(in_features=1024, out_features=512)
  (relu): ReLU(inplace)
  (lrelu): LeakyReLU(0.2, inplace)
  (drop): Dropout(p=0.2)
)
EPOCH          |  D_cost  |  G_cost  |  F_cost  |  R_cost  |  Wasserstein_D  |  ACC_unseen  |  ACC_seen  |    H    |
[171 /200 ]    | -0.8134  | -1.2460  |  0.0972  |  0.9841  |     0.8513      |    0.5426    |   0.6622   | 0.5965  |
[172 /200 ]    | -0.8118  | -1.2197  |  0.0521  |  0.9848  |     0.8484      |    0.5243    |   0.6865   | 0.5946  |
[173 /200 ]    | -0.8177  | -1.2407  |  0.0419  |  0.9837  |     0.8581      |    0.5470    |   0.6644   | 0.6000  |
[174 /200 ]    | -0.8034  | -1.2357  |  0.0460  |  0.9840  |     0.8449      |    0.5408    |   0.6620   | 0.5953  |
[175 /200 ]    | -0.8077  | -1.2135  |  0.0623  |  0.9845  |     0.8462      |    0.5600    |   0.6297   | 0.5928  |
[176 /200 ]    | -0.7860  | -1.2066  |  0.0749  |  0.9842  |     0.8197      |    0.5355    |   0.6685   | 0.5946  |
[177 /200 ]    | -0.8061  | -1.2552  |  0.0563  |  0.9846  |     0.8481      |    0.5646    |   0.6372   | 0.5987  |
[178 /200 ]    | -0.8036  | -1.2516  |  0.0674  |  0.9849  |     0.8395      |    0.5428    |   0.6649   | 0.5977  |
[179 /200 ]    | -0.7955  | -1.2801  |  0.0307  |  0.9848  |     0.8348      |    0.5441    |   0.6682   | 0.5998  |
[180 /200 ]    | -0.7992  | -1.2831  |  0.1043  |  0.9849  |     0.8427      |    0.5601    |   0.6319   | 0.5938  |
[181 /200 ]    | -0.8025  | -1.2996  |  0.0312  |  0.9844  |     0.8389      |    0.5342    |   0.6707   | 0.5947  |
[182 /200 ]    | -0.8041  | -1.2522  |  0.0507  |  0.9848  |     0.8440      |    0.5655    |   0.6344   | 0.5979  |
[183 /200 ]    | -0.7680  | -1.2589  |  0.0904  |  0.9857  |     0.8046      |    0.5574    |   0.6330   | 0.5928  |
[184 /200 ]    | -0.7963  | -1.2683  |  0.0556  |  0.9852  |     0.8386      |    0.5536    |   0.6378   | 0.5927  |
[185 /200 ]    | -0.8048  | -1.2719  |  0.0883  |  0.9854  |     0.8433      |    0.5548    |   0.6402   | 0.5945  |
[186 /200 ]    | -0.8100  | -1.3218  |  0.0204  |  0.9862  |     0.8520      |    0.5465    |   0.6394   | 0.5893  |
[187 /200 ]    | -0.8109  | -1.2306  |  0.0509  |  0.9864  |     0.8531      |    0.5280    |   0.6695   | 0.5904  |
[188 /200 ]    | -0.7984  | -1.2999  |  0.0199  |  0.9866  |     0.8398      |    0.5296    |   0.6690   | 0.5912  |
[189 /200 ]    | -0.8329  | -1.3007  |  0.0561  |  0.9863  |     0.8720      |    0.5466    |   0.6336   | 0.5869  |
[190 /200 ]    | -0.7967  | -1.3116  |  0.0677  |  0.9862  |     0.8329      |    0.5522    |   0.6390   | 0.5924  |
[191 /200 ]    | -0.7974  | -1.2342  |  0.0759  |  0.9862  |     0.8365      |    0.5482    |   0.6401   | 0.5906  |
[192 /200 ]    | -0.7850  | -1.3374  |  0.0441  |  0.9862  |     0.8256      |    0.5446    |   0.6451   | 0.5906  |
[193 /200 ]    | -0.8024  | -1.3112  |  0.0715  |  0.9865  |     0.8443      |    0.5464    |   0.6381   | 0.5887  |
[194 /200 ]    | -0.7952  | -1.2953  |  0.0340  |  0.9865  |     0.8354      |    0.5497    |   0.6423   | 0.5924  |
[195 /200 ]    | -0.7835  | -1.2699  |  0.0245  |  0.9873  |     0.8218      |    0.5498    |   0.6439   | 0.5931  |
[196 /200 ]    | -0.8097  | -1.3150  |  0.1083  |  0.9863  |     0.8494      |    0.5512    |   0.6370   | 0.5910  |
[197 /200 ]    | -0.7809  | -1.2667  |  0.1487  |  0.9867  |     0.8226      |    0.5457    |   0.6412   | 0.5896  |
[198 /200 ]    | -0.7782  | -1.2927  |  0.0219  |  0.9869  |     0.8198      |    0.5441    |   0.6382   | 0.5874  |
[199 /200 ]    | -0.7924  | -1.2729  |  0.0133  |  0.9875  |     0.8338      |    0.5495    |   0.6408   | 0.5916  |
[200 /200 ]    | -0.7952  | -1.2503  |  0.0380  |  0.9872  |     0.8358      |    0.5406    |   0.6404   | 0.5863  |
max H: 0.624287 in epoch: 123
