Namespace(adv_steps=5, att_size=1024, batch_size=512, beta1=0.5, class_embedding='att', classifier_lr=0.001, cls_weight=0.1, critic_iter=5, cuda=True, dataroot='/data0/docker/xingyun/mmcgan/data', dataset='FLO', drop_rate=0.2, epsilon=0.0625, fusion_iter=2, gzsl=True, hfSize=512, image_embedding='res101', lambda1=10.0, lr=0.0001, manualSeed=None, matdataset=True, nclass_all=102, dis_hu=4096, nepoch=300, netD='', netD_name='MLP_CRITIC', netG='', netG_name='MLP_G', gen_hu=4096, ngpu=1, nrh1=1024, nrh2=512, nrh3=256, nrh4=128, ntrain_class=82, nz=1024, outf='./checkpoint/', outname='flowers', preprocessing=True, pretrain_classifier='', print_every=1, r_hl=4, r_weight=1, res_size=2048, save_every=100, standardization=False, start_epoch=0, syn_num=800, triple_batch_size=128, val_every=1, validation=False, workers=2)
Random Seed:  3753
# of training samples:  5631
MLP_G(
  (fc1): Linear(in_features=2048, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=2048)
  (lrelu): LeakyReLU(0.2, inplace)
  (relu): ReLU(inplace)
)
robDis(
  (fc1): Linear(in_features=3072, out_features=4096)
  (bin): Linear(in_features=4096, out_features=1)
  (multi): Linear(in_features=4096, out_features=82)
  (relu): ReLU(inplace)
)
MLP_4HL_Dropout_R(
  (fc1): Linear(in_features=2048, out_features=1024)
  (fc2): Linear(in_features=1024, out_features=512)
  (fc3): Linear(in_features=512, out_features=256)
  (fc4): Linear(in_features=256, out_features=128)
  (fc5): Linear(in_features=128, out_features=1024)
  (relu): ReLU(inplace)
  (lrelu): LeakyReLU(0.2, inplace)
  (dropout): Dropout(p=0.2)
)
EPOCH          |  D_cost  |  G_cost  |  R_cost  |  ACC_unseen  |  ACC_seen  |    H    |
[181 /300 ]    |  0.5629  |  0.8282  |  0.7784  |    0.5479    |   0.7315   | 0.6265  |
[182 /300 ]    |  0.7893  |  0.7409  |  0.7780  |    0.5254    |   0.7315   | 0.6116  |
[183 /300 ]    |  0.7415  |  0.7881  |  0.7802  |    0.5652    |   0.7244   | 0.6350  |
[184 /300 ]    |  0.6431  |  0.8316  |  0.7803  |    0.5460    |   0.7692   | 0.6387  |
[185 /300 ]    |  0.5817  |  0.9106  |  0.7790  |    0.5214    |   0.7726   | 0.6226  |
[186 /300 ]    |  0.6872  |  0.6645  |  0.7790  |    0.4964    |   0.7717   | 0.6042  |
[187 /300 ]    |  0.4628  |  0.8181  |  0.7787  |    0.5114    |   0.7373   | 0.6039  |
[188 /300 ]    |  0.2764  |  1.2493  |  0.7794  |    0.4281    |   0.7601   | 0.5477  |
[189 /300 ]    |  0.3550  |  1.1558  |  0.7757  |    0.4603    |   0.7198   | 0.5615  |
[190 /300 ]    |  0.2522  |  1.4510  |  0.7770  |    0.4299    |   0.6748   | 0.5252  |
[191 /300 ]    |  0.5793  |  1.2097  |  0.7789  |    0.4596    |   0.7194   | 0.5608  |
[192 /300 ]    |  0.2824  |  1.5754  |  0.7787  |    0.4355    |   0.6753   | 0.5295  |
[193 /300 ]    |  0.3913  |  1.1606  |  0.7784  |    0.4925    |   0.6898   | 0.5747  |
[194 /300 ]    |  0.6793  |  0.9171  |  0.7789  |    0.5009    |   0.7568   | 0.6028  |
[195 /300 ]    |  0.6828  |  0.7821  |  0.7788  |    0.5688    |   0.7215   | 0.6361  |
[196 /300 ]    |  0.7950  |  0.7362  |  0.7775  |    0.5675    |   0.7614   | 0.6503  |
[197 /300 ]    |  0.8536  |  0.7101  |  0.7783  |    0.5784    |   0.7698   | 0.6605  |
[198 /300 ]    |  0.8290  |  0.7000  |  0.7791  |    0.5797    |   0.7625   | 0.6587  |
[199 /300 ]    |  0.8092  |  0.6790  |  0.7782  |    0.5756    |   0.7761   | 0.6610  |
[200 /300 ]    |  0.7921  |  0.6818  |  0.7791  |    0.5611    |   0.7789   | 0.6523  |
[201 /300 ]    |  0.8375  |  0.6837  |  0.7792  |    0.5478    |   0.7957   | 0.6489  |
[202 /300 ]    |  0.8135  |  0.6632  |  0.7771  |    0.5648    |   0.7729   | 0.6526  |
[203 /300 ]    |  0.8271  |  0.7175  |  0.7800  |    0.5492    |   0.8094   | 0.6544  |
[204 /300 ]    |  0.8048  |  0.6452  |  0.7780  |    0.5526    |   0.7905   | 0.6505  |
[205 /300 ]    |  0.8109  |  0.6431  |  0.7795  |    0.5869    |   0.7602   | 0.6624  |
[206 /300 ]    |  0.8253  |  0.6391  |  0.7803  |    0.5661    |   0.7644   | 0.6504  |
[207 /300 ]    |  0.8140  |  0.6593  |  0.7809  |    0.5785    |   0.7454   | 0.6515  |
[208 /300 ]    |  0.8145  |  0.6676  |  0.7792  |    0.5372    |   0.7843   | 0.6376  |
[209 /300 ]    |  0.8213  |  0.6497  |  0.7802  |    0.5547    |   0.7844   | 0.6499  |
[210 /300 ]    |  0.8100  |  0.6558  |  0.7797  |    0.5630    |   0.7722   | 0.6512  |
[211 /300 ]    |  0.8203  |  0.5874  |  0.7810  |    0.5501    |   0.7971   | 0.6510  |
[212 /300 ]    |  0.8093  |  0.7047  |  0.7796  |    0.5227    |   0.7908   | 0.6293  |
[213 /300 ]    |  0.8188  |  0.7088  |  0.7803  |    0.5377    |   0.7920   | 0.6405  |
[214 /300 ]    |  0.8186  |  0.5692  |  0.7807  |    0.5353    |   0.8145   | 0.6460  |
[215 /300 ]    |  0.8085  |  0.6864  |  0.7792  |    0.5545    |   0.7632   | 0.6423  |
[216 /300 ]    |  0.8295  |  0.7595  |  0.7811  |    0.5362    |   0.7795   | 0.6354  |
[217 /300 ]    |  0.8568  |  0.8710  |  0.7817  |    0.5478    |   0.7716   | 0.6407  |
[218 /300 ]    |  0.8250  |  0.8126  |  0.7794  |    0.5648    |   0.7500   | 0.6444  |
[219 /300 ]    |  0.8030  |  0.6359  |  0.7803  |    0.5714    |   0.7461   | 0.6471  |
[220 /300 ]    |  0.8499  |  0.4997  |  0.7805  |    0.5622    |   0.7983   | 0.6598  |
[221 /300 ]    |  0.8284  |  0.8083  |  0.7804  |    0.5433    |   0.7956   | 0.6457  |
[222 /300 ]    |  0.8708  |  0.9022  |  0.7805  |    0.5684    |   0.7619   | 0.6511  |
[223 /300 ]    |  0.8070  |  0.6640  |  0.7797  |    0.5511    |   0.7641   | 0.6404  |
[224 /300 ]    |  0.8196  |  0.6891  |  0.7811  |    0.5499    |   0.7757   | 0.6435  |
[225 /300 ]    |  0.7928  |  0.6870  |  0.7796  |    0.5275    |   0.8107   | 0.6391  |
[226 /300 ]    |  0.8100  |  0.6552  |  0.7817  |    0.5418    |   0.7955   | 0.6446  |
[227 /300 ]    |  0.8203  |  0.5949  |  0.7816  |    0.5737    |   0.7486   | 0.6496  |
[228 /300 ]    |  0.7791  |  0.6757  |  0.7819  |    0.5599    |   0.7679   | 0.6476  |
[229 /300 ]    |  0.8109  |  0.6996  |  0.7798  |    0.5637    |   0.7543   | 0.6452  |
[230 /300 ]    |  0.7851  |  0.6472  |  0.7812  |    0.5704    |   0.7398   | 0.6441  |
[231 /300 ]    |  0.8007  |  0.6438  |  0.7802  |    0.5804    |   0.7492   | 0.6541  |
[232 /300 ]    |  0.8019  |  0.7450  |  0.7798  |    0.5511    |   0.7724   | 0.6432  |
[233 /300 ]    |  0.7846  |  0.6917  |  0.7824  |    0.5339    |   0.8097   | 0.6435  |
[234 /300 ]    |  0.7762  |  0.6906  |  0.7805  |    0.5599    |   0.7323   | 0.6346  |
[235 /300 ]    |  0.7819  |  0.7619  |  0.7818  |    0.5543    |   0.7937   | 0.6527  |
[236 /300 ]    |  0.8076  |  0.7032  |  0.7816  |    0.5401    |   0.8049   | 0.6464  |
[237 /300 ]    |  0.7770  |  0.6418  |  0.7797  |    0.5608    |   0.7527   | 0.6427  |
[238 /300 ]    |  0.7680  |  0.7159  |  0.7804  |    0.5573    |   0.7479   | 0.6387  |
[239 /300 ]    |  0.7976  |  0.8519  |  0.7818  |    0.5470    |   0.7713   | 0.6400  |
[240 /300 ]    |  0.7804  |  0.8248  |  0.7807  |    0.5458    |   0.8099   | 0.6521  |
[241 /300 ]    |  0.8169  |  0.6032  |  0.7818  |    0.5450    |   0.7789   | 0.6413  |
[242 /300 ]    |  0.7741  |  0.7200  |  0.7817  |    0.5580    |   0.7846   | 0.6522  |
[243 /300 ]    |  0.7890  |  0.6240  |  0.7815  |    0.5635    |   0.7822   | 0.6551  |
[244 /300 ]    |  0.7764  |  0.7095  |  0.7814  |    0.5652    |   0.7545   | 0.6462  |
[245 /300 ]    |  0.7755  |  0.6568  |  0.7813  |    0.5590    |   0.7706   | 0.6479  |
[246 /300 ]    |  0.7924  |  0.7606  |  0.7815  |    0.5438    |   0.7981   | 0.6469  |
[247 /300 ]    |  0.8157  |  0.8146  |  0.7825  |    0.5551    |   0.7739   | 0.6464  |
[248 /300 ]    |  0.7747  |  0.6969  |  0.7802  |    0.5623    |   0.7604   | 0.6465  |
[249 /300 ]    |  0.8375  |  0.5613  |  0.7812  |    0.5603    |   0.7959   | 0.6577  |
[250 /300 ]    |  0.7968  |  0.5971  |  0.7807  |    0.5921    |   0.7293   | 0.6536  |
[251 /300 ]    |  0.7860  |  0.5897  |  0.7829  |    0.5492    |   0.7941   | 0.6493  |
[252 /300 ]    |  0.8082  |  0.8171  |  0.7817  |    0.5694    |   0.7600   | 0.6510  |
[253 /300 ]    |  0.7804  |  0.6546  |  0.7816  |    0.5498    |   0.8037   | 0.6530  |
[254 /300 ]    |  0.8028  |  0.8297  |  0.7823  |    0.5865    |   0.7591   | 0.6617  |
[255 /300 ]    |  0.7963  |  0.8453  |  0.7806  |    0.5545    |   0.8017   | 0.6556  |
[256 /300 ]    |  0.7820  |  0.6000  |  0.7816  |    0.5527    |   0.8133   | 0.6582  |
[257 /300 ]    |  0.7551  |  0.6339  |  0.7828  |    0.5563    |   0.7995   | 0.6560  |
[258 /300 ]    |  0.7861  |  0.5266  |  0.7821  |    0.5803    |   0.7725   | 0.6628  |
[259 /300 ]    |  0.7677  |  0.6682  |  0.7819  |    0.5617    |   0.7956   | 0.6585  |
[260 /300 ]    |  0.8355  |  0.9668  |  0.7831  |    0.5665    |   0.7868   | 0.6587  |
[261 /300 ]    |  0.8216  |  0.9344  |  0.7823  |    0.5501    |   0.8125   | 0.6560  |
[262 /300 ]    |  0.7747  |  0.7249  |  0.7823  |    0.5577    |   0.8071   | 0.6596  |
[263 /300 ]    |  0.7430  |  0.6961  |  0.7815  |    0.5507    |   0.8093   | 0.6554  |
[264 /300 ]    |  0.7940  |  0.8190  |  0.7831  |    0.5697    |   0.8045   | 0.6670  |
[265 /300 ]    |  0.7851  |  0.7828  |  0.7829  |    0.5546    |   0.7844   | 0.6498  |
[266 /300 ]    |  0.7424  |  0.6654  |  0.7824  |    0.5387    |   0.8112   | 0.6475  |
[267 /300 ]    |  0.7642  |  0.7151  |  0.7819  |    0.5450    |   0.7962   | 0.6471  |
[268 /300 ]    |  0.7676  |  0.7631  |  0.7824  |    0.5688    |   0.7810   | 0.6582  |
[269 /300 ]    |  0.7654  |  0.6173  |  0.7812  |    0.5664    |   0.7916   | 0.6603  |
[270 /300 ]    |  0.7805  |  0.7898  |  0.7831  |    0.5642    |   0.7777   | 0.6540  |
[271 /300 ]    |  0.7596  |  0.6661  |  0.7827  |    0.5745    |   0.7582   | 0.6537  |
[272 /300 ]    |  0.7630  |  0.7806  |  0.7807  |    0.5725    |   0.7995   | 0.6672  |
[273 /300 ]    |  0.7606  |  0.6752  |  0.7811  |    0.5586    |   0.7738   | 0.6488  |
[274 /300 ]    |  0.7746  |  0.7457  |  0.7819  |    0.5665    |   0.7806   | 0.6566  |
[275 /300 ]    |  0.7636  |  0.7441  |  0.7823  |    0.5657    |   0.7736   | 0.6535  |
[276 /300 ]    |  0.7565  |  0.7715  |  0.7832  |    0.5381    |   0.8093   | 0.6464  |
[277 /300 ]    |  0.7820  |  0.6698  |  0.7820  |    0.5733    |   0.7855   | 0.6628  |
[278 /300 ]    |  0.7456  |  0.7818  |  0.7819  |    0.5904    |   0.7535   | 0.6620  |
[279 /300 ]    |  0.7830  |  0.5706  |  0.7818  |    0.5496    |   0.7968   | 0.6505  |
[280 /300 ]    |  0.7733  |  0.6328  |  0.7839  |    0.5906    |   0.7738   | 0.6699  |
[281 /300 ]    |  0.7327  |  0.6993  |  0.7831  |    0.5480    |   0.7989   | 0.6501  |
[282 /300 ]    |  0.7431  |  0.6693  |  0.7820  |    0.5511    |   0.8035   | 0.6538  |
[283 /300 ]    |  0.7755  |  0.6129  |  0.7822  |    0.5607    |   0.7792   | 0.6521  |
[284 /300 ]    |  0.7539  |  0.6518  |  0.7834  |    0.5503    |   0.8118   | 0.6559  |
[285 /300 ]    |  0.7639  |  0.7214  |  0.7823  |    0.5787    |   0.7520   | 0.6541  |
[286 /300 ]    |  0.7705  |  0.6094  |  0.7819  |    0.5667    |   0.7768   | 0.6553  |
[287 /300 ]    |  0.7667  |  0.7190  |  0.7824  |    0.5794    |   0.7769   | 0.6638  |
[288 /300 ]    |  0.7705  |  0.6447  |  0.7829  |    0.5346    |   0.8113   | 0.6445  |
[289 /300 ]    |  0.7734  |  0.5718  |  0.7831  |    0.5462    |   0.7942   | 0.6472  |
[290 /300 ]    |  0.8090  |  0.9434  |  0.7846  |    0.5625    |   0.7902   | 0.6572  |
[291 /300 ]    |  0.7794  |  0.8338  |  0.7824  |    0.5781    |   0.7802   | 0.6641  |
[292 /300 ]    |  0.7438  |  0.6718  |  0.7820  |    0.5729    |   0.7650   | 0.6551  |
[293 /300 ]    |  0.7887  |  0.9378  |  0.7811  |    0.5631    |   0.7955   | 0.6594  |
[294 /300 ]    |  0.7361  |  0.7326  |  0.7830  |    0.5210    |   0.8183   | 0.6367  |
[295 /300 ]    |  0.7590  |  0.6655  |  0.7827  |    0.5508    |   0.8165   | 0.6578  |
[296 /300 ]    |  0.7530  |  0.7464  |  0.7832  |    0.5665    |   0.7778   | 0.6556  |
[297 /300 ]    |  0.7715  |  0.5590  |  0.7825  |    0.5678    |   0.7438   | 0.6440  |
[298 /300 ]    |  0.7575  |  0.8113  |  0.7831  |    0.5634    |   0.7897   | 0.6577  |
[299 /300 ]    |  0.7595  |  0.6266  |  0.7830  |    0.5393    |   0.8264   | 0.6527  |
[300 /300 ]    |  0.7512  |  0.6899  |  0.7833  |    0.5602    |   0.7947   | 0.6572  |
max H: 0.669890 in epoch: 280
