Namespace(att_size=85, batch_size=1024, bc=False, beta1=0.5, class_embedding='att', classifier_lr=0.001, cls_weight=0.01, consistency_weight=1, critic_iter=5, cuda=True, dataroot='/data0/docker/xingyun/mmcgan/data', dataset='AWA2', drop_rate=0.2, fusion_iter=3, gzsl=True, hfSize=512, image_embedding='res101', lambda1=10.0, lr=1e-05, manualSeed=None, matdataset=True, nclass_all=50, dis_hu=4096, nepoch=200, netD_name='MLP_CRITIC', netG_name='MLP_G', gen_hu=4096, ngpu=1, nrh=4096, nrh1=1024, nrh2=512, nrh3=256, nrh4=128, nz=85, outf='./checkpoint/', outname='awa2', preprocessing=True, pretrain_classifier='', print_every=1, r_hl=4, r_weight=1, res_size=2048, save_every=100, standardization=False, start_epoch=0, syn_num=2000, triple_batch_size=128, val_every=1, validation=False, workers=2)
Random Seed:  4803
# of training samples:  23527
MLP_G(
  (fc1): Linear(in_features=170, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=2048)
  (lrelu): LeakyReLU(0.2, inplace)
  (relu): ReLU(inplace)
)
MLP_CRITIC(
  (fc1): Linear(in_features=2133, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=1)
  (lrelu): LeakyReLU(0.2, inplace)
)
MLP_DropoutAdapt(
  (fc1): Linear(in_features=2048, out_features=1024)
  (fc2): Linear(in_features=1024, out_features=512)
  (relu): ReLU(inplace)
  (lrelu): LeakyReLU(0.2, inplace)
  (drop): Dropout(p=0.2)
)
EPOCH          |  D_cost  |  G_cost  |  F_cost  |  R_cost  |  Wasserstein_D  |  ACC_unseen  |  ACC_seen  |    H    |
[146 /200 ]    | -0.9563  | -0.9251  |  0.0946  |  0.9672  |     1.0021      |    0.5240    |   0.6440   | 0.5779  |
[147 /200 ]    | -0.9401  | -0.9304  |  0.0668  |  0.9676  |     0.9812      |    0.5138    |   0.7189   | 0.5992  |
[148 /200 ]    | -0.9349  | -0.9255  |  0.0948  |  0.9669  |     0.9772      |    0.5002    |   0.7232   | 0.5914  |
[149 /200 ]    | -0.9383  | -0.9791  |  0.0339  |  0.9676  |     0.9815      |    0.4944    |   0.7456   | 0.5946  |
[150 /200 ]    | -0.9255  | -0.9589  |  0.0366  |  0.9688  |     0.9677      |    0.5256    |   0.6960   | 0.5989  |
[151 /200 ]    | -0.9454  | -0.9705  |  0.0416  |  0.9676  |     0.9892      |    0.5369    |   0.6885   | 0.6034  |
[152 /200 ]    | -0.9625  | -0.9783  |  0.0884  |  0.9688  |     1.0097      |    0.5085    |   0.7196   | 0.5959  |
[153 /200 ]    | -0.9375  | -0.9749  |  0.0570  |  0.9686  |     0.9812      |    0.4941    |   0.7229   | 0.5870  |
[154 /200 ]    | -0.9203  | -0.9602  |  0.0153  |  0.9691  |     0.9611      |    0.4955    |   0.7453   | 0.5953  |
[155 /200 ]    | -0.9452  | -1.0069  |  0.1218  |  0.9686  |     0.9876      |    0.5242    |   0.6985   | 0.5989  |
[156 /200 ]    | -0.9176  | -0.9985  |  0.0882  |  0.9689  |     0.9589      |    0.5013    |   0.7201   | 0.5911  |
[157 /200 ]    | -0.9166  | -0.9832  |  0.0474  |  0.9699  |     0.9563      |    0.5097    |   0.6958   | 0.5884  |
[158 /200 ]    | -0.9184  | -1.0116  |  0.0922  |  0.9705  |     0.9600      |    0.5083    |   0.7223   | 0.5967  |
[159 /200 ]    | -0.9234  | -1.0460  |  0.1242  |  0.9697  |     0.9661      |    0.5074    |   0.7398   | 0.6019  |
[160 /200 ]    | -0.9129  | -1.0211  |  0.0808  |  0.9705  |     0.9555      |    0.5316    |   0.6851   | 0.5986  |
[161 /200 ]    | -0.9246  | -1.0024  |  0.0210  |  0.9707  |     0.9676      |    0.5172    |   0.7161   | 0.6006  |
[162 /200 ]    | -0.9211  | -1.0258  |  0.0885  |  0.9702  |     0.9618      |    0.5360    |   0.6912   | 0.6038  |
[163 /200 ]    | -0.9065  | -1.0127  |  0.1063  |  0.9712  |     0.9474      |    0.5492    |   0.6795   | 0.6074  |
[164 /200 ]    | -0.9257  | -1.0140  |  0.0726  |  0.9715  |     0.9663      |    0.5056    |   0.7246   | 0.5956  |
[165 /200 ]    | -0.9066  | -0.9954  |  0.0818  |  0.9712  |     0.9477      |    0.5175    |   0.7178   | 0.6014  |
[166 /200 ]    | -0.9136  | -1.0214  |  0.0991  |  0.9714  |     0.9524      |    0.5382    |   0.6938   | 0.6062  |
[167 /200 ]    | -0.9194  | -1.0396  |  0.1013  |  0.9710  |     0.9601      |    0.5057    |   0.7469   | 0.6031  |
[168 /200 ]    | -0.9181  | -1.0184  |  0.0471  |  0.9715  |     0.9573      |    0.5598    |   0.6417   | 0.5979  |
[169 /200 ]    | -0.8893  | -1.0722  |  0.1054  |  0.9729  |     0.9306      |    0.5272    |   0.7199   | 0.6086  |
[170 /200 ]    | -0.8826  | -1.0004  |  0.1000  |  0.9720  |     0.9205      |    0.5043    |   0.7260   | 0.5952  |
[171 /200 ]    | -0.8959  | -1.0171  |  0.0329  |  0.9722  |     0.9358      |    0.5141    |   0.7206   | 0.6001  |
[172 /200 ]    | -0.9099  | -1.0515  |  0.0692  |  0.9730  |     0.9511      |    0.5178    |   0.7247   | 0.6040  |
[173 /200 ]    | -0.8854  | -1.0435  |  0.0387  |  0.9731  |     0.9252      |    0.5104    |   0.7442   | 0.6055  |
[174 /200 ]    | -0.9030  | -1.0452  |  0.1139  |  0.9727  |     0.9400      |    0.5126    |   0.7164   | 0.5976  |
[175 /200 ]    | -0.8986  | -1.0778  |  0.1637  |  0.9738  |     0.9374      |    0.5081    |   0.7214   | 0.5962  |
[176 /200 ]    | -0.8762  | -1.0222  |  0.0400  |  0.9737  |     0.9119      |    0.5470    |   0.6868   | 0.6090  |
[177 /200 ]    | -0.9106  | -1.0628  |  0.0442  |  0.9741  |     0.9506      |    0.5044    |   0.7464   | 0.6020  |
[178 /200 ]    | -0.8866  | -1.0751  |  0.0460  |  0.9743  |     0.9256      |    0.4883    |   0.7529   | 0.5924  |
[179 /200 ]    | -0.9048  | -1.0591  |  0.1102  |  0.9744  |     0.9466      |    0.4883    |   0.7548   | 0.5930  |
[180 /200 ]    | -0.8871  | -1.0575  |  0.1345  |  0.9735  |     0.9257      |    0.5394    |   0.6927   | 0.6065  |
[181 /200 ]    | -0.8764  | -1.1198  |  0.0731  |  0.9744  |     0.9146      |    0.5392    |   0.6889   | 0.6049  |
[182 /200 ]    | -0.8848  | -1.0872  |  0.0520  |  0.9749  |     0.9268      |    0.5409    |   0.6894   | 0.6062  |
[183 /200 ]    | -0.8792  | -1.0522  |  0.0466  |  0.9743  |     0.9181      |    0.4950    |   0.7434   | 0.5943  |
[184 /200 ]    | -0.8743  | -1.0563  |  0.0703  |  0.9751  |     0.9129      |    0.5365    |   0.6976   | 0.6066  |
[185 /200 ]    | -0.8718  | -1.0684  |  0.0849  |  0.9752  |     0.9085      |    0.5402    |   0.6967   | 0.6085  |
[186 /200 ]    | -0.8879  | -1.1146  |  0.1083  |  0.9759  |     0.9263      |    0.5119    |   0.7180   | 0.5977  |
[187 /200 ]    | -0.8884  | -1.1049  |  0.1187  |  0.9759  |     0.9280      |    0.5287    |   0.6924   | 0.5996  |
[188 /200 ]    | -0.8684  | -1.0865  |  0.0431  |  0.9761  |     0.9070      |    0.5352    |   0.6881   | 0.6021  |
[189 /200 ]    | -0.8652  | -1.1079  |  0.0640  |  0.9760  |     0.9035      |    0.5386    |   0.7235   | 0.6175  |
[190 /200 ]    | -0.8579  | -1.1357  |  0.0652  |  0.9760  |     0.8943      |    0.5320    |   0.7302   | 0.6156  |
[191 /200 ]    | -0.8658  | -1.1358  |  0.0168  |  0.9764  |     0.9043      |    0.5236    |   0.7255   | 0.6083  |
[192 /200 ]    | -0.8653  | -1.1172  |  0.1465  |  0.9755  |     0.9032      |    0.5546    |   0.6895   | 0.6147  |
[193 /200 ]    | -0.8737  | -1.0887  |  0.0761  |  0.9766  |     0.9153      |    0.5266    |   0.7262   | 0.6105  |
[194 /200 ]    | -0.8578  | -1.0922  |  0.0764  |  0.9771  |     0.8918      |    0.5499    |   0.6963   | 0.6145  |
[195 /200 ]    | -0.8546  | -1.1182  |  0.0180  |  0.9762  |     0.8927      |    0.5198    |   0.7292   | 0.6070  |
[196 /200 ]    | -0.8598  | -1.1338  |  0.1030  |  0.9772  |     0.8977      |    0.5304    |   0.6911   | 0.6002  |
[197 /200 ]    | -0.8638  | -1.0938  |  0.0769  |  0.9777  |     0.9006      |    0.5466    |   0.6945   | 0.6117  |
[198 /200 ]    | -0.8569  | -1.1062  |  0.0064  |  0.9774  |     0.8948      |    0.5315    |   0.6939   | 0.6019  |
[199 /200 ]    | -0.8596  | -1.1176  |  0.0831  |  0.9772  |     0.8993      |    0.5341    |   0.6971   | 0.6048  |
[200 /200 ]    | -0.8706  | -1.1227  |  0.0618  |  0.9780  |     0.9080      |    0.5243    |   0.6934   | 0.5971  |
max H: 0.617523 in epoch: 189
