Namespace(att_size=1024, batch_size=1024, bc=False, beta1=0.5, class_embedding='att', classifier_lr=0.001, cls_weight=0.1, consistency_weight=1, critic_iter=5, cuda=True, dataroot='/data0/docker/xingyun/mmcgan/data', dataset='FLO', drop_rate=0.2, gzsl=True, image_embedding='res101', lambda1=10.0, lr=0.0001, manualSeed=806, matdataset=True, nclass_all=102, dis_hu=4096, nepoch=300, netD='', netD_name='MLP_CRITIC', netG='', netG_name='MLP_G', gen_hu=4096, ngpu=1, njh=170, nrgh=4096, nrgh1=1024, nrgh2=512, nrgh3=256, nrgh4=128, nrh=4096, nrh1=1024, nrh2=512, nrh3=256, nrh4=128, nz=1024, outf='./checkpoint/', outname='flowers', preprocessing=True, pretrain_classifier='', print_every=1, r_hl=4, r_iteration=3, r_nz=2048, r_path='/home/xingyun/docker/mmcgan/r_param', r_weight=1, res_size=2048, reverse_iter=5, rg_hl=1, save_every=100, standardization=False, start_epoch=0, syn_num=900, val_every=1, validation=False, workers=2)
Random Seed:  806
# of training samples:  5631
MLP_G(
  (fc1): Linear(in_features=2048, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=2048)
  (lrelu): LeakyReLU(0.2, inplace)
  (relu): ReLU(inplace)
)
MLP_CRITIC(
  (fc1): Linear(in_features=3072, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=1)
  (lrelu): LeakyReLU(0.2, inplace)
)
MLP_4HL_Dropout_R(
  (fc1): Linear(in_features=2048, out_features=1024)
  (fc2): Linear(in_features=1024, out_features=512)
  (fc3): Linear(in_features=512, out_features=256)
  (fc4): Linear(in_features=256, out_features=128)
  (fc5): Linear(in_features=128, out_features=1024)
  (relu): ReLU(inplace)
  (lrelu): LeakyReLU(0.2, inplace)
  (dropout): Dropout(p=0.2)
)
EPOCH          |  D_cost  |  G_cost  |  R_cost  |  Wasserstein_D  |  ACC_unseen  |  ACC_seen  |    H    |
[ 1  /300 ]    | -4.2090  |  4.9150  |  0.3148  |     4.4793      |    0.0912    |   0.0152   | 0.0261  |
[ 2  /300 ]    | -1.3153  | -0.3748  |  0.6284  |     1.3261      |    0.0303    |   0.4029   | 0.0564  |
[ 3  /300 ]    | -1.1453  | -1.4752  |  0.6893  |     1.1546      |    0.0490    |   0.4089   | 0.0875  |
[ 4  /300 ]    | -1.5306  | -1.6113  |  0.7039  |     1.5539      |    0.0444    |   0.2471   | 0.0752  |
[ 5  /300 ]    | -1.6367  | -1.6308  |  0.7114  |     1.6563      |    0.0519    |   0.4089   | 0.0921  |
[ 6  /300 ]    | -1.8085  | -1.3276  |  0.7171  |     1.8246      |    0.0488    |   0.2333   | 0.0807  |
[ 7  /300 ]    | -1.9317  | -1.3819  |  0.7197  |     1.9492      |    0.0456    |   0.2403   | 0.0767  |
[ 8  /300 ]    | -2.0445  | -1.2938  |  0.7196  |     2.0631      |    0.0407    |   0.3637   | 0.0733  |
[ 9  /300 ]    | -2.1392  | -1.2303  |  0.7225  |     2.1589      |    0.0833    |   0.1940   | 0.1165  |
[ 10 /300 ]    | -2.2650  | -1.1132  |  0.7187  |     2.2940      |    0.0359    |   0.4839   | 0.0669  |
[ 11 /300 ]    | -2.3394  | -0.9772  |  0.7236  |     2.3954      |    0.0521    |   0.4822   | 0.0941  |
[ 12 /300 ]    | -2.3579  | -1.0014  |  0.7219  |     2.4043      |    0.0542    |   0.5282   | 0.0983  |
[ 13 /300 ]    | -2.3893  | -0.9200  |  0.7218  |     2.5218      |    0.0291    |   0.2856   | 0.0529  |
[ 14 /300 ]    | -2.4050  | -0.8693  |  0.7219  |     2.6118      |    0.0463    |   0.3365   | 0.0813  |
[ 15 /300 ]    | -2.3971  | -0.7590  |  0.7221  |     2.7116      |    0.0315    |   0.1970   | 0.0543  |
[ 16 /300 ]    | -2.4278  | -0.7102  |  0.7240  |     2.7278      |    0.0622    |   0.0838   | 0.0714  |
[ 17 /300 ]    | -2.4831  | -0.7748  |  0.7235  |     2.5928      |    0.0372    |   0.0978   | 0.0539  |
[ 18 /300 ]    | -2.5320  | -0.7222  |  0.7227  |     2.7275      |    0.0174    |   0.6754   | 0.0340  |
[ 19 /300 ]    | -2.5610  | -0.7345  |  0.7221  |     2.7554      |    0.0604    |   0.2385   | 0.0964  |
[ 20 /300 ]    | -2.5438  | -0.8067  |  0.7249  |     2.7025      |    0.0179    |   0.5578   | 0.0346  |
[ 21 /300 ]    | -2.5858  | -0.7848  |  0.7215  |     2.8189      |    0.0304    |   0.5402   | 0.0576  |
[ 22 /300 ]    | -2.6053  | -0.8223  |  0.7225  |     2.7670      |    0.0426    |   0.2152   | 0.0711  |
[ 23 /300 ]    | -2.5946  | -0.7577  |  0.7212  |     2.8270      |    0.0507    |   0.1881   | 0.0799  |
[ 24 /300 ]    | -2.6085  | -0.8583  |  0.7251  |     2.7052      |    0.0506    |   0.1774   | 0.0787  |
[ 25 /300 ]    | -2.5739  | -0.8209  |  0.7232  |     2.6453      |    0.0411    |   0.1906   | 0.0677  |
[ 26 /300 ]    | -2.6041  | -0.6620  |  0.7231  |     2.8456      |    0.0436    |   0.4918   | 0.0801  |
[ 27 /300 ]    | -2.6048  | -0.7131  |  0.7222  |     2.8152      |    0.0569    |   0.3403   | 0.0975  |
[ 28 /300 ]    | -2.6067  | -0.6821  |  0.7234  |     2.8896      |    0.0563    |   0.3496   | 0.0970  |
[ 29 /300 ]    | -2.5989  | -0.6899  |  0.7234  |     2.8228      |    0.0629    |   0.3368   | 0.1061  |
[ 30 /300 ]    | -2.5829  | -0.8130  |  0.7225  |     2.6736      |    0.0552    |   0.4880   | 0.0991  |
[ 31 /300 ]    | -2.6522  | -0.7997  |  0.7225  |     2.7765      |    0.0726    |   0.3334   | 0.1193  |
[ 32 /300 ]    | -2.6498  | -0.7723  |  0.7223  |     2.7501      |    0.0840    |   0.1558   | 0.1091  |
