Namespace(att_size=1024, batch_size=1024, bc=False, beta1=0.5, class_embedding='att', classifier_lr=0.001, cls_weight=0.1, consistency_weight=1, critic_iter=5, cuda=True, dataroot='/data0/docker/xingyun/mmcgan/data', dataset='FLO', drop_rate=0.2, gzsl=True, image_embedding='res101', lambda1=10.0, lr=0.0001, manualSeed=806, matdataset=True, nclass_all=102, dis_hu=4096, nepoch=300, netD='', netD_name='MLP_CRITIC', netG='', netG_name='MLP_G', gen_hu=4096, ngpu=1, njh=170, nrgh=4096, nrgh1=1024, nrgh2=512, nrgh3=256, nrgh4=128, nrh=4096, nrh1=1024, nrh2=512, nrh3=256, nrh4=128, nz=1024, outf='./checkpoint/', outname='flowers', preprocessing=True, pretrain_classifier='', print_every=1, r_hl=4, r_iteration=3, r_nz=2048, r_path='/home/xingyun/docker/mmcgan/r_param', r_weight=1, res_size=2048, reverse_iter=5, rg_hl=1, save_every=100, standardization=False, start_epoch=0, syn_num=700, val_every=1, validation=False, workers=2)
Random Seed:  806
# of training samples:  5631
MLP_G(
  (fc1): Linear(in_features=2048, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=2048)
  (lrelu): LeakyReLU(0.2, inplace)
  (relu): ReLU(inplace)
)
MLP_CRITIC(
  (fc1): Linear(in_features=3072, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=1)
  (lrelu): LeakyReLU(0.2, inplace)
)
MLP_4HL_Dropout_R(
  (fc1): Linear(in_features=2048, out_features=1024)
  (fc2): Linear(in_features=1024, out_features=512)
  (fc3): Linear(in_features=512, out_features=256)
  (fc4): Linear(in_features=256, out_features=128)
  (fc5): Linear(in_features=128, out_features=1024)
  (relu): ReLU(inplace)
  (lrelu): LeakyReLU(0.2, inplace)
  (dropout): Dropout(p=0.2)
)
EPOCH          |  D_cost  |  G_cost  |  R_cost  |  Wasserstein_D  |  ACC_unseen  |  ACC_seen  |    H    |
[ 1  /300 ]    | -4.2090  |  4.9150  |  0.3148  |     4.4793      |    0.0782    |   0.0453   | 0.0574  |
[ 2  /300 ]    | -1.2970  | -0.3339  |  0.6277  |     1.3080      |    0.0531    |   0.3367   | 0.0917  |
[ 3  /300 ]    | -1.1291  | -1.5596  |  0.6909  |     1.1385      |    0.0290    |   0.1369   | 0.0479  |
[ 4  /300 ]    | -1.5566  | -1.5011  |  0.7055  |     1.5803      |    0.0236    |   0.1613   | 0.0411  |
[ 5  /300 ]    | -1.6546  | -1.6502  |  0.7120  |     1.6749      |    0.0209    |   0.3529   | 0.0394  |
[ 6  /300 ]    | -1.7672  | -1.3930  |  0.7168  |     1.7847      |    0.0555    |   0.1450   | 0.0803  |
[ 7  /300 ]    | -1.9005  | -1.4775  |  0.7187  |     1.9206      |    0.0562    |   0.1360   | 0.0795  |
[ 8  /300 ]    | -1.9744  | -1.2973  |  0.7200  |     1.9918      |    0.0473    |   0.1325   | 0.0697  |
[ 9  /300 ]    | -2.1488  | -1.2230  |  0.7221  |     2.1694      |    0.0399    |   0.3173   | 0.0709  |
[ 10 /300 ]    | -2.2732  | -1.0923  |  0.7196  |     2.3034      |    0.0468    |   0.3041   | 0.0812  |
[ 11 /300 ]    | -2.3518  | -1.0008  |  0.7210  |     2.4126      |    0.0388    |   0.1413   | 0.0609  |
[ 12 /300 ]    | -2.3813  | -0.9636  |  0.7211  |     2.4764      |    0.0315    |   0.7003   | 0.0603  |
[ 13 /300 ]    | -2.3727  | -0.9805  |  0.7219  |     2.4692      |    0.0339    |   0.3958   | 0.0624  |
[ 14 /300 ]    | -2.3825  | -0.8587  |  0.7213  |     2.5979      |    0.0322    |   0.4599   | 0.0603  |
[ 15 /300 ]    | -2.4350  | -0.8501  |  0.7235  |     2.5981      |    0.0388    |   0.1147   | 0.0580  |
[ 16 /300 ]    | -2.4560  | -0.7772  |  0.7244  |     2.5950      |    0.0166    |   0.6331   | 0.0324  |
