Namespace(att_size=85, batch_size=1024, bc=False, beta1=0.5, class_embedding='att', classifier_lr=0.001, cls_weight=0.01, consistency_weight=1, critic_iter=5, cuda=True, dataroot='/data0/docker/xingyun/mmcgan/data', dataset='AWA2', drop_rate=0.2, gzsl=True, image_embedding='res101', lambda1=10.0, lr=1e-05, manualSeed=9182, matdataset=True, nclass_all=50, dis_hu=4096, nepoch=300, netD='', netD_name='MLP_CRITIC', netG='', netG_name='MLP_G', gen_hu=4096, ngpu=1, njh=170, nrgh=4096, nrgh1=1024, nrgh2=512, nrgh3=256, nrgh4=128, nrh=4096, nrh1=1024, nrh2=512, nrh3=256, nrh4=128, nz=85, outf='./checkpoint/', outname='awa2', preprocessing=True, pretrain_classifier='', print_every=1, r_hl=4, r_iteration=3, r_nz=2048, r_path='/home/xingyun/docker/mmcgan/r_param', r_weight=1, res_size=2048, reverse_iter=5, rg_hl=1, save_every=100, standardization=False, start_epoch=0, syn_num=1800, val_every=1, validation=False, workers=2)
Random Seed:  9182
# of training samples:  23527
MLP_G(
  (fc1): Linear(in_features=170, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=2048)
  (lrelu): LeakyReLU(0.2, inplace)
  (relu): ReLU(inplace)
)
MLP_CRITIC(
  (fc1): Linear(in_features=2133, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=1)
  (lrelu): LeakyReLU(0.2, inplace)
)
MLP_4HL_Dropout_R(
  (fc1): Linear(in_features=2048, out_features=1024)
  (fc2): Linear(in_features=1024, out_features=512)
  (fc3): Linear(in_features=512, out_features=256)
  (fc4): Linear(in_features=256, out_features=128)
  (fc5): Linear(in_features=128, out_features=85)
  (relu): ReLU(inplace)
  (lrelu): LeakyReLU(0.2, inplace)
  (dropout): Dropout(p=0.2)
)
EPOCH          |  D_cost  |  G_cost  |  R_cost  |  Wasserstein_D  |  ACC_unseen  |  ACC_seen  |    H    |
[ 1  /300 ]    | -1.1920  |  1.4343  |  0.6100  |     1.2388      |    0.0572    |   0.4927   | 0.1024  |
[ 2  /300 ]    | -0.5935  |  0.7962  |  0.6775  |     0.6027      |    0.1063    |   0.3501   | 0.1631  |
[ 3  /300 ]    | -0.2190  |  0.4165  |  0.7148  |     0.2209      |    0.1116    |   0.3021   | 0.1630  |
[ 4  /300 ]    | -0.2156  |  0.1082  |  0.7338  |     0.2181      |    0.0582    |   0.3357   | 0.0991  |
[ 5  /300 ]    | -0.3878  | -0.2034  |  0.7468  |     0.3913      |    0.0585    |   0.3478   | 0.1002  |
[ 6  /300 ]    | -0.6584  | -0.2111  |  0.7540  |     0.6701      |    0.0510    |   0.3591   | 0.0892  |
[ 7  /300 ]    | -0.8308  | -0.1798  |  0.7605  |     0.8615      |    0.0486    |   0.3261   | 0.0846  |
[ 8  /300 ]    | -1.0265  | -0.1400  |  0.7659  |     1.0803      |    0.0554    |   0.6750   | 0.1024  |
[ 9  /300 ]    | -1.1955  | -0.1217  |  0.7749  |     1.2697      |    0.0732    |   0.6743   | 0.1321  |
[ 10 /300 ]    | -1.3878  | -0.0821  |  0.7731  |     1.4829      |    0.0724    |   0.3061   | 0.1171  |
[ 11 /300 ]    | -1.5752  |  0.0277  |  0.7787  |     1.6801      |    0.1092    |   0.3160   | 0.1624  |
[ 12 /300 ]    | -1.7205  |  0.0848  |  0.7831  |     1.8329      |    0.1112    |   0.3219   | 0.1653  |
[ 13 /300 ]    | -1.7827  |  0.1049  |  0.7849  |     1.8950      |    0.1416    |   0.3536   | 0.2022  |
[ 14 /300 ]    | -1.8268  |  0.1143  |  0.7856  |     1.9329      |    0.0669    |   0.4013   | 0.1147  |
[ 15 /300 ]    | -1.8630  |  0.1191  |  0.7859  |     1.9671      |    0.0884    |   0.4470   | 0.1476  |
