Namespace(attSize=85, batch_size=1024, bc=False, beta1=0.5, class_embedding='att', classifier_lr=0.001, cls_weight=0.01, consistency_weight=1, critic_iter=5, cuda=True, dataroot='/data0/docker/xingyun/mmcgan/data', dataset='AWA2', drop_rate=0.2, gzsl=True, image_embedding='res101', lambda1=10.0, lr=1e-05, manualSeed=9182, matdataset=True, nclass_all=50, ndh=4096, nepoch=300, netD='', netD_name='MLP_CRITIC', netG='', netG_name='MLP_G', ngh=4096, ngpu=1, njh=170, nrgh=4096, nrgh1=1024, nrgh2=512, nrgh3=256, nrgh4=128, nrh=4096, nrh1=1024, nrh2=512, nrh3=256, nrh4=128, nz=85, outf='./checkpoint/', outname='awa2', preprocessing=True, pretrain_classifier='', print_every=1, r_hl=4, r_iteration=3, r_nz=2048, r_path='/home/xingyun/docker/mmcgan/r_param', r_weight=1, resSize=2048, reverse_iter=5, rg_hl=1, save_every=100, standardization=False, start_epoch=0, syn_num=1600, val_every=1, validation=False, workers=2)
Random Seed:  9182
# of training samples:  23527
MLP_G(
  (fc1): Linear(in_features=170, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=2048)
  (lrelu): LeakyReLU(0.2, inplace)
  (relu): ReLU(inplace)
)
MLP_CRITIC(
  (fc1): Linear(in_features=2133, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=1)
  (lrelu): LeakyReLU(0.2, inplace)
)
MLP_4HL_Dropout_R(
  (fc1): Linear(in_features=2048, out_features=1024)
  (fc2): Linear(in_features=1024, out_features=512)
  (fc3): Linear(in_features=512, out_features=256)
  (fc4): Linear(in_features=256, out_features=128)
  (fc5): Linear(in_features=128, out_features=85)
  (relu): ReLU(inplace)
  (lrelu): LeakyReLU(0.2, inplace)
  (dropout): Dropout(p=0.2)
)
EPOCH          |  D_cost  |  G_cost  |  R_cost  |  Wasserstein_D  |  ACC_unseen  |  ACC_seen  |    H    |
[ 1  /300 ]    | -1.1920  |  1.4343  |  0.6100  |     1.2388      |    0.0523    |   0.5305   | 0.0952  |
[ 2  /300 ]    | -0.5882  |  0.7922  |  0.6818  |     0.5978      |    0.0688    |   0.4389   | 0.1189  |
[ 3  /300 ]    | -0.2163  |  0.4133  |  0.7132  |     0.2182      |    0.0595    |   0.4115   | 0.1040  |
[ 4  /300 ]    | -0.2138  |  0.0879  |  0.7360  |     0.2163      |    0.0884    |   0.4231   | 0.1462  |
[ 5  /300 ]    | -0.3874  | -0.2063  |  0.7452  |     0.3909      |    0.0303    |   0.4254   | 0.0566  |
[ 6  /300 ]    | -0.6627  | -0.1862  |  0.7530  |     0.6761      |    0.0568    |   0.4552   | 0.1010  |
[ 7  /300 ]    | -0.8462  | -0.2204  |  0.7596  |     0.8773      |    0.0378    |   0.4354   | 0.0696  |
[ 8  /300 ]    | -1.0342  | -0.1305  |  0.7685  |     1.0868      |    0.0546    |   0.4240   | 0.0967  |
[ 9  /300 ]    | -1.2050  | -0.1053  |  0.7712  |     1.2823      |    0.0402    |   0.4233   | 0.0735  |
[ 10 /300 ]    | -1.3885  | -0.0752  |  0.7730  |     1.4828      |    0.0582    |   0.3835   | 0.1011  |
[ 11 /300 ]    | -1.5700  |  0.0208  |  0.7824  |     1.6798      |    0.0943    |   0.4290   | 0.1547  |
[ 12 /300 ]    | -1.6861  |  0.0899  |  0.7801  |     1.8061      |    0.0636    |   0.4589   | 0.1118  |
[ 13 /300 ]    | -1.7807  |  0.1063  |  0.7792  |     1.8921      |    0.0834    |   0.4688   | 0.1415  |
[ 14 /300 ]    | -1.8307  |  0.1134  |  0.7840  |     1.9402      |    0.0567    |   0.4952   | 0.1017  |
[ 15 /300 ]    | -1.8773  |  0.1166  |  0.7839  |     1.9807      |    0.1003    |   0.4923   | 0.1667  |
