Namespace(attSize=102, batch_size=512, bc=False, beta1=0.5, class_embedding='att', classifier_lr=0.001, cls_weight=0.01, consistency_weight=1, critic_iter=5, cuda=True, dataroot='/data0/docker/xingyun/mmcgan/data', dataset='SUN', drop_rate=0.2, gzsl=True, image_embedding='res101', lambda1=10.0, lr=0.0002, manualSeed=4115, matdataset=True, nclass_all=717, ndh=4096, nepoch=300, netD='', netD_name='MLP_CRITIC', netG='', netG_name='MLP_G', ngh=4096, ngpu=1, njh=170, nrgh=4096, nrgh1=1024, nrgh2=512, nrgh3=256, nrgh4=128, nrh=4096, nrh1=1024, nrh2=512, nrh3=256, nrh4=128, nz=102, outf='./checkpoint/', outname='sun', preprocessing=True, pretrain_classifier='', print_every=1, r_hl=4, r_iteration=3, r_nz=2048, r_path='/home/xingyun/docker/mmcgan/r_param', r_weight=1, resSize=2048, reverse_iter=5, rg_hl=1, save_every=100, standardization=False, start_epoch=0, syn_num=600, val_every=1, validation=False, workers=2)
Random Seed:  4115
# of training samples:  10320
MLP_G(
  (fc1): Linear(in_features=204, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=2048)
  (lrelu): LeakyReLU(0.2, inplace)
  (relu): ReLU(inplace)
)
MLP_CRITIC(
  (fc1): Linear(in_features=2150, out_features=4096)
  (fc2): Linear(in_features=4096, out_features=1)
  (lrelu): LeakyReLU(0.2, inplace)
)
MLP_4HL_Dropout_R(
  (fc1): Linear(in_features=2048, out_features=1024)
  (fc2): Linear(in_features=1024, out_features=512)
  (fc3): Linear(in_features=512, out_features=256)
  (fc4): Linear(in_features=256, out_features=128)
  (fc5): Linear(in_features=128, out_features=102)
  (relu): ReLU(inplace)
  (lrelu): LeakyReLU(0.2, inplace)
  (dropout): Dropout(p=0.2)
)
EPOCH          |  D_cost  |  G_cost  |  R_cost  |  Wasserstein_D  |  ACC_unseen  |  ACC_seen  |    H    |
[ 1  /300 ]    | -1.2033  | -0.3254  |  0.6953  |     1.2585      |    0.0361    |   0.1686   | 0.0595  |
[ 2  /300 ]    | -1.8046  | -0.2076  |  0.7994  |     1.8719      |    0.0681    |   0.1484   | 0.0933  |
[ 3  /300 ]    | -1.4918  | -0.2849  |  0.8058  |     1.5536      |    0.0875    |   0.1953   | 0.1209  |
[ 4  /300 ]    | -0.9826  | -0.2246  |  0.7794  |     1.0498      |    0.1056    |   0.2845   | 0.1540  |
[ 5  /300 ]    | -0.8713  | -0.2194  |  0.8317  |     0.9329      |    0.1451    |   0.2492   | 0.1834  |
[ 6  /300 ]    | -0.8144  | -0.1446  |  0.8410  |     0.8854      |    0.1944    |   0.2523   | 0.2196  |
[ 7  /300 ]    | -0.8134  | -0.1002  |  0.8606  |     0.8291      |    0.2451    |   0.2256   | 0.2350  |
[ 8  /300 ]    | -0.7135  | -0.2639  |  0.8626  |     0.7363      |    0.2444    |   0.2616   | 0.2527  |
[ 9  /300 ]    | -0.7213  | -0.3003  |  0.8755  |     0.7530      |    0.2479    |   0.2837   | 0.2646  |
[ 10 /300 ]    | -0.7213  | -0.2248  |  0.8804  |     0.7478      |    0.2736    |   0.2911   | 0.2821  |
[ 11 /300 ]    | -0.6962  | -0.2537  |  0.8964  |     0.7190      |    0.2701    |   0.3004   | 0.2845  |
[ 12 /300 ]    | -0.7197  | -0.3143  |  0.9055  |     0.7378      |    0.2951    |   0.3050   | 0.3000  |
[ 13 /300 ]    | -0.6669  | -0.2242  |  0.9130  |     0.7229      |    0.3208    |   0.3004   | 0.3103  |
[ 14 /300 ]    | -0.6848  | -0.3605  |  0.9160  |     0.7423      |    0.3361    |   0.2911   | 0.3120  |
[ 15 /300 ]    | -2.3482  |  0.3871  |  0.6488  |     2.5787      |    0.2729    |   0.2829   | 0.2778  |
